term,entity_id,text_1,text_2,text_3,text_4,text_5,check
indian,Q33123248,Blackfeet Nation,"['Blackfeet Tribe of the Blackfeet Indian Reservation', 'Blackfeet Tribe of the Blackfeet Indian Reservation of Montana']",['federally recognized tribe of indigenous people in North America'],"['federally recognized Native American tribe in the United States', 'Indian reservation of the United States']",[],TRUE
indian,Q192170,Prakrit,,"collective name for the common Indian Middle Indo-Aryan languages spoken between 3rd century BCE and 8th century CE, separated from Sanskrit by wide divisions of caste, religion, and geography","['historical language', 'language group']",['Middle Indo-Aryan'],FALSE
indian,Q106595016,American Indian law,"['Native American law', 'Indian law']","['legal field relating to Native Americans, Alaska Natives and other peoples indigenous to North America']","['academic discipline', 'academic major', 'specialty', 'field of study', 'field of work']","['jurisprudence', 'law']",TRUE
indian,Q15270596,Quinault Indian Nation,"['Quinault Tribe of the Quinault Reservation', 'QIN', 'Quinault Tribe of the Quinault Reservation, Washington', 'Quinault Tribe', 'Quinault Tribe of Washington', 'Quinault Tribe of Indians of the Quinault Reservation', 'Quinaielt Tribe', 'Quinaielt Tribe of Indians', 'Quinault Nation', 'Quinault Tribe, Quinault Reservation, Washington']",['ethnic group'],"['federally recognized Native American tribe in the United States', 'jurisdiction', 'nation']",[],TRUE
indian,Q1754503,Quechan people,"['Yuma', 'Quechan Tribe of the Fort Yuma Indian Reservation']","['ethnic group and federally-recognized tribe in Arizona, United States']","['indigenous peoples of the Americas', 'federally recognized Native American tribe in the United States', 'tribe']",[],TRUE
indians,Q392316,First Nations,"['Indians', 'Natives']",['term used for some Indigenous peoples in Canada'],[],"['Indigenous people in Canada', 'indigenous peoples of the Americas']",TRUE
indians,Q478805,Ancient Pueblo Peoples,"['Ancestral Pueblo peoples', 'Ancestral Puebloans', 'Anasazi Indians', 'Anasazi']",['ancient Native American culture in Four Corners region of the United States'],"['extinct human group', 'archaeological culture', 'civilization']",[],TRUE
indians,Q907924,Plains Indians,"['Interior Plains Indians', 'indigenous people of the Great Plains and Canadian Prairies']",['Native Americans/First Nations peoples of the Great Plains of North America'],"['cultural region', 'ethnic group']",[],TRUE
indians,Q888099,Paleo-Indians,"['Paleoindians', 'Paleoamericans', 'Paleo-Indian people']",['classification term given to the first peoples who entered the American continents'],['ethnic group'],[],TRUE
indians,Q852431,Puebloan peoples,"['Pueblo people', 'Pueblo', 'Pueblo Indians']",['Native Americans in the Southwestern United States'],"['isolated human group', 'ethnic group']",['indigenous peoples of the Americas'],TRUE
indians,Q49297,Native Americans in the United States,"['Native Americans', 'American Indians', 'Indians', 'U.S. Indians', 'United States Indians', 'First Americans', 'indigenous Americans', 'indigenous peoples of the United States', 'Amerindian Americans']",['indigenous peoples of the United States'],['ethnic group by residency'],"['indigenous peoples of North America', 'Americans']",TRUE
indians,Q322951,Cheyennes,"['Cheyenne', 'Cheyenne people', 'Cheyenne Indians', 'Suhtai', 'Suhtai Indians', 'Suhtaio', 'Suhtaio Indians', 'TsisTsisTsas', 'TsisTsisTsas Indians', 'Tsitsistas', 'Tsitsistas Indians']",['group of indigenous people of the Great Plains'],['ethnic group'],['Native Americans in the United States'],TRUE
indians,Q57048756,Eastern Chickahominy,"['Chickahominy Tribe Eastern Division', 'Indians Eastern Division Native American Tribe.']","['one of two federally-recognized tribes of Chickhominy people in Virginia, United States of America']","['federally recognized Native American tribe in the United States', 'ethnic group']",[],TRUE
indians,Q15270596,Quinault Indian Nation,"['Quinault Tribe of the Quinault Reservation', 'QIN', 'Quinault Tribe of the Quinault Reservation, Washington', 'Quinault Tribe', 'Quinault Tribe of Washington', 'Quinault Tribe of Indians of the Quinault Reservation', 'Quinaielt Tribe', 'Quinaielt Tribe of Indians', 'Quinault Nation', 'Quinault Tribe, Quinault Reservation, Washington']",['ethnic group'],"['federally recognized Native American tribe in the United States', 'jurisdiction', 'nation']",[],TRUE
indians,Q213422,Seneca,"['Senecas', 'Seneca Indians', 'Cinniko', 'Cyniker', 'Ho-nan-ne-hó-ont', 'O-non-dowa-gah', 'Onöndowága', 'Onotowaka', 'Senaca', 'Senakee', 'Seneka', 'Senekie', 'Senneca', 'Sennecaa', 'Senneck', 'Senneka', 'Shinike', 'Sinakee', 'Sineca', 'Sineque', 'Sinicker', 'Sinnedowane', 'Sinneken', 'Sinnequaa', 'Sinnicar', 'Sinnondowanne', 'Sinondowan', 'Synekee', 'Synnek', 'Seneca people']",['federally-recognized Iroquois tribe native to the Great Lakes region of the U.S.'],"['ethnic group', 'ethnic group']",['Native Americans in the United States'],TRUE
indigenous,Q103817,indigenous people,"['indigenous peoples', 'aboriginal peoples', 'traditional peoples', 'native peoples', 'indigenous culture']",['ethnic groups descended from and identified with the original inhabitants of a given region'],[],"['population group', 'people', 'ethnic group', 'minority group']",TRUE
indigenous,Q170355,Indigenous Australians,"['Aboriginal Australians', 'Australian Aboriginals', 'Torres Strait Islanders', 'Aborigines', 'Australian Aborigines']",['type of ethnic group consisting of native peoples of the Australian continent and Torres Strait Islands'],"['human population', 'indigenous people']","['Australians', 'inhabitant', 'indigenous people']",TRUE
indigenous,Q108808000,history of Amerindian peoples,"['Native American history', 'history of indigenous peoples of the Americas', 'Indigenous history', 'Amerindian history', 'Amerindian peoples history']","['history of peoples indigenous to the Americas, including the continents as well as nearby islands']","['history of a geographic region', 'ethnic history']",['human history'],TRUE
indigenous,Q3557982,Indigenous people in Peru,"['Indigenous peoples in Peru', 'Native Peruvians']","[""distinct ethnic groups who have inhabited the country of Peru's territory since before the arrival of Europeans""]",['population group'],['indigenous people'],TRUE
indigenous,Q2986880,indigenous people,"['indigenous communities', 'adat communities', 'adat village']","['Indonesian term referring to ""communities that traditionally inhabit certain area because they are linked to their ancestral origins,"" not to be confused with traditional/indigenous communities in general']",[],"['indigenous people', 'Indonesians']",TRUE
indigenous,Q5533462,genocide of indigenous peoples,"['genocide of native peoples', 'genocide of aboriginal peoples']",['genocide of native inhabitants of a region'],[],['genocide'],TRUE
indigenous,Q907924,Plains Indians,"['Interior Plains Indians', 'indigenous people of the Great Plains and Canadian Prairies']",['Native Americans/First Nations peoples of the Great Plains of North America'],"['cultural region', 'ethnic group']",[],TRUE
indigenous,Q3573248,Yuqui,['Yuqui people'],Indigenous group of South America of Amazonian origin and Tupi-Guarani linguistic transculturation,['ethnic group'],[],TRUE
indigenous,Q1493806,indigenous peoples of Australia,"['Australian aborigine people', 'Australian aborigines', 'Australian indigenous people', 'indigenous people of Australia', 'Aboriginal Australians']",['groupings of people that existed before the British colonisation of Australia in 1788'],['ethnic group'],['indigenous people'],TRUE
indigenous,Q3339252,Ngada,['Ngada peoples'],"multiethnic indigenous group native to central Flores region of Flores Island in East Nusa Tenggara, Indonesia","['ethnic group', 'ethnic group in Indonesia']",['Indonesians'],TRUE
indo,Q6025564,Indo-Semitic,['Indo-Semitic languages'],"['linguistic hypothesis of a genetic relationship between Indo-European and Semitic; popular in the 19th century, but mostly discounted in modern times']",['language family'],[],TRUE
indo,Q192170,Prakrit,,"collective name for the common Indian Middle Indo-Aryan languages spoken between 3rd century BCE and 8th century CE, separated from Sanskrit by wide divisions of caste, religion, and geography","['historical language', 'language group']",['Middle Indo-Aryan'],FALSE
indo,Q3832962,Pontic,['Pontic languages'],"proposed language macrofamily, comprising the Indo-European and Northwest Caucasian language families",['language family'],[],TRUE
indo,Q1815070,Paleo-Balkan,['Paleo-Balkan languages'],"various extinct Indo-European languages that were spoken in the Balkans in ancient times, genetically not related",[],['Indo-European'],TRUE
indo,Q3236316,Middle Indo-Aryan,"['Middle Indo-Aryan languages', 'Middle Indic']",['historical group of Indo-Aryan languages from 600 BCE to 1000 CE'],"['language family', 'chronolect']",['Middle-Modern Indo-Aryan'],FALSE
indo,Q149386,Phrygians,,ancient Indo-European speaking people,['isolated human group'],[],TRUE
indo,Q4342542,Paleo-European languages,,"(Mainly ancient) languages of Europe not included in Indo-European, Uralic, Turkic or Semitic.",[],[],TRUE
indo,Q792316,Ancient Belgian,"['Belgian language', 'Belgian']","hypothetical extinct Indo-European language, spoken in Belgica (northern Gaul) in late prehistory",['extinct language'],['Indo-European'],TRUE
indo,Q1661685,Indo-Sassanids,,['Branch of Sasanian Persians ruling Bactria (c.230–c.365)'],"['historical country', 'civilization']",[],FALSE
indo,Q2453813,Indo-Iranians,"['Indo-Iranian cultures', 'Indo-Iranic', 'Arya', 'Indo-Iranian peoples']",['various peoples speaking these languages'],['people'],['Indo-Aryan peoples'],FALSE
indos,Q6026682,Indos in colonial history,,['Eurasian people of mixed Indonesian and European descent'],[],[],FALSE
indos,Q18340488,Indus,['Indos'],['mythological king of Scythia'],"['mythological Greek character', 'human who may be fictional']",[],FALSE
indos,Q18340494,Indus,['Indos'],['Indian hero in Greek mythology'],['mythological Greek character'],[],FALSE
indos,Q5972237,INDOS,['Indian National Database of Seafarers'],['Indian seafarers database'],[],[],FALSE
indos,Q51443863,"Aromatvm, et simplicivm aliqvot medicamentorvm apvd Indos nascentivm historia: primùm quidem Lusitanica lingua per dialogos",,"['Antverpiæe :ex officina Plantiniana, apud viduam, & Ionnem Moretum,1593. | Missouri Botanical Garden, Peter H. Raven Library View Book']",['publication'],[],FALSE
indos,Q6026685,Indos in pre-colonial history,,,[],[],FALSE
inuit,Q189975,Inuit,"['Inuk', 'Inuits']",['group of peoples of Arctic North America'],"['ethnic group', 'people']","['Eskimo', 'Indigenous people in Canada']",TRUE
inuit,Q642019,Caribou Inuit,,['ethnic group living in northern regions of Canada'],['ethnic group'],[],TRUE
inuit,Q603749,Dorset culture,"['Dorset Tradition', 'Kalaallit Nunaat']",Paleo-Eskimo culture (500 BCE–1500 CE) that preceded the Inuit in the Arctic of North America,['archaeological culture'],[],TRUE
inuit,Q25705896,Inuit clothing,,['traditional costume of the Inuit peoples'],[],"['clothing of indigenous peoples of North America', 'traditional costume']",TRUE
inuit,Q2714194,Inuit culture,,['culture of the Inuit in the Arctic and Subarctic region'],[],"['culture', 'indigenous cultures of the Americas']",TRUE
inuit,Q7198347,Inuit music,['Pisik'],['music genre'],"['music by ethnic group', 'music genre']","['indigenous music of North America', 'music of Canada']",TRUE
inuit,Q6059247,Inuit doll,,"['dolls made by indigenous people of Arctic areas of Alaska, Canada, and Greenland']",[],[],TRUE
inuit,Q27824520,Inuit reserved land,,['territory reserved for the inuits of Quebec'],[],"['census subdivision', 'lands inhabited by indigenous peoples', 'local municipality of Quebec']",TRUE
inuit,Q17036301,West Greenlandic Pidgin,,extinct Greenlandic-based contact language once used between the Inuit of Greenland and European traders,['pidgin'],[],TRUE
inuit,Q1671647,Inuktun,"['North Greenlandic', 'Inuktun language']",Inuit language of northwestern Greenland,['dialect'],['Eastern Canadian Inuktitut'],TRUE
inuits,Q189975,Inuit,"['Inuk', 'Inuits']",['group of peoples of Arctic North America'],"['ethnic group', 'people']","['Eskimo', 'Indigenous people in Canada']",TRUE
inuits,Q27824520,Inuit reserved land,,territory reserved for the inuits of Quebec,[],"['census subdivision', 'lands inhabited by indigenous peoples', 'local municipality of Quebec']",TRUE
inuits,Q4532729,eskimology,"['inuitology', 'arctic studies']",complex of humanities sciences relating to Eskimos (Inuits),['area studies'],[],TRUE
inuits,Q66062734,The Role of Traditional or Western Diet in the TBC1D4 Gene on Glucose Homeostasis in Greenland Inuits,,['clinical trial'],['clinical trial'],[],TRUE
kaffir,Q1285250,kaffir,"['kaffer', 'cafri', 'the k-word', 'Kaffirs']","['a slur used to refer to indigenous black people in South Africa; derived from the Arabic term for ""unbeliever"", i.e. pagan']",['ethnic slur'],[],TRUE
kaffir,Q3607819,alastrim,"['Kaffir-pox', 'white pox', 'variola minor', 'Alastrim (disorder)', 'Variola minor', 'cottonpox', 'milkpox', 'whitepox', 'Alastrim']",['milder form of smallpox'],['class of disease'],['smallpox'],FALSE
kaffir,Q2905047,sorghum beer,"['millet beer', 'dolo', 'chapalo', 'tchapalo', 'kaffir beer', 'bantu beer', 'utshwala', 'Millet beer']",['beer originating in sub-Sahara Africa'],[],['alcoholic beverage'],FALSE
kaffir,Q60788910,Kaffir Forest,,['village in India'],['village in India'],[],FALSE
kaffir,Q60788914,Kaffir Khasmahal,,['village in India'],['village in India'],[],FALSE
kaffir,Q582594,Xhosa Wars,"['Cape Frontier Wars', 'Kaffir Wars']",['series of conflicts'],['conflict'],[],TRUE
kaffir,Q6345995,Kaeng pa,"['forest curry', 'jungle curry']","spicy and watery curry variety from the forested areas of Thailand; lacks coconut milk; includes kaffir lime peel and leaves, lemongrass, green peppercorn, galangal, garlic, pea eggplant, and chili",[],['Thai curry'],FALSE
kaffir,Q6346098,Kaffir Folk-lore,,,['literary work'],[],TRUE
kaffir,Q23091825,The Kaffir Diamond,,['play'],['literary work'],[],FALSE
kaffir,Q109985387,A Kaffir Village,,['watercolour by Samuel Daniell'],['watercolor painting'],[],FALSE
kaffirs,Q1285250,kaffir,"['kaffer', 'cafri', 'the k-word', 'Kaffirs']","['a slur used to refer to indigenous black people in South Africa; derived from the Arabic term for ""unbeliever"", i.e. pagan']",['ethnic slur'],[],TRUE
kaffirs,Q7585926,Sri Lanka Kaffirs,,['Ethnic group'],['ethnic group'],[],TRUE
kaffirs,Q7398555,Safed-Posh Kaffirs,,,[],[],FALSE
lilliputian,Q2419953,person of short stature,"['Lilliputian', 'midget (Kami)']",['person of unusually short stature'],[],['human'],TRUE
lilliputian,Q649340,Alice in Wonderland syndrome,"['lilliputian hallucinations', ""Todd's syndrome"", 'AiWS', 'dysmetropsia']",['neuropsychological condition'],['psychopathological syndrome'],['dysmetropsia'],TRUE
lilliputian,Q28181146,Pollard’s Lilliputian Opera Company,,"[""series of professional children's opera troupes""]",['opera company'],[],TRUE
lilliputian,Q39037416,Lilliputian Hitcher,['Angel Invasion'],['1995 episode 13 of Neon Genesis Evangelion'],"['television series episode', 'anime television series episode']",[],TRUE
lilliputian,Q19106381,To The Same. On Her Wishing To Have A Lilliputian To Play With.,,['poem'],['poem'],[],TRUE
lilliputian,Q3224498,The Lilliputian Minuet,,['1905 film by Georges Méliès'],['short film'],[],TRUE
lilliputian,Q97788366,"A Lilliputian Vauxhall, Grotesque Borders for Rooms & Halls",,"['print by Thomas Rowlandson (MET, 59.533.1276)']",['print'],[],TRUE
lilliputian,Q108507979,Lilliputian Hitcher,,['13th episode of podcast Evangelion: A Commentary'],['podcast episode'],[],TRUE
lilliputians,Q64593875,Gulliver and the Lilliputians,,['1923 live-action/animated film by Albert Mourlain'],"['feature film', 'live-action/animated film']",[],TRUE
lilliputians,Q2036245,"Cheese Mites; or, Lilliputians in a London Restaurant",,['1901 film by Walter R. Booth'],['short film'],[],TRUE
lilliputians,Q95681496,Eva Jessie McBeath,,"(1892–1978) Actress, dance judge, and producer of amateur plays, pantomines and operas. Born in Australia; sister of Carrie (Mrs John Wyatt) and Olive Moore (Mrs Harry Barrett). As Eva Moore she toured with the Pollard Lilliputians in America, Japa",['human'],[],TRUE
madras,Q1352,Chennai,['Madras'],"['megacity and capital of Tamil Nadu, India']","['city', 'big city', 'million city', 'state capital', 'business cluster']",[],TRUE
madras,Q286536,Corporation of Chennai,"['Madras Corporation', 'Corporation of Madras', 'Chennai Corporation']",['municipal corporation for Chennai City'],['municipal corporation in India'],[],TRUE
madras,Q257382,Chennai Central railway station,"['Madras Central', 'Puratchi Thalaivar Dr. M. G. Ramachandran Central railway station', 'Puratchi Thalaivar Dr M G Ramachandran Central railway station', 'Chennai Central station', 'MGR railway station']","['railway terminus in the city of Chennai, Tamil Nadu, India']",['railway station'],[],TRUE
madras,Q63246173,"Madras Herbarium, Botanical Survey of India, Southern Regional Centre, Tamil Nadu Agricultural University Campus at Coimbatore, Coimbatore, Tamil Nadu, India",,,['organization'],[],FALSE
madras,Q49478269,City of Madras Park,,"['park in Denver, Colorado, United States of America']",['park'],[],FALSE
madras,Q10853395,Madras Municipal Airport,['MDJ'],"['airport in Oregon, United States of America']",['airport'],[],FALSE
madras,Q65959672,"State Bank of India, Madras Road branch",,,['State Bank of India branch'],[],FALSE
madras,Q65956219,"State Bank of India, Iit, Madras branch",,"['Branch of State Bank of India at Iit, Madras']",['State Bank of India branch'],[],FALSE
madras,Q502670,Chennai International Airport,"['Madras International Airport', 'Anna International Terminal', 'Kamraj Domestic Terminal', 'Meenambakkam Airport', 'MAA', 'VOMM', 'CHENNAI', 'Madras Airport']","['airport in Chennai, India']","['international airport', 'airport', 'commercial traffic aerodrome']",[],TRUE
madras,Q65996060,"State Bank of India, Madras University branch","['SBI, Madras University branch']",,['State Bank of India branch'],[],FALSE
maroon,Q14632167,Maroon culture in Suriname,,,['aspect in a geographic region'],[],TRUE
maroon,Q8756345,Category:People of Jamaican Maroon descent,,['Wikimedia category'],['Wikimedia category'],[],TRUE
maroon,Q1542741,Palmares,,maroon community of escaped slaves in colonial Brazil,"['historical country', 'quilombo']",[],TRUE
maroon,Q17379998,Maroon Formation,,"['geologic formation in Colorado, United States']",['formation'],[],FALSE
maroon,Q110143374,The Roles of Land and Orography On Precipitation and Ocean Circulation in Global Climate Models,,"doctoral dissertation by Elizabeth A. Maroon, University of Washington, 2016","['doctoral thesis', 'written work']",[],FALSE
maroon,Q110143265,The Location of Tropical Precipitation in Idealized Atmospheric General Circulation Models Forced With Andes Topography and Surface Heat Fluxes,,"master's thesis by Elizabeth Allison Maroon, University of Washington, 2013","[""master's thesis"", 'written work']",[],FALSE
maroon,Q48815098,Maroon State School and Maroon War Memorial,,"['historic site in Queensland, Australia']",[],[],FALSE
maroon,Q2659044,Businenge Tongo,"['Eastern Maroon Creole', 'Nenge']",,"['creole language', 'language', 'modern language']",['English-based creole languages'],TRUE
maroon,Q49900146,East Maroon Creek,,"['natural watercourse in Pitkin County, Colorado, United States of America']",['natural watercourse'],[],FALSE
maroon,Q1093206,Jamaican Maroon spirit-possession language,,['language'],['sacred language'],[],TRUE
maroons,Q6127426,Jamaican Maroons,"['Leeward Maroons', 'Windward Maroons']",['Africans and their descendants who liberated themselves from enslavement and formed independent settlements.'],['ethnic community'],"['African Jamaican', 'maroons']",TRUE
maroons,Q445485,maroons,,"['African refugees who escaped from slavery in the Americas, and their descendants']","['ethnic group', 'group of humans', 'dictionary page in Wikipedia']",[],TRUE
maroons,Q1415423,quilombo,['𝚊𝚕𝚒á𝚜 𝚊𝚕é𝚖 𝚍𝚎 𝚌𝚛𝚒𝚊𝚛 𝚞𝚖𝚊 𝚏𝚊𝚣𝚎𝚗𝚍𝚊 𝚊𝚘𝚗𝚍𝚎 𝚙𝚘𝚍𝚒𝚊𝚜 𝚜𝚎𝚛 𝚎𝚜𝚌𝚛𝚊𝚟𝚒𝚣𝚊𝚍𝚘 𝚎𝚕𝚎𝚜 𝚜𝚊í𝚛𝚊𝚖 𝚍'],"Brazilian hinterland human settlement founded by people of African origin including the Quilombolas, or Maroons",['community'],"['human settlement', 'social movement']",TRUE
maroons,Q6127428,Jamaican Maroons in Sierra Leone,,['ethnic group'],['isolated human group'],[],TRUE
maroons,Q1903204,Bushinengue,"['Surinamese Maroons', 'Marrons', 'Businenge']",['Ethnic group of enslaved African origin'],['ethnic group'],['maroons'],TRUE
maroons,Q112950919,Social media and live streaming : reaching and engaging fans? : the case of Facebook Live and the Queensland Maroons,,['2019 doctoral thesis by Sarah Wymer at Massey University'],['doctoral thesis'],[],FALSE
maroons,Q107350976,Material beginnings of the Saramaka Maroons : an archaeological investigation,,['dissertation by  Cheryl Ngwenyama White'],"['version, edition, or translation', 'dissertation']",[],FALSE
maroons,Q101413681,Queenslanders,"['Queensland residents', 'Banana-Benders', 'Banana Benders', 'Cane Toads', 'Maroons']","['residents of Queensland, Australia']",['human population'],"['Australians', 'inhabitant']",FALSE
maroons,Q108540274,Category:Toledo Maroons people,,['Wikimedia category'],['Wikimedia category'],[],TRUE
maroons,Q8609501,Category:Maroons (people),,['Wikimedia category'],['Wikimedia category'],[],TRUE
medicine man,Q266750,medicine man,"['medicine woman', 'medicine-man']",['Native American traditional healer and spiritual leader'],['profession'],"['healer', 'religious leader']",TRUE
medicine man,Q111642613,"Dr. Walker, Medicine Man: Assimilative Healthcare and Oglala Healing at Pine Ridge Reservation, 1896–1914",,"[""master's thesis""]","[""master's thesis""]",[],TRUE
medicine man,Q104853010,Bawlpu,,medicine man and priest in traditional Mizo village,[],[],TRUE
medicine man,Q6144422,James Trosper,,native American medicine man,['human'],[],TRUE
medicine man,Q109499757,Medicine Man,,['Wellcome Collection exhibition'],['exhibition'],[],TRUE
medicine man,Q20486967,"Medicine Man, Performing His Mysteries over a Dying Man",,['painting by George Catlin'],['painting'],[],TRUE
medicine man,Q17516119,György Szabó,"['Uncle Gyuri Szabó', 'the medicine man of Bükk']",['Hungarian naturopath'],['human'],[],TRUE
medicine man,Q49943748,Medicine Man Creek,,"['natural watercourse in Valdez–Cordova Census Area, Unorganized Borough, United States of America']",['natural watercourse'],[],FALSE
medicine man,Q71292195,JSC (AV) - STARPHAC - Papago Reservation - Medicine Man / CHM Training School Phoenix (NAID 80620019),,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[],TRUE
medicine man,Q6264486,John Wilson,"[""Nishkû'ntu Mood Head""]",Caddo-Delaware-French medicine man and religious leader,['human'],[],TRUE
medicine men,Q54641544,Chinese Medicine Men: Consumer Culture in China and Southeast Asia,,"['Cochran, Sherman - 2006']",['literary work'],[],TRUE
medicine men,Q67625494,MODERN INDIAN MEDICINE MEN (NAID 12701),,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[],TRUE
medicine men,Q79924032,Mola: Medicine Men Curing the Sick,,['textile by unknown artist (1971.212)'],['textile'],[],TRUE
medicine men,Q7750878,The Medicine Men,,"['Louisiana-American music production group from New Orleans, Louisiana, U.S.']",['musical group'],[],FALSE
medicine men,Q30441244,Ralph Samantha & The Medicine Men,,,['musical group'],[],FALSE
medicine men,Q51442135,Annual ceremony of the Pawnee medicine men,,"['Chicago :Field Museum of Natural History,1923. | Field Museum of Natural History Library']",['publication'],[],TRUE
medicine men,Q64156076,Victoria Chipps of the Horn Chipps Lineage of Medicine Men on her 90th Birthday with her Great Grand-daughter,,['photograph in the National Gallery of Art (NGA 156836)'],['photograph'],[],TRUE
medicine men,Q79924009,Mola: Two Medicine Men,,['textile by unknown artist (1971.204)'],['textile'],[],TRUE
medicine men,Q7750879,The Medicine Men,,['episode of The Avengers'],['television series episode'],[],FALSE
medicine men,Q114534706,The Medicine Men,,['episode of The Mod Squad (S4 E6)'],['television series episode'],[],FALSE
mestizo,Q106713,mestizo,"['Mestiza', 'Indo-Mestizo', 'mestizos', 'Mestizas', 'mestiza', 'mestizaje', 'mestiso']",['Spanish term to denote a person with European and Indigenous American ancestry'],['casta'],['multiracial people'],TRUE
mestizo,Q4974225,Bronze race,,racial classification used since the early 20th century by Latin American writers to refer to the mestizo population that arose in the Americas with the arrival of Latin European colonists intermingling with the New World's Amerindian peoples,['race (human categorization)'],[],TRUE
mestizo,Q3088076,Ladino people,,"mix of mestizo or hispanicized peoples in Latin America, principally in Central America",['ethnic group'],[],TRUE
mestizo,Q15309715,Category:American people of Mestizo descent,,['Wikimedia category'],['Wikimedia category'],[],TRUE
mestizo,Q5448617,Filipino mestizo,['Filipina mestiza'],['racial identifier'],['ethnic group'],[],TRUE
mestizo,Q107342119,The relationship between internally and externally generated violence in an Andean Mestizo Colombian community,,['doctoral thesis by Santiago Alvarez'],['doctoral thesis'],[],TRUE
mestizo,Q15355263,Category:Peruvian people of Mestizo descent,,['Wikimedia category'],['Wikimedia category'],[],TRUE
mestizo,Q15355102,Category:People of Mestizo descent,,['Wikimedia category'],['Wikimedia category'],[],TRUE
mestizo,Q7918350,vegetalismo,,practice of mestizo shamanism in Peruvian Amazonia,[],[],TRUE
mestizo,Q17078871,Mestizo Colombian,,['Ethnic group'],[],"['mestizo', 'Colombians']",TRUE
mestizos,Q106713,mestizo,"['Mestiza', 'Indo-Mestizo', 'mestizos', 'Mestizas', 'mestiza', 'mestizaje', 'mestiso']",['Spanish term to denote a person with European and Indigenous American ancestry'],['casta'],['multiracial people'],TRUE
mestizos,Q16151565,Mestizos in the United States,,['ethnic group'],['ethnic group by residency'],"['mestizo', 'Hispanic and Latino Americans']",TRUE
mestizos,Q6011525,Mestizos and castas in New Spain,,['mixed ethnic groups in Spanich colonial America'],['ethnic group by residency'],"['mestizo', 'casta']",TRUE
mestizos,Q60188605,"Indians and Mestizos in the ""Lettered City"" : Reshaping Justice, Social Hierarchy, and Political Culture in Colonial Peru",,['non-fiction book'],['non-fiction work'],[],TRUE
mestizos,Q6011515,Mestizos in Mexico,,['ethnic group'],['ethnic group'],"['mestizo', 'Mexicans']",TRUE
mestizos,Q20141564,Ejido Matlapa Mestizos,,['human settlement in Mexico'],['human settlement'],[],FALSE
mestizos,Q18343999,mestizos in Venezuela,,['Venezuelan ethnic group'],['ethnic group'],"['mestizo', 'Venezuelans']",TRUE
mestizos,Q60190419,"El peso de la sangre : limpios, mestizos y nobles en el mundo hispánico",,['non-fiction book'],['non-fiction work'],[],FALSE
mestizos,Q23686436,Punta Mestizos,,"['peninsula in Córdoba Department, Colombia']",['peninsula'],[],FALSE
mestizos,Q57234620,Indigenous Mestizos,,['first book by Marisol de la Cadena'],"['version, edition, or translation']",[],TRUE
metis,Q4763645,Anglo-Métis,"['Anglo-Metis', 'Countryborn', 'Black Scots', 'Native English']",['19th century community of the Métis people of Canada'],['ethnic group'],['Métis'],TRUE
metis,Q262457,Métis,"['Metis', 'Michif', 'Bois Brûlés', 'Bois Brûlé']",['mixed indigenous ethnic group of Canada and the US'],['ethnic group'],"['Indigenous people in Canada', 'indigenous people']",TRUE
metis,Q6950152,Métis in the United States,['Metis people'],['indigenous Americans of mixed ancestry'],['ethnic group'],['Métis'],TRUE
metis,Q6950150,Métis in Alberta,['Metis in Alberta'],['Alberta’s descendants of mixed Indigenous peoples and European families'],['aspect in a geographic region'],[],TRUE
metis,Q110068902,Metis,"['Metissen', 'Métis']",['mixed Congolese-Belgian ethnic group'],['ethnic group'],"['Belgians', 'Congolese', 'Rwandans', 'Burundians']",TRUE
metis,Q6950139,Métis Nation British Columbia,['Metis Nation British Columbia'],['Canadian organization representing Métis people'],['political organization'],[],TRUE
metis,Q6950137,Métis French,"['Metis French', 'français métis']",['variety of French used by the Métis people'],['language'],['Canadian French'],TRUE
metis,Q55703384,Misha,"['Misha Nogha Chocholak', 'Misha Nogha', 'Misha Chocholak']","US author (1955-    ), of Native American (Metis-Cree) background",['human'],[],TRUE
metis,Q72698025,Metis Eastern Tribal Indian Society of Maine,,"['historical society in Maine, United States']",['historical society'],[],TRUE
metis,Q7914227,Vancouver Métis Community Association,['Vancouver Metis Community Association'],['Métis community organization in Canada'],[],[],TRUE
mohammedan,Q113493444,Chinese Mohammedans: a group of Mohammedan chair bearers in N. China.,,['missionary postcard by Society for the Propagation of the Gospel'],['postcard'],[],TRUE
mohammedan,Q2367463,Mohammedan,,['formerly common term referring to Islam'],['word'],[],TRUE
mohammedan,Q60755390,Mohammedan Literary Society,,,['organization'],[],TRUE
mohammedan,Q99222909,Catholic Encyclopedia (1913)/Mohammedan Confraternities,,,['encyclopedia article'],[],TRUE
mohammedan,Q42193074,The Mohammedan Conquest of Egypt and North Africa,,,['creative work'],[],TRUE
mohammedan,Q104968492,Catalogue of the ivory carvings of the Christian era with examples of Mohammedan art and carvings in bone in the Department of British and Mediaeval Antiquities and Ethnography of the British Museum,,,['museum catalogue'],[],TRUE
mohammedan,Q19094101,The Mohammedan system of theology,,,[],[],TRUE
mohammedan,Q1471031,Mohammedan S.C.,['Mohammedan Sporting Club'],"['Indian multi-sports club based in Kolkata, West Bengal']",['association football club'],[],FALSE
