,Unnamed: 0,term,QID,wd_bow,spacy_cs,check
489,142622,indigenous,Q24402659,"['akit', 'people', 'akik', 'people', 'akit', 'akik', 'group', 'native', 'riau', 'archipelago']",0.9470000000000001,
490,142191,indigenous,Q51333351,"['tanimbarese', 'tanimbarese', 'tenimber', 'tenimberese', 'timor', 'laut', 'people', 'tanimbar', 'people', 'group', 'native', 'tanimbar', 'island', 'tanimbar', 'archipelago']",0.938,
491,140940,indigenous,Q216839,"['taiwanese', 'people', 'isolated', 'human', 'group', 'ethnic', 'group', 'people', 'taiwanese', 'aborigine', 'people', 'taiwan']",0.9359999999999999,
492,141739,indigenous,Q6091085,"['people', 'bolivia', 'ethnic', 'group', 'native', 'bolivian', 'constitute', 'approximately', 'population']",0.935,
493,141176,indigenous,Q6024707,"['people', 'arizona', 'isolated', 'human', 'group', 'people', 'native', 'american']",0.932,
494,144783,indigenous,Q6024701,"['people', 'everglades', 'region', 'isolated', 'human', 'group', 'people', 'florida', 'everglades']",0.932,
495,140803,indigenous,Q1266626,"['balinese', 'people', 'balinese', 'bali', 'people', 'group', 'native', 'bali', 'island']",0.932,
496,141620,indigenous,Q3443961,"['nivaclé', 'people', 'nivacle', 'people', 'chulupíes', 'nivaclé', 'chulupí', 'churupi', 'chulupie', 'chulupe', 'ashlushlay', 'axluslay', 'south', 'american', 'group', 'mataco', 'mataguaya', 'origin']",0.929,
497,79134,indo,Q475027,"['european', 'people', 'ethnic', 'group', 'european', 'modern', 'european', 'european', 'people', 'speaker', 'european', 'language']",0.9159999999999999,
498,81031,indo,Q4342542,"['paleo', 'european', 'language', 'mainly', 'ancient', 'language', 'europe', 'included', 'european', 'uralic', 'turkic']",0.9129999999999999,
499,79331,indo,Q149386,"['phrygian', 'ancient', 'european', 'speaking', 'people']",0.9109999999999999,
500,79503,indo,Q6025564,"['semitic', 'language', 'family', 'semitic', 'language', 'linguistic', 'hypothesis', 'genetic', 'relationship', 'european', 'popular', 'century', 'mostly', 'discounted', 'modern', 'time']",0.91,
501,78909,indo,Q10844808,"['persian', 'culture', 'persian', 'aspect', 'integrated', 'absorbed', 'culture', 'indian', 'subcontinent']",0.909,
502,82426,indo,Q1773811,"['proto', 'european', 'society', 'reconstructed', 'culture', 'proto', 'european']",0.9079999999999999,
503,79351,indo,Q1815070,"['paleo', 'balkan', 'paleo', 'balkan', 'language', 'various', 'extinct', 'european', 'language', 'spoken', 'balkan', 'ancient', 'time', 'genetically', 'related']",0.8909999999999999,
504,79436,indo,Q4006441,"['proto', 'european', 'urheimat', 'hypothesis', 'urheimat', 'proto', 'european', 'homeland', 'european', 'homeland', 'prehistoric', 'urheimat', 'proto', 'european', 'language']",0.887,True
505,79085,indo,Q33514,"['iranian', 'language', 'family', 'european', 'iranian', 'language', 'branch', 'european', 'language', 'family']",0.8859999999999999,
506,78986,indo,Q1672477,"['iranian', 'people', 'iranian', 'iranian', 'people', 'diverse', 'european', 'ethno', 'linguistic', 'group']",0.8859999999999999,
507,78897,indos,Q18340488,"['indus', 'mythological', 'greek', 'character', 'human', 'may', 'fictional', 'mythological', 'king', 'scythia']",0.794,
508,78898,indos,Q18340494,"['indus', 'mythological', 'greek', 'character', 'indian', 'hero', 'greek', 'mythology']",0.7609999999999999,
509,78900,indos,Q5972237,"['indian', 'national', 'database', 'seafarer', 'indian', 'seafarer', 'database']",0.713,
510,78902,indos,Q6026685,"['pre', 'colonial', 'history']",0.59,
511,78899,indos,Q51443863,"['aromatvm', 'et', 'simplicivm', 'aliqvot', 'medicamentorvm', 'apvd', 'nascentivm', 'primùm', 'quidem', 'lusitanica', 'lingua', 'per', 'dialogos', 'publication', 'antverpiæe', 'officina', 'plantiniana', 'apud', 'viduam', 'ionnem', 'missouri', 'botanical', 'garden', 'peter', 'raven', 'library', 'view', 'book']",0.508,
512,93328,inuit,Q642019,"['caribou', 'ethnic', 'group', 'ethnic', 'group', 'living', 'northern', 'region', 'canada']",0.867,True
513,93407,inuit,Q887850,"['greenlandic', 'people', 'ethnic', 'group', 'national', 'greenland']",0.838,True
514,93327,inuit,Q641942,"['ihalmiut', 'group', 'inland', 'nunavut', 'canada']",0.825,
515,93147,inuit,Q25705896,"['clothing', 'clothing', 'indigenous', 'people', 'north', 'america', 'traditional', 'costume', 'traditional', 'costume', 'people']",0.823,
516,93307,inuit,Q6059247,"['doll', 'doll', 'made', 'indigenous', 'people', 'arctic', 'area', 'alaska', 'canada', 'greenland']",0.82,True
517,93162,inuit,Q2714194,"['culture', 'culture', 'indigenous', 'culture', 'america', 'culture', 'arctic', 'subarctic', 'region']",0.8059999999999999,True
518,93035,inuit,Q106707459,"['indigenous', 'people', 'space', 'centre', 'first', 'nation', 'métis', 'located', 'ottawa']",0.8009999999999999,
519,93450,inuit,Q65089304,"['nunangat', 'human', 'settlement', 'region', 'canada']",0.7859999999999999,True
520,93329,inuit,Q646152,"['netsilik', 'netsilingmiut', 'indigenous', 'people']",0.782,True
521,93421,inuit,Q104846812,"['indigenous', 'education', 'canada', 'education', 'first', 'nation', 'métis', 'people', 'canada']",0.782,True
522,93012,inuits,Q189975,"['inuit', 'ethnic', 'group', 'people', 'eskimo', 'indigenous', 'people', 'canada', 'inuk', 'inuit', 'group', 'people', 'arctic', 'north', 'america']",0.927,
523,93013,inuits,Q27824520,"['inuit', 'reserved', 'land', 'territory', 'reserved', 'inuit', 'quebec']",0.741,
524,93015,inuits,Q66062734,"['role', 'traditional', 'western', 'diet', 'gene', 'glucose', 'homeostasis', 'greenland', 'inuit', 'clinical', 'trial', 'clinical', 'trial']",0.598,
525,40518,kaffir,Q20504683,"['man', 'painting', 'painting', 'antonion', 'zeno', 'shindler']",0.488,
526,40524,kaffir,Q60788910,"['forest', 'village', 'india', 'village', 'india']",0.484,
527,40526,kaffir,Q6345995,"['kaeng', 'pa', 'forest', 'curry', 'jungle', 'curry', 'spicy', 'watery', 'curry', 'variety', 'forested', 'area', 'lack', 'coconut', 'includes', 'lime', 'peel', 'leaf', 'lemongrass', 'green', 'peppercorn', 'galangal', 'garlic', 'pea', 'eggplant', 'chili']",0.47,
528,40515,kaffir,Q109985387,"['village', 'watercolor', 'painting', 'watercolour', 'samuel', 'daniell']",0.457,
529,40519,kaffir,Q23091825,"['diamond', 'literary', 'work', 'play']",0.447,
530,40525,kaffir,Q60788914,"['khasmahal', 'village', 'india', 'village', 'india']",0.447,
531,40527,kaffir,Q6346096,"['boy', 'literary', 'work', 'book', 'mark', 'mathabane']",0.442,
532,40528,kaffir,Q6346098,"['folk', 'lore', 'literary', 'work']",0.43799999999999994,
533,40523,kaffir,Q582594,"['xhosa', 'war', 'conflict', 'cape', 'frontier', 'war', 'war', 'series', 'conflict']",0.401,
534,40520,kaffir,Q26600326,"['road', 'building', 'building', 'kirklees', 'west', 'yorkshire', 'uk']",0.39799999999999996,
535,40511,kaffirs,Q1285250,"['kaffir', 'ethnic', 'slur', 'kaffer', 'cafri', 'k', 'word', 'kaffir', 'slur', 'used', 'refer', 'indigenous', 'black', 'people', 'south', 'derived', 'arabic', 'term', 'pagan']",0.9640000000000001,
536,40513,kaffirs,Q7585926,"['sri', 'lanka', 'kaffir', 'ethnic', 'group', 'ethnic', 'group']",0.508,
537,40512,kaffirs,Q7398555,"['safed', 'posh', 'kaffir']",0.062,
538,119811,lilliputian,Q2419953,"['person', 'short', 'stature', 'human', 'midget', 'kami', 'person', 'unusually', 'short', 'stature']",0.985,
539,119815,lilliputian,Q649340,"['alice', 'wonderland', 'syndrome', 'psychopathological', 'syndrome', 'dysmetropsia', 'hallucination', 'syndrome', 'aiws', 'dysmetropsia', 'neuropsychological', 'condition']",0.58,
540,119814,lilliputian,Q39037416,"['hitcher', 'television', 'series', 'episode', 'anime', 'television', 'series', 'episode', 'angel', 'invasion', 'episode', 'neon', 'genesis', 'evangelion']",0.39,
541,119812,lilliputian,Q28181146,"['opera', 'company', 'opera', 'company', 'series', 'professional', 'opera', 'troupe']",0.386,
542,119810,lilliputian,Q19106381,"['wishing', 'play', 'poem', 'poem']",0.384,
543,119813,lilliputian,Q3224498,"['minuet', 'short', 'film', 'film', 'george', 'méliès']",0.373,
544,119816,lilliputian,Q97788366,"['vauxhall', 'grotesque', 'border', 'room', 'hall', 'print', 'print', 'thomas', 'rowlandson', 'met']",0.36700000000000005,
545,119809,lilliputian,Q108507979,"['hitcher', 'podcast', 'episode', 'episode', 'podcast', 'commentary']",0.11199999999999999,
546,119807,lilliputians,Q64593875,"['gulliver', 'lilliputian', 'feature', 'film', 'live', 'action', 'animated', 'film', 'live', 'action', 'animated', 'film', 'albert', 'mourlain']",0.514,
547,119806,lilliputians,Q2036245,"['cheese', 'lilliputian', 'london', 'restaurant', 'short', 'film', 'film', 'walter', 'booth']",0.42200000000000004,
548,119808,lilliputians,Q95681496,"['eva', 'jessie', 'mcbeath', 'actress', 'dance', 'judge', 'producer', 'amateur', 'play', 'pantomines', 'born', 'sister', 'carrie', 'mr', 'john', 'wyatt', 'olive', 'moore', 'mr', 'harry', 'eva', 'moore', 'toured', 'pollard', 'lilliputian', 'america', 'japa']",0.289,
549,921,madras,Q1352,"['chennai', 'city', 'big', 'city', 'million', 'city', 'state', 'capital', 'business', 'cluster', 'megacity', 'capital', 'tamil', 'nadu', 'india']",0.9840000000000001,
550,1367,madras,Q12496012,"['hulu', 'kelurahan', 'urban', 'village', 'medan', 'city', 'north', 'sumatra', 'indonesia']",0.82,
551,975,madras,Q334041,"['city', 'oregon', 'county', 'seat', 'oregon', 'city', 'county', 'oregon', 'united', 'state']",0.815,
552,1528,madras,Q63246173,"['herbarium', 'botanical', 'survey', 'india', 'southern', 'regional', 'centre', 'tamil', 'nadu', 'agricultural', 'university', 'campus', 'coimbatore', 'coimbatore', 'tamil', 'nadu', 'india', 'organization']",0.794,
553,967,madras,Q286536,"['corporation', 'chennai', 'municipal', 'corporation', 'india', 'corporation', 'corporation', 'chennai', 'corporation', 'municipal', 'corporation', 'chennai', 'city']",0.785,True
554,894,madras,Q10853395,"['municipal', 'airport', 'airport', 'mdj', 'airport', 'oregon', 'united', 'state', 'america']",0.7759999999999999,
555,915,madras,Q11917385,"['godavari', 'district', 'district', 'british', 'india', 'presidency']",0.775,True
556,1537,madras,Q65959672,"['state', 'bank', 'india', 'road', 'branch', 'state', 'bank', 'india', 'branch']",0.772,
557,954,madras,Q2618458,"['state', 'state', 'india', 'province', 'india', 'former', 'state', 'india']",0.769,
558,1600,madras,Q7450007,"['senate', 'house', 'administrative', 'centre', 'university', 'india']",0.767,True
559,110301,maroon,Q14632167,"['culture', 'suriname', 'aspect', 'geographic', 'region']",0.807,
560,110306,maroon,Q1542741,"['palmares', 'community', 'escaped', 'slave', 'colonial', 'brazil']",0.784,
561,110316,maroon,Q17379998,"['formation', 'formation', 'geologic', 'formation', 'colorado', 'united', 'state']",0.75,
562,110284,maroon,Q110143374,"['role', 'land', 'orography', 'precipitation', 'ocean', 'circulation', 'global', 'climate', 'model', 'doctoral', 'dissertation', 'elizabeth', 'university', 'washington']",0.747,
563,110393,maroon,Q31950560,"['hole', 'bight', 'bight', 'saint', 'croix', 'united', 'state', 'virgin', 'island', 'united', 'state', 'america']",0.7440000000000001,
564,110418,maroon,Q48815098,"['state', 'school', 'war', 'memorial', 'historic', 'site', 'queensland', 'australia']",0.7290000000000001,
565,110283,maroon,Q110143265,"['location', 'tropical', 'precipitation', 'idealized', 'atmospheric', 'general', 'circulation', 'model', 'forced', 'andes', 'topography', 'surface', 'heat', 'flux', 'thesis', 'elizabeth', 'allison', 'university', 'washington']",0.722,
566,110436,maroon,Q59535851,"['biotech', 'united', 'state', 'business', 'company', 'chicago', 'united', 'state']",0.721,
567,110424,maroon,Q49900146,"['east', 'creek', 'natural', 'watercourse', 'natural', 'watercourse', 'pitkin', 'county', 'colorado', 'united', 'state', 'america']",0.716,
568,110276,maroon,Q1093206,"['jamaican', 'spirit', 'possession', 'language', 'sacred', 'language', 'language']",0.715,
569,110116,maroons,Q445485,"['maroon', 'ethnic', 'group', 'group', 'human', 'dictionary', 'page', 'wikipedia', 'african', 'refugee', 'escaped', 'slavery', 'america', 'descendant']",0.9109999999999999,
570,109976,maroons,Q1415423,"['quilombo', '𝚊𝚕𝚒á𝚜', '𝚊𝚕é𝚖', '𝚍𝚎', '𝚌𝚛𝚒𝚊𝚛', '𝚞𝚖𝚊', '𝚏𝚊𝚣𝚎𝚗𝚍𝚊', '𝚊𝚘𝚗𝚍𝚎', '𝚙𝚘𝚍𝚒𝚊𝚜', '𝚜𝚎𝚛', '𝚎𝚜𝚌𝚛𝚊𝚟𝚒𝚣𝚊𝚍𝚘', '𝚎𝚕𝚎𝚜', '𝚜𝚊í𝚛𝚊𝚖', '𝚍', 'brazilian', 'hinterland', 'human', 'settlement', 'founded', 'people', 'african', 'origin', 'including', 'quilombolas', 'maroon']",0.884,
571,110148,maroons,Q6127426,"['jamaican', 'maroon', 'ethnic', 'community', 'african', 'jamaican', 'maroon', 'leeward', 'maroon', 'windward', 'maroon', 'african', 'descendant', 'liberated', 'enslavement', 'formed', 'independent']",0.83,
572,109965,maroons,Q112950919,"['social', 'medium', 'live', 'streaming', 'reaching', 'engaging', 'case', 'facebook', 'live', 'queensland', 'maroon', 'doctoral', 'thesis', 'doctoral', 'thesis', 'sarah', 'wymer', 'massey', 'university']",0.778,
573,109932,maroons,Q101413681,"['queenslanders', 'human', 'population', 'australian', 'inhabitant', 'queensland', 'resident', 'banana', 'bender', 'banana', 'bender', 'cane', 'toad', 'maroon', 'resident', 'queensland', 'australia']",0.732,
574,109943,maroons,Q107350976,"['material', 'beginning', 'saramaka', 'maroon', 'archaeological', 'investigation', 'version', 'edition', 'translation', 'dissertation', 'dissertation', 'cheryl', 'ngwenyama', 'white']",0.731,
575,109973,maroons,Q12341716,"['yooka', 'religious', 'term', 'maroon']",0.6679999999999999,
576,109951,maroons,Q108540274,"['maroon', 'people', 'wikimedia', 'category', 'wikimedia', 'category']",0.654,
577,110204,maroons,Q8609501,"['people', 'wikimedia', 'category', 'wikimedia', 'category']",0.633,
578,109935,maroons,Q105429488,"['fighting', 'maroon', 'basketball', 'player', 'wikimedia', 'category', 'wikimedia', 'category']",0.601,
579,20728,medicine man,Q266750,"['medicine', 'man', 'profession', 'healer', 'religious', 'leader', 'medicine', 'woman', 'medicine', 'man', 'native', 'american', 'traditional', 'healer', 'spiritual', 'leader']",0.9590000000000001,
580,20711,medicine man,Q17516119,"['györgy', 'szabó', 'human', 'uncle', 'gyuri', 'szabó', 'medicine', 'man', 'bükk', 'hungarian', 'naturopath']",0.877,
581,20698,medicine man,Q104853010,"['bawlpu', 'medicine', 'man', 'priest', 'traditional', 'mizo', 'village']",0.867,
582,20747,medicine man,Q6144422,"['james', 'trosper', 'native', 'american', 'medicine', 'man']",0.85,
583,20714,medicine man,Q20188360,"['yntah', 'medicine', 'man', 'warrior', 'woman', 'painting', 'painting', 'george', 'catlin']",0.833,
584,20743,medicine man,Q5375597,"['encouraging', 'bear', 'lakota', 'medicine', 'man']",0.831,
585,20721,medicine man,Q20486967,"['medicine', 'man', 'performing', 'mystery', 'dying', 'man', 'painting', 'painting', 'george', 'catlin']",0.83,
586,20736,medicine man,Q486912,"['sitting', 'bear', 'satank', 'prestigious', 'kiowa', 'warrior', 'medicine', 'man']",0.83,
587,20744,medicine man,Q56273914,"['medicine', 'man']",0.826,
588,20771,medicine man,Q797774,"['ambilikile', 'mwasapile', 'medicine', 'man']",0.826,
589,20697,medicine men,Q79924032,"['medicine', 'men', 'curing', 'sick', 'textile', 'textile', 'unknown', 'artist']",0.8059999999999999,
590,20689,medicine men,Q30441244,"['ralph', 'samantha', 'medicine', 'men', 'musical', 'group']",0.787,
591,20690,medicine men,Q51442135,"['annual', 'ceremony', 'pawnee', 'medicine', 'men', 'publication', 'chicago', 'museum', 'natural', 'field', 'museum', 'natural', 'history', 'library']",0.723,
592,20696,medicine men,Q79924009,"['two', 'medicine', 'men', 'textile', 'textile', 'unknown', 'artist']",0.7140000000000001,
593,20691,medicine men,Q54641544,"['chinese', 'medicine', 'consumer', 'culture', 'china', 'southeast', 'asia', 'literary', 'work', 'cochran', 'sherman']",0.711,
594,20692,medicine men,Q64156076,"['victoria', 'chipps', 'horn', 'chipps', 'lineage', 'medicine', 'men', 'birthday', 'great', 'grand', 'daughter', 'photograph', 'photograph', 'national', 'gallery', 'art', 'nga']",0.71,
595,20694,medicine men,Q7750878,"['medicine', 'men', 'musical', 'group', 'louisiana', 'american', 'music', 'production', 'group', 'new', 'orleans', 'louisiana']",0.701,
596,20693,medicine men,Q67625494,"['modern', 'indian', 'medicine', 'men', 'naid', 'item', 'collection', 'exhibition', 'item', 'national', 'archive', 'record', 'holding']",0.696,
597,20695,medicine men,Q7750879,"['medicine', 'men', 'television', 'series', 'episode', 'episode', 'avenger']",0.5489999999999999,
598,20688,medicine men,Q114534706,"['medicine', 'men', 'television', 'series', 'episode', 'episode', 'mod', 'squad']",0.485,
599,60260,mestizo,Q4974225,"['bronze', 'race', 'racial', 'classification', 'used', 'since', 'early', 'century', 'latin', 'american', 'writer', 'refer', 'population', 'arose', 'america', 'arrival', 'latin', 'european', 'colonist', 'intermingling', 'new', 'amerindian', 'people']",0.848,
600,60255,mestizo,Q3088076,"['ladino', 'people', 'mix', 'hispanicized', 'people', 'latin', 'america', 'principally', 'central', 'america']",0.8170000000000001,
601,60262,mestizo,Q5448617,"['filipino', 'ethnic', 'group', 'filipina', 'mestiza', 'racial', 'identifier']",0.805,
602,60244,mestizo,Q17078871,"['colombian', 'colombian', 'ethnic', 'group']",0.75,
603,60236,mestizo,Q107342119,"['relationship', 'internally', 'externally', 'generated', 'violence', 'andean', 'colombian', 'community', 'doctoral', 'thesis', 'doctoral', 'thesis', 'santiago', 'alvarez']",0.741,
604,60264,mestizo,Q57234140,"['genomics', 'race', 'mixture', 'nation', 'science', 'latin', 'america', 'version', 'edition', 'translation']",0.7070000000000001,
605,60271,mestizo,Q99061754,"['architectural', 'style', 'baroque', 'architecture', 'colonial', 'latin', 'american', 'architecture', 'style', 'fusion', 'baroque', 'architecture', 'indigenous', 'art', 'form', 'colonial', 'south', 'america', 'especially', 'altiplano', 'highland', 'bolivia', 'peru']",0.7040000000000001,
606,60269,mestizo,Q7918350,"['vegetalismo', 'practice', 'shamanism', 'peruvian', 'amazonia']",0.691,
607,60241,mestizo,Q15309715,"['people', 'descent', 'wikimedia', 'category', 'wikimedia', 'category']",0.69,
608,60245,mestizo,Q1806552,"['rebellion', 'túpac', 'amaru', 'ii', 'uprising', 'native', 'peasant', 'bourbon', 'reform', 'spanish', 'viceroyalty', 'peru']",0.682,
609,60218,mestizos,Q106713,"['mestizo', 'casta', 'multiracial', 'people', 'mestiza', 'indo', 'mestizo', 'mestizo', 'mestiza', 'mestiza', 'mestizaje', 'mestiso', 'spanish', 'term', 'denote', 'person', 'european', 'indigenous', 'american', 'ancestry']",0.9690000000000001,
610,60227,mestizos,Q6011525,"['mestizo', 'castas', 'new', 'spain', 'ethnic', 'group', 'residency', 'mestizo', 'casta', 'mixed', 'ethnic', 'group', 'spanich', 'colonial', 'america']",0.836,
611,60219,mestizos,Q16151565,"['mestizo', 'united', 'state', 'ethnic', 'group', 'residency', 'mestizo', 'hispanic', 'latino', 'american', 'ethnic', 'group']",0.833,
612,60225,mestizos,Q6011515,"['mestizo', 'mexico', 'ethnic', 'group', 'mestizo', 'mexican', 'ethnic', 'group']",0.7859999999999999,
613,60220,mestizos,Q18343999,"['mestizo', 'venezuela', 'ethnic', 'group', 'mestizo', 'venezuelan', 'venezuelan', 'ethnic', 'group']",0.7609999999999999,
614,60221,mestizos,Q20141564,"['ejido', 'matlapa', 'mestizo', 'human', 'settlement', 'human', 'settlement', 'mexico']",0.716,
615,60223,mestizos,Q23686436,"['punta', 'mestizo', 'peninsula', 'peninsula', 'córdoba', 'department', 'colombia']",0.578,
616,60222,mestizos,Q23686434,"['isla', 'mestizo', 'island', 'island', 'colombia']",0.546,
617,60226,mestizos,Q6011523,"['mestizo', 'musical', 'group', 'spanish', 'rock', 'band']",0.48200000000000004,
618,60224,mestizos,Q57234620,"['indigenous', 'mestizo', 'version', 'edition', 'translation', 'first', 'book', 'marisol', 'de', 'la', 'cadena']",0.40399999999999997,
619,145504,metis,Q72698025,"['eastern', 'tribal', 'indian', 'society', 'maine', 'historical', 'society', 'historical', 'society', 'maine', 'united', 'state']",0.769,
620,145494,metis,Q6950139,"['métis', 'nation', 'british', 'columbia', 'political', 'organization', 'nation', 'british', 'columbia', 'canadian', 'organization', 'representing', 'métis', 'people']",0.768,
621,145493,metis,Q6950137,"['métis', 'french', 'language', 'canadian', 'french', 'french', 'français', 'métis', 'variety', 'french', 'used', 'métis', 'people']",0.74,
622,145470,metis,Q55703384,"['misha', 'misha', 'nogha', 'chocholak', 'misha', 'nogha', 'misha', 'chocholak', 'u', 'author', 'native', 'american', 'cree', 'background']",0.7340000000000001,
623,145509,metis,Q7914227,"['vancouver', 'métis', 'community', 'association', 'vancouver', 'community', 'association', 'métis', 'community', 'organization', 'canada']",0.725,
624,145460,metis,Q51479329,"['fossil', 'sponge', 'organic', 'remains', 'quebec', 'group', 'little', 'publication', 'montreal', 'view', 'book']",0.672,
625,145497,metis,Q6950144,"['métis', 'national', 'council', 'advocacy', 'group', 'political', 'organization', 'national', 'council', 'represents', 'métis', 'nation', 'nationally']",0.667,
626,145495,metis,Q6950140,"['métis', 'nation', 'alberta', 'political', 'organization', 'nation', 'alberta', 'non', 'profit', 'organisation']",0.665,
627,145496,metis,Q6950142,"['métis', 'nation', 'ontario', 'political', 'organization', 'nation', 'ontario', 'mno', 'representative', 'body', 'métis', 'nation', 'ontario']",0.664,
628,145461,metis,Q51510253,"['new', 'specie', 'fossil', 'sponge', 'little', 'province', 'quebec', 'canada', 'publication', 'montreal', 'view', 'book']",0.662,
629,50125,mohammedan,Q60755390,"['literary', 'society', 'organization']",0.7829999999999999,
630,50114,mohammedan,Q2367463,"['word', 'formerly', 'common', 'term', 'referring', 'islam']",0.775,
631,50118,mohammedan,Q42193074,"['conquest', 'egypt', 'north', 'africa', 'creative', 'work']",0.6859999999999999,
632,50136,mohammedan,Q99222909,"['catholic', 'encyclopedia', 'confraternities', 'encyclopedia', 'article']",0.685,
633,50111,mohammedan,Q19094101,"['system', 'theology']",0.672,
634,50098,mohammedan,Q104968492,"['catalogue', 'ivory', 'carving', 'christian', 'era', 'example', 'art', 'carving', 'bone', 'department', 'british', 'mediaeval', 'antiquity', 'ethnography', 'british', 'museum', 'museum', 'catalogue']",0.6629999999999999,
635,50124,mohammedan,Q58366626,"['handbook', 'decorative', 'dimand', 'academic', 'journal', 'article']",0.6409999999999999,
636,50103,mohammedan,Q113473641,"['pagan', 'survival', 'civilisation', 'review', 'review', 'zeitschrift', 'für', 'sozialforschung']",0.616,
637,50131,mohammedan,Q87660342,"['upper', 'primary', 'school', 'state', 'school', 'school', 'kottayam', 'district', 'kerala']",0.573,
638,50127,mohammedan,Q6893503,"['sporting', 'ground', 'venue', 'football', 'stadium', 'kolkata', 'india']",0.526,
639,50089,mohammedans,Q113493444,"['chinese', 'group', 'mohammedan', 'chair', 'bearer', 'postcard', 'missionary', 'postcard', 'society', 'propagation', 'gospel']",0.81,
640,50092,mohammedans,Q63314480,"['travel', 'arabia', 'comprehending', 'account', 'territory', 'hedjaz', 'mohammedan', 'regard', 'sacred', 'edition', 'version', 'edition', 'translation', 'edition', 'book', 'john', 'lewis', 'burckhardt']",0.752,
641,50090,mohammedans,Q19024563,"['prayer', 'mohammedan', 'everywhere']",0.5760000000000001,
642,50091,mohammedans,Q19024567,"['prayer', 'mohammedan']",0.423,
643,50146,mongoloid,Q19891911,"['indo', 'people', 'assam', 'ethnic', 'group', 'group', 'people', 'historically', 'migrated', 'india']",0.7979999999999999,
644,50138,mongoloid,Q11410826,"['proto', 'historical', 'term', 'used', 'refer', 'sub', 'type', 'race', 'classified', 'william', 'howells']",0.7909999999999999,
645,50148,mongoloid,Q207912,"['ethnic', 'group', 'ethnicity']",0.6779999999999999,
646,50140,mongoloid,Q11500981,"['neo', 'race', 'human', 'categorization']",0.6409999999999999,
647,50137,mongoloid,Q1135825,"['epicanthic', 'fold', 'class', 'anatomical', 'entity', 'class', 'disease', 'facial', 'feature', 'skin', 'fold', 'canthal', 'anomaly', 'anatomical', 'line', 'eyelid', 'particular', 'anatomical', 'entity', 'epicanthal', 'fold', 'palpebronasal', 'fold', 'fold', 'epicanthus', 'eye', 'fold', 'fold', 'upper', 'eye', 'lid']",0.633,
648,50149,mongoloid,Q6899769,"['musical', 'work', 'composition', 'original', 'song', 'written', 'composed', 'gerald', 'recorded', 'released', 'devo']",0.599,
649,50147,mongoloid,Q20255706,"['mongoloidi', 'translated', 'finnisn', 'language', 'version']",0.598,
650,50150,mongoloid,Q8546951,"['wikimedia', 'category', 'wikimedia', 'category']",0.461,
651,50144,mongoloid,Q116457612,"['jocko', 'homo', 'single', 'release', 'booji', 'boy', 'record', 'jocko', 'homo', 'u', 'single', 'booji', 'boy', 'record']",0.43200000000000005,
652,50142,mongoloid,Q116457604,"['jocko', 'homo', 'single', 'jocko', 'homo', 'debut', 'single', 'devo']",0.414,
653,4930,moor,Q64811664,"['brown', 'roman', 'temporary', 'camp', 'archaeological', 'site', 'part', 'world', 'heritage', 'site', 'united', 'kingdom']",0.815,
654,4880,moor,Q5602882,"['green', 'hamlet', 'human', 'settlement', 'united', 'kingdom']",0.802,
655,4595,moor,Q107012077,"['exceptional', 'iridium', 'concentration', 'found', 'allerød', 'younger', 'dryas', 'transition', 'sediment', 'bodmin', 'southwest', 'england', 'scholarly', 'conference', 'abstract', 'abstract', 'william', 'marshall', 'quaternary', 'international']",0.79,
656,4613,moor,Q112248476,"['landscape', 'painting', 'painting', 'modern', 'poland']",0.7879999999999999,
657,6912,moor,Q15262572,"['northern', 'human', 'settlement', 'human', 'settlement', 'united', 'kingdom']",0.787,
658,3814,moor,Q1576290,"['hanoverian', 'geest', 'natural', 'region', 'landscape', 'hanover', 'nienburg', 'german', 'state', 'lower', 'saxony']",0.787,
659,4428,moor,Q60685724,"['goldenstedter', 'site', 'community', 'importance', 'proposed', 'site', 'community', 'importance', 'protected', 'area', 'european', 'union', 'defined', 'habitat', 'directive', 'niedersachsen', 'germany']",0.785,
660,4426,moor,Q60685046,"['renzeler', 'proposed', 'site', 'community', 'importance', 'site', 'community', 'importance', 'protected', 'area', 'european', 'union', 'defined', 'habitat', 'directive', 'niedersachsen', 'germany']",0.785,
661,4429,moor,Q60685778,"['hohes', 'site', 'community', 'importance', 'proposed', 'site', 'community', 'importance', 'protected', 'area', 'european', 'union', 'defined', 'habitat', 'directive', 'niedersachsen', 'germany']",0.785,
662,3731,moor,Q1050631,"['plymouth', 'view', 'constituency', 'house', 'common', 'parliamentary', 'constituency', 'united', 'kingdom', 'onwards']",0.784,
663,3393,moors,Q169260,"['moor', 'ethnic', 'group', 'moriscos', 'moriscoes', 'medieval', 'muslim', 'inhabitant', 'maghreb', 'iberian', 'peninsula', 'sicily', 'malta']",0.8390000000000001,
664,3716,moors,Q98596477,"['moorish', 'style', 'art', 'style', 'based', 'architecture', 'decorative', 'art', 'muslim', 'inhabitant', 'moor', 'north', 'west', 'africa', 'century', 'southern', 'spain']",0.828,
665,3351,moors,Q110188678,"['ried', 'vorarlberg', 'natural', 'cultural', 'landscape', 'find', 'throughout', 'vorarlberg', 'often', 'includes', 'landing', 'moor']",0.812,
666,3358,moors,Q110854379,"['tread', 'path', 'traverse', 'investigating', 'slavery', 'early', 'medieval', 'western', 'britain', 'academic', 'chapter']",0.802,
