,term,entity_id,text_1,text_2,text_3
406,race,white_man's_burden.n.01,"[""white_man's_burden""]",the supposed responsibility of the white race to provide care for their non-white subjects,[]
407,race,anthropogenesis.n.01,"['anthropogenesis', 'anthropogeny']",the evolution or genesis of the human race,[]
408,races,miscegenation.n.01,"['miscegenation', 'crossbreeding', 'interbreeding']",reproduction by parents of different races (especially by white and non-white persons),[]
409,races,ethnology.n.01,['ethnology'],the branch of anthropology that deals with the division of humankind into races and with their origins and distribution and distinctive characteristics,[]
410,races,racial.a.02,['racial'],of or characteristic of race or races or arising from differences among groups,"['racial differences', 'racial discrimination']"
411,races,white_separatism.n.01,['white_separatism'],a social system in which white people live separately from members of other races,[]
412,races,craniology.n.01,['craniology'],the scientific study of the skulls of various human races,[]
413,races,mixed_marriage.n.01,['mixed_marriage'],marriage of two people from different races or different religions or different cultures,['the families of both partners in a mixed marriage often disapprove']
414,races,multiracial.s.01,['multiracial'],made up of or involving or acting on behalf of various races,"['a multiracial society', 'multiracial government']"
415,races,race_problem.n.01,['race_problem'],a social and political problem caused by conflict between races occupying the same or adjacent regions,[]
416,races,crossbreed.v.01,"['crossbreed', 'cross', 'hybridize', 'hybridise', 'interbreed']",breed animals or plants using parents of different races and varieties,"['cross a horse and a donkey', 'Mendel tried crossbreeding', 'these species do not interbreed']"
417,races,melting_pot.n.01,['melting_pot'],an environment in which many ideas and races are socially assimilated,[]
418,retarded,retarded.a.01,['retarded'],relatively slow in mental or emotional or physical development,['providing a secure and sometimes happy life for the retarded']
419,retarded,idiot_savant.n.01,['idiot_savant'],person who is mentally retarded in general but who displays remarkable aptitude in some limited field (usually involving memory),[]
420,retarded,mentally_retarded.n.01,"['mentally_retarded', 'retarded', 'developmentally_challenged']",people collectively who are mentally retarded,['he started a school for the retarded']
422,retarded,still's_disease.n.01,"[""Still's_disease"", 'juvenile_rheumatoid_arthritis']",a form of rheumatoid arthritis that affects children; large joints become inflamed and bone growth may be retarded,[]
423,retarded,backward.s.03,"['backward', 'half-witted', 'slow-witted', 'feebleminded']",retarded in intellectual development,[]
424,servant,servant.n.01,"['servant', 'retainer']",a person working in the service of another (especially in the household),[]
425,servant,housekeeper.n.01,['housekeeper'],a servant who is employed to perform domestic task in a household,[]
426,servant,domestic.n.01,"['domestic', 'domestic_help', 'house_servant']",a servant who is paid to perform menial tasks around the household,[]
427,servant,skivvy.n.01,"['skivvy', 'slavey']",a female domestic servant who does all kinds of menial work,[]
428,servant,serve.v.10,"['serve', 'attend_to', 'wait_on', 'attend', 'assist']",work for or be a servant to,"['May I serve you?', 'She attends the old lady in the wheelchair', 'Can you wait on our table, please?', 'Is a salesperson assisting you?', 'The minister served the King for many years']"
429,servant,scullion.n.01,['scullion'],a kitchen servant employed to do menial tasks (especially washing),[]
430,servant,handmaid.n.01,"['handmaid', 'handmaiden', 'servant']",in a subordinate position,"['theology should be the handmaiden of ethics', 'the state cannot be a servant of the church']"
431,servant,factotum.n.01,['factotum'],a servant employed to do a variety of jobs,[]
432,servant,service.n.15,['service'],the performance of duties by a waiter or servant,['that restaurant has excellent service']
433,servant,butler.n.01,"['butler', 'pantryman']",a manservant (usually the head servant of a household) who has charge of wines and the table,[]
434,servants,merit_system.n.01,['merit_system'],the system of employing and promoting civil servants on the basis of ability,[]
435,servants,spoils_system.n.01,['spoils_system'],the system of employing and promoting civil servants who are friends and supporters of the group in power,[]
436,servants,servile.s.02,['servile'],relating to or involving slaves or appropriate for slaves or servants,"[""Brown's attempt at servile insurrection"", 'the servile wars of Sicily', 'servile work']"
437,servants,service_door.n.01,"['service_door', 'service_entrance', ""servant's_entrance""]",an entrance intended for the use of servants or for delivery of goods and removal of refuse,[]
438,servants,sudra.n.02,"['sudra', 'shudra']",the lowest of the four varnas: the servants and workers of low status,[]
439,slave,slave.n.03,['slave'],someone entirely dominated by some influence or person,"['a slave to fashion', 'a slave to cocaine', 'his mother was his abject slave']"
440,slave,enslavement.n.01,"['enslavement', 'captivity']",the state of being a slave; --Shakespeare,['So every bondman in his own hand bears the power to cancel his captivity']
441,slave,clay.n.04,"['Clay', 'Henry_Clay', 'the_Great_Compromiser']",United States politician responsible for the Missouri Compromise between free and slave states (1777-1852),[]
442,slave,scott.n.05,"['Scott', 'Dred_Scott']",United States slave who sued for liberty after living in a non-slave state; caused the Supreme Court to declare the Missouri Compromise unconstitutional (1795?-1858),[]
443,slave,vesey.n.01,"['Vesey', 'Denmark_Vesey']",United States freed slave and insurrectionist in South Carolina who was involved in planning an uprising of slaves and was hanged (1767-1822),[]
444,slave,slavish.s.02,"['slavish', 'subservient', 'submissive']",abjectly submissive; characteristic of a slave or servant; ; - S.H.Adams,"['slavish devotion to her job ruled her life', 'a slavish yes-man to the party bosses', 'she has become submissive and subservient']"
445,slave,slave.n.01,['slave'],a person who is owned by someone,[]
446,slave,slaver.n.01,"['slaver', 'slave_dealer', 'slave_trader']",a person engaged in slave trade,[]
447,slave,slave-making_ant.n.01,"['slave-making_ant', 'slave-maker']",an ant that attacks colonies of other ant species and carries off the young to be reared as slave ants,[]
448,slave,slave.n.02,"['slave', 'striver', 'hard_worker']",someone who works as hard as a slave,[]
450,slaves,servile.s.02,['servile'],relating to or involving slaves or appropriate for slaves or servants,"[""Brown's attempt at servile insurrection"", 'the servile wars of Sicily', 'servile work']"
451,slaves,slavery.n.02,"['slavery', 'slaveholding']",the practice of owning slaves,[]
452,slaves,enslavement.n.02,['enslavement'],the act of making slaves of your captives,[]
453,slaves,slave_market.n.01,['slave_market'],a marketplace where slaves were auctioned off (especially in the southern United States before the American Civil War),[]
454,slaves,vesey.n.01,"['Vesey', 'Denmark_Vesey']",United States freed slave and insurrectionist in South Carolina who was involved in planning an uprising of slaves and was hanged (1767-1822),[]
455,slaves,ku_klux_klan.n.01,"['Ku_Klux_Klan', 'Klan', 'KKK']",a secret society of white Southerners in the United States; was formed in the 19th century to resist the emancipation of slaves; used terrorist tactics to suppress Black people,[]
456,slaves,taney.n.01,"['Taney', 'Roger_Taney', 'Roger_Brooke_Taney']",United States jurist who served as chief justice of the United States Supreme Court; remembered for his ruling that slaves and their descendants have no rights as citizens (1777-1864),[]
457,slaves,slave_trade.n.01,"['slave_trade', 'slave_traffic']",traffic in slaves; especially in Black Africans transported to America in the 16th to 19th centuries,[]
458,slaves,underground_railroad.n.01,"['Underground_Railroad', 'Underground_Railway']",secret aid to escaping slaves that was provided by abolitionists in the years before the American Civil War,[]
459,slaves,liberia.n.01,"['Liberia', 'Republic_of_Liberia']",a republic in West Africa; established in 1822 by Americans as a way to free negro slaves,[]
460,traditional,traditional.a.01,['traditional'],consisting of or derived from tradition,"['traditional history', 'traditional morality']"
461,traditional,kabbalism.n.02,"['kabbalism', 'cabalism']",adherence to some extreme traditional theological concept or interpretation,[]
462,traditional,mongoloid.a.02,['Mongoloid'],of or pertaining to or characteristic of one of the traditional racial division of humankind including especially peoples of central and eastern Asia,[]
463,traditional,traditional.s.02,['traditional'],pertaining to time-honored orthodox doctrines,['the simple security of traditional assumptions has vanished']
464,traditional,confucianism.n.01,['Confucianism'],the teachings of Confucius emphasizing love for humanity; high value given to learning and to devotion to family (including ancestors); peace; justice; influenced the traditional culture of China,[]
465,traditional,beat_generation.n.01,"['beat_generation', 'beats', 'beatniks']","a United States youth subculture of the 1950s; rejected possessions or regular work or traditional dress; for communal living and psychedelic drugs and anarchism; favored modern forms of jazz (e.g., bebop)",[]
466,traditional,tory.n.03,['Tory'],a supporter of traditional political and social institutions against the forces of reform; a political conservative,[]
467,traditional,traditionalism.n.01,"['traditionalism', 'traditionality']",strict adherence to traditional methods or teachings,[]
468,traditional,neoconservatism.n.01,['neoconservatism'],an approach to politics or theology that represents a return to a traditional point of view (in contrast to more liberal or radical schools of thought of the 1960s),[]
469,traditional,part_of_speech.n.01,"['part_of_speech', 'form_class', 'word_class']",one of the traditional categories of words intended to reflect their functions in a grammatical context,[]
470,trans,elaidic_acid.n.01,['elaidic_acid'],a monounsaturated fatty acid that has the same structure as oleic acid except that it is a trans fatty acid; the major trans fatty acid in margarine and fried foods,[]
471,transvestite,transvestite.n.01,"['transvestite', 'cross-dresser']",someone who adopts the dress or manner or sexual role of the opposite sex,[]
472,transvestite,transvestic.a.01,"['transvestic', 'transvestite']",receiving sexual gratification from wearing clothing of the opposite sex,[]
473,tribe,menomini.n.01,"['Menomini', 'Menominee']",a member of the federally recognized tribe of Algonquian people living on a reservation in central Wisconsin,[]
474,tribe,tribe.n.01,"['tribe', 'folk']",a social division of (usually preliterate) people,[]
475,tribe,zapotec.n.01,"['Zapotec', 'Zapotecan']",a member of a large tribe of Mesoamericans living in southern Mexico whose civilization flourished around 300 to 900,[]
476,tribe,endogamous.a.02,"['endogamous', 'endogamic']",pertaining to or characterized by the custom of marrying only within the limits of a clan or tribe,[]
477,tribe,exogamous.a.02,"['exogamous', 'exogamic']",pertaining to or characterized by the custom of marrying only outside the limits of a clan or tribe,[]
478,tribe,tribal_society.n.01,['tribal_society'],a society with the social organization of a tribe,[]
479,tribe,inmarry.v.01,['inmarry'],marry within one's own tribe or group,['The inhabitants of this isolated village tend to inmarry']
480,tribe,algonquian.a.01,"['Algonquian', 'Algonkian', 'Algonquin']",of or relating to an Algonquian tribe or its people or language,[]
481,tribe,tribal.a.01,['tribal'],relating to or characteristic of a tribe,['tribal customs']
482,tribe,levite.n.01,['Levite'],a member of the Hebrew tribe of Levi (especially the branch that provided male assistants to the temple priests),[]
483,tribes,amphictyony.n.01,['amphictyony'],an association of neighboring states or tribes in ancient Greece; established originally to defend a common religious center,[]
484,tribes,chinook.n.02,['Chinook'],a member of an important North American Indian people who controlled the mouth of the Columbia river; they were organized into settlements rather than tribes,[]
485,tribes,shamanism.n.01,['shamanism'],any animistic religion similar to Asian shamanism (especially as practiced by certain Native American tribes),[]
486,tribes,nation.n.04,['nation'],a federation of tribes (especially Native American tribes),['the Shawnee nation']
487,tribes,tribalism.n.01,['tribalism'],the state of living together in tribes,[]
488,tribes,indian_agent.n.01,['Indian_agent'],a representative of the federal government to American Indian tribes (especially on Indian reservations),[]
489,tribes,tecumseh.n.01,"['Tecumseh', 'Tecumtha']",a famous chief of the Shawnee who tried to unite Indian tribes against the increasing white settlement (1768-1813),[]
490,tribes,plains_indian.n.01,"['Plains_Indian', 'Buffalo_Indian']",a member of one of the tribes of American Indians who lived a nomadic life following the buffalo in the Great Plains of North America,[]
491,tribes,australia.n.01,"['Australia', 'Commonwealth_of_Australia']","a nation occupying the whole of the Australian continent; Aboriginal tribes are thought to have migrated from southeastern Asia 20,000 years ago; first Europeans were British convicts sent there as a penal colony",[]
492,tribes,algonquian.n.01,"['Algonquian', 'Algonquin']",a member of any of the North American Indian groups speaking an Algonquian language and originally living in the subarctic regions of eastern Canada; many Algonquian tribes migrated south into the woodlands from the Mississippi River to the Atlantic coast,[]
493,western,western.a.01,['western'],relating to or characteristic of the western parts of the world or the West as opposed to the eastern or oriental parts,"['the western world', 'western thought']"
495,western,occidental.s.01,"['occidental', 'Hesperian']",denoting or characteristic of countries of Europe and the western hemisphere,"['occidental civilization', 'Hesperian culture']"
496,western,malay.a.01,"['Malay', 'Malayan']",of or relating to or characteristic of the people or language of Malaysia and the northern Malay Peninsula and parts of the western Malay Archipelago,"['Malay peoples', 'Malayan syllable structure']"
497,western,haiti.n.01,"['Haiti', 'Republic_of_Haiti']",a republic in the West Indies on the western part of the island of Hispaniola; achieved independence from France in 1804; the poorest and most illiterate nation in the western hemisphere,[]
498,western,athapaskan.n.01,"['Athapaskan', 'Athapascan', 'Athabaskan', 'Athabascan']",a member of any of the North American Indian groups speaking an Athapaskan language and living in the subarctic regions of western Canada and central Alaska,[]
499,western,darfur.n.01,['Darfur'],an impoverished region of western Sudan,['Darfur was a semi-independent sultanate until 1917 and is ethnically distinct from central Sudan']
500,western,pergamum.n.01,['Pergamum'],an ancient Greek city located in the western part of what is now modern Turkey; the technique of preparing sheepskins as parchment was developed here,[]
501,western,west_african.n.01,['West_African'],a group of languages spoken in the extreme western part of West Africa,[]
502,western,bengal.n.01,['Bengal'],a region whose eastern part is now Bangladesh and whose western part is included in India,[]
503,western,urals.n.01,"['Urals', 'Ural_Mountains']",a mountain range in western Russia extending from the Arctic to the Caspian Sea; forms part of the traditional boundary between Europe and Asia,[]
504,white,white.a.02,['white'],of or belonging to a racial group having light skin coloration,['voting patterns within the white population']
505,white,white.s.05,"['white', 'lily-white']",restricted to whites only,"['under segregation there were even white restrooms and white drinking fountains', 'a lily-white movement which would expel Negroes from the organization']"
506,white,miscegenation.n.01,"['miscegenation', 'crossbreeding', 'interbreeding']",reproduction by parents of different races (especially by white and non-white persons),[]
507,white,white_separatism.n.01,['white_separatism'],a social system in which white people live separately from members of other races,[]
508,white,skinhead.n.01,"['skinhead', 'skin']",a member of any of several British or American groups consisting predominantly of young people who shave their heads; some engage in white supremacist and anti-immigrant activities and this leads to the perception that all skinheads are racist and violent,[]
509,white,white.n.02,"['white', 'whiteness']",the quality or state of the achromatic color of greatest lightness (bearing the least resemblance to black),[]
510,white,black.n.01,"['black', 'blackness', 'inkiness']",the quality or state of the achromatic color of least lightness (bearing the least resemblance to white),[]
511,white,leukorrhea.n.01,"['leukorrhea', 'leucorrhea']",discharge of white mucous material from the vagina; often an indication of infection,[]
512,white,brightness.n.01,['brightness'],the location of a visual perception along a continuum from black to white,[]
513,white,differential_blood_count.n.01,['differential_blood_count'],counting the number of specific types of white blood cells found in 1 cubic millimeter of blood; may be included as part of a complete blood count,[]
514,whiter,bleach.v.02,['bleach'],make whiter or lighter,['bleach the laundry']
515,whites,white.s.05,"['white', 'lily-white']",restricted to whites only,"['under segregation there were even white restrooms and white drinking fountains', 'a lily-white movement which would expel Negroes from the organization']"
516,whites,color_barrier.n.01,['color_barrier'],the barrier preventing Blacks from participating in various activities with whites,[]
517,whites,color_bar.n.01,"['color_bar', 'colour_bar', 'color_line', 'colour_line', 'Jim_Crow']",barrier preventing blacks from participating in various activities with whites,[]
518,whites,grandfather_clause.n.01,['grandfather_clause'],an exemption based on circumstances existing prior to the adoption of some policy; used to enfranchise illiterate whites in south after the American Civil War,[]
519,whites,apartheid.n.01,['apartheid'],a social policy or racial segregation involving political and economic and legal discrimination against people who are not Whites; the former official policy in South Africa,[]
520,whites,black_panthers.n.01,['Black_Panthers'],a militant Black political party founded in 1965 to end political dominance by Whites,[]
521,whites,jaundice.n.01,"['jaundice', 'icterus']",yellowing of the skin and the whites of the eyes caused by an accumulation of bile pigment (bilirubin) in the blood; can be a symptom of gallstones or liver infection or anemia,[]
522,whites,fluffy_omelet.n.01,['fluffy_omelet'],souffle-like omelet made by beating and adding the whites separately,[]
523,whites,black_hills.n.01,['Black_Hills'],mountains in southwestern South Dakota and northeastern Wyoming; sacred to the Sioux (whites settling in the Black Hills led to the Battle of Little Bighorn); site of Mount Rushmore,[]
524,whites,onobrychis.n.01,"['Onobrychis', 'genus_Onobrychis']",genus of Old World herbs having pinnate leaves and pink or whites racemose flowers followed by flat unjointed pods,[]
