,term,QID,wd_bow,cs_combined
181255,indigenous,Q170355,"['australian', 'human', 'population', 'people', 'australian', 'inhabitant', 'people', 'aboriginal', 'australian', 'australian', 'aboriginal', 'torres', 'strait', 'islander', 'aborigine', 'australian', 'aborigine', 'type', 'ethnic', 'group', 'consisting', 'native', 'people', 'australian', 'continent', 'torres', 'strait', 'island']",0.948
181512,indigenous,Q3557982,"['people', 'peru', 'population', 'group', 'people', 'people', 'peru', 'native', 'peruvian', 'distinct', 'ethnic', 'group', 'inhabited', 'country', 'territory', 'since', 'arrival', 'european']",0.9359999999999999
181033,indigenous,Q108808000,"['history', 'amerindian', 'people', 'history', 'geographic', 'region', 'ethnic', 'history', 'human', 'history', 'native', 'american', 'history', 'history', 'people', 'america', 'history', 'amerindian', 'history', 'amerindian', 'people', 'history', 'history', 'people', 'america', 'including', 'continent', 'well', 'nearby', 'island']",0.935
183037,indigenous,Q5533462,"['genocide', 'people', 'genocide', 'genocide', 'native', 'people', 'genocide', 'aboriginal', 'people', 'genocide', 'native', 'inhabitant', 'region']",0.924
181828,indigenous,Q907924,"['plain', 'indian', 'cultural', 'region', 'ethnic', 'group', 'interior', 'plain', 'indian', 'people', 'great', 'plain', 'canadian', 'prairie', 'native', 'american', 'first', 'nation', 'people', 'great', 'plain', 'north', 'america']",0.9209999999999999
181210,indigenous,Q1493806,"['people', 'australia', 'ethnic', 'group', 'people', 'australian', 'aborigine', 'people', 'australian', 'aborigine', 'australian', 'people', 'people', 'australia', 'aboriginal', 'australian', 'grouping', 'people', 'existed', 'british', 'colonisation', 'australia']",0.92
182427,indigenous,Q5712544,"['originary', 'campesino', 'territory', 'land', 'inhabited', 'people', 'native', 'community', 'land', 'tioc', 'originary', 'campesino', 'autonomy', 'protected', 'territory', 'bolivia']",0.92
185746,indigenous,Q115107478,"['hacaritamas', 'hacaritama', 'historiographical', 'myth', 'generally', 'encompasses', 'ethnic', 'group', 'ocaña', 'region']",0.919
181433,indigenous,Q28942344,"['australian', 'community', 'human', 'settlement', 'aboriginal', 'community', 'community', 'settlement', 'populated', 'primarily', 'australian', 'people']",0.9179999999999999
104429,indo,Q6025564,"['semitic', 'language', 'family', 'semitic', 'language', 'linguistic', 'hypothesis', 'genetic', 'relationship', 'european', 'popular', 'century', 'mostly', 'discounted', 'modern', 'time']",0.912
103694,indo,Q192170,"['prakrit', 'collective', 'name', 'common', 'indian', 'middle', 'aryan', 'language', 'spoken', 'century', 'bce', 'century', 'ce', 'separated', 'sanskrit', 'wide', 'division', 'caste', 'religion', 'geography']",0.88
107985,indo,Q4291400,"['proto', 'european', 'pronoun', 'pronoun', 'pronoun', 'theorized', 'common', 'ancestor', 'european', 'language', 'family']",0.877
107451,indo,Q2457968,"['armenian', 'hypothesis', 'hypothesis', 'historical', 'linguistics', 'urheimat', 'proto', 'european', 'caucacus']",0.8740000000000001
104247,indo,Q1815070,"['paleo', 'balkan', 'paleo', 'balkan', 'language', 'various', 'extinct', 'european', 'language', 'spoken', 'balkan', 'ancient', 'time', 'genetically', 'related']",0.871
103775,indo,Q2453813,"['iranian', 'people', 'aryan', 'people', 'iranian', 'culture', 'iranic', 'arya', 'iranian', 'people', 'various', 'people', 'speaking', 'language']",0.867
105486,indo,Q1799721,"['salmon', 'problem', 'salmon', 'argument', 'argument', 'territory', 'proto', 'european', 'language', 'originated']",0.866
104238,indo,Q1661685,"['sassanids', 'historical', 'country', 'civilization', 'branch', 'sasanian', 'persian', 'ruling', 'bactria']",0.866
103948,indo,Q511250,"['centum', 'satem', 'isogloss', 'centum', 'satem', 'language', 'european', 'linguistic', 'classification']",0.866
104340,indo,Q4006441,"['proto', 'european', 'urheimat', 'hypothesis', 'urheimat', 'proto', 'european', 'homeland', 'european', 'homeland', 'prehistoric', 'urheimat', 'proto', 'european', 'language']",0.866
103529,indos,Q6026682,"['colonial', 'history', 'eurasian', 'people', 'mixed', 'indonesian', 'european', 'descent']",0.866
103525,indos,Q18340488,"['indus', 'mythological', 'greek', 'character', 'human', 'may', 'fictional', 'mythological', 'king', 'scythia']",0.794
103526,indos,Q18340494,"['indus', 'mythological', 'greek', 'character', 'indian', 'hero', 'greek', 'mythology']",0.75
103528,indos,Q5972237,"['indian', 'national', 'database', 'seafarer', 'indian', 'seafarer', 'database']",0.7070000000000001
103530,indos,Q6026685,"['pre', 'colonial', 'history']",0.638
103527,indos,Q51443863,"['aromatvm', 'et', 'simplicivm', 'aliqvot', 'medicamentorvm', 'apvd', 'nascentivm', 'primùm', 'quidem', 'lusitanica', 'lingua', 'per', 'dialogos', 'publication', 'antverpiæe', 'officina', 'plantiniana', 'apud', 'viduam', 'ionnem', 'missouri', 'botanical', 'garden', 'peter', 'raven', 'library', 'view', 'book']",0.535
118268,inuit,Q189975,"['ethnic', 'group', 'people', 'eskimo', 'indigenous', 'people', 'canada', 'inuk', 'group', 'people', 'arctic', 'north', 'america']",0.902
118518,inuit,Q642019,"['caribou', 'ethnic', 'group', 'ethnic', 'group', 'living', 'northern', 'region', 'canada']",0.89
118305,inuit,Q25705896,"['clothing', 'clothing', 'indigenous', 'people', 'north', 'america', 'traditional', 'costume', 'traditional', 'costume', 'people']",0.875
118326,inuit,Q2714194,"['culture', 'culture', 'indigenous', 'culture', 'america', 'culture', 'arctic', 'subarctic', 'region']",0.871
118261,inuit,Q17036301,"['west', 'greenlandic', 'pidgin', 'extinct', 'greenlandic', 'based', 'contact', 'language', 'used', 'greenland', 'european', 'trader']",0.845
118540,inuit,Q7198347,"['music', 'music', 'ethnic', 'group', 'music', 'genre', 'indigenous', 'music', 'north', 'america', 'music', 'canada', 'pisik', 'music', 'genre']",0.84
118491,inuit,Q6059247,"['doll', 'doll', 'made', 'indigenous', 'people', 'arctic', 'area', 'alaska', 'canada', 'greenland']",0.836
118339,inuit,Q27824520,"['reserved', 'land', 'census', 'subdivision', 'land', 'inhabited', 'indigenous', 'people', 'local', 'municipality', 'quebec', 'territory', 'reserved', 'quebec']",0.8340000000000001
118181,inuit,Q106707459,"['indigenous', 'people', 'space', 'centre', 'first', 'nation', 'métis', 'located', 'ottawa']",0.8290000000000001
118650,inuit,Q65089304,"['nunangat', 'human', 'settlement', 'region', 'canada']",0.8220000000000001
118156,inuits,Q189975,"['inuit', 'ethnic', 'group', 'people', 'eskimo', 'indigenous', 'people', 'canada', 'inuk', 'inuit', 'group', 'people', 'arctic', 'north', 'america']",0.902
118157,inuits,Q27824520,"['inuit', 'reserved', 'land', 'territory', 'reserved', 'inuit', 'quebec']",0.757
118158,inuits,Q4532729,"['eskimology', 'inuitology', 'arctic', 'study', 'complex', 'humanity', 'science', 'relating', 'eskimo', 'inuit']",0.737
118159,inuits,Q66062734,"['role', 'traditional', 'western', 'diet', 'gene', 'glucose', 'homeostasis', 'greenland', 'inuit', 'clinical', 'trial', 'clinical', 'trial']",0.696
49242,kaffir,Q1285250,"['ethnic', 'slur', 'kaffer', 'cafri', 'k', 'word', 'slur', 'used', 'refer', 'indigenous', 'black', 'people', 'south', 'derived', 'arabic', 'term', 'pagan']",0.958
49248,kaffir,Q3607819,"['alastrim', 'class', 'disease', 'smallpox', 'pox', 'white', 'pox', 'variola', 'minor', 'alastrim', 'disorder', 'variola', 'minor', 'cottonpox', 'milkpox', 'whitepox', 'alastrim', 'milder', 'form', 'smallpox']",0.664
49247,kaffir,Q2905047,"['sorghum', 'beer', 'alcoholic', 'beverage', 'millet', 'beer', 'dolo', 'chapalo', 'tchapalo', 'beer', 'bantu', 'beer', 'utshwala', 'millet', 'beer', 'beer', 'originating', 'sub', 'sahara', 'africa']",0.568
49249,kaffir,Q582594,"['xhosa', 'war', 'conflict', 'cape', 'frontier', 'war', 'war', 'series', 'conflict']",0.534
49250,kaffir,Q60788910,"['forest', 'village', 'india', 'village', 'india']",0.5329999999999999
49253,kaffir,Q6346096,"['boy', 'literary', 'work', 'book', 'mark', 'mathabane']",0.505
49251,kaffir,Q60788914,"['khasmahal', 'village', 'india', 'village', 'india']",0.498
49252,kaffir,Q6345995,"['kaeng', 'pa', 'forest', 'curry', 'jungle', 'curry', 'spicy', 'watery', 'curry', 'variety', 'forested', 'area', 'lack', 'coconut', 'includes', 'lime', 'peel', 'leaf', 'lemongrass', 'green', 'peppercorn', 'galangal', 'garlic', 'pea', 'eggplant', 'chili']",0.49700000000000005
49254,kaffir,Q6346098,"['folk', 'lore', 'literary', 'work']",0.49700000000000005
49245,kaffir,Q23091825,"['diamond', 'literary', 'work', 'play']",0.493
49237,kaffirs,Q1285250,"['kaffir', 'ethnic', 'slur', 'kaffer', 'cafri', 'k', 'word', 'kaffir', 'slur', 'used', 'refer', 'indigenous', 'black', 'people', 'south', 'derived', 'arabic', 'term', 'pagan']",0.958
49239,kaffirs,Q7585926,"['sri', 'lanka', 'kaffir', 'ethnic', 'group', 'ethnic', 'group']",0.47200000000000003
49238,kaffirs,Q7398555,"['safed', 'posh', 'kaffir']",0.05
155233,lilliputian,Q2419953,"['person', 'short', 'stature', 'human', 'midget', 'kami', 'person', 'unusually', 'short', 'stature']",0.9209999999999999
155237,lilliputian,Q649340,"['alice', 'wonderland', 'syndrome', 'psychopathological', 'syndrome', 'dysmetropsia', 'hallucination', 'syndrome', 'aiws', 'dysmetropsia', 'neuropsychological', 'condition']",0.7040000000000001
155236,lilliputian,Q39037416,"['hitcher', 'television', 'series', 'episode', 'anime', 'television', 'series', 'episode', 'angel', 'invasion', 'episode', 'neon', 'genesis', 'evangelion']",0.475
155234,lilliputian,Q28181146,"['opera', 'company', 'opera', 'company', 'series', 'professional', 'opera', 'troupe']",0.435
155235,lilliputian,Q3224498,"['minuet', 'short', 'film', 'film', 'george', 'méliès']",0.39
155232,lilliputian,Q19106381,"['wishing', 'play', 'poem', 'poem']",0.389
155238,lilliputian,Q97788366,"['vauxhall', 'grotesque', 'border', 'room', 'hall', 'print', 'print', 'thomas', 'rowlandson', 'met']",0.331
155231,lilliputian,Q108507979,"['hitcher', 'podcast', 'episode', 'episode', 'podcast', 'commentary']",0.09
155229,lilliputians,Q64593875,"['gulliver', 'lilliputian', 'feature', 'film', 'live', 'action', 'animated', 'film', 'live', 'action', 'animated', 'film', 'albert', 'mourlain']",0.545
155228,lilliputians,Q2036245,"['cheese', 'lilliputian', 'london', 'restaurant', 'short', 'film', 'film', 'walter', 'booth']",0.426
155230,lilliputians,Q95681496,"['eva', 'jessie', 'mcbeath', 'actress', 'dance', 'judge', 'producer', 'amateur', 'play', 'pantomines', 'born', 'sister', 'carrie', 'mr', 'john', 'wyatt', 'olive', 'moore', 'mr', 'harry', 'eva', 'moore', 'toured', 'pollard', 'lilliputian', 'america', 'japa']",0.308
2072,low-income countries,Q116214238,"['forest', 'act']",
2071,low-income country,Q116214238,"['forest', 'act']",
1141,madras,Q1352,"['chennai', 'city', 'big', 'city', 'million', 'city', 'state', 'capital', 'business', 'cluster', 'megacity', 'capital', 'tamil', 'nadu', 'india']",0.9229999999999999
1201,madras,Q286536,"['corporation', 'chennai', 'municipal', 'corporation', 'india', 'corporation', 'corporation', 'chennai', 'corporation', 'municipal', 'corporation', 'chennai', 'city']",0.8690000000000001
1928,madras,Q63246173,"['herbarium', 'botanical', 'survey', 'india', 'southern', 'regional', 'centre', 'tamil', 'nadu', 'agricultural', 'university', 'campus', 'coimbatore', 'coimbatore', 'tamil', 'nadu', 'india', 'organization']",0.8420000000000001
1165,madras,Q1772596,"['presidency', 'presidency', 'british', 'india', 'presidency', 'province', 'british', 'india', 'province', 'india', 'presidency', 'fort', 'george', 'province', 'administrative', 'unit', 'british', 'india']",0.828
1177,madras,Q19966788,"['little', 'india', 'medan', 'human', 'geographic', 'territorial', 'entity', 'village', 'ethnic', 'enclave', 'north', 'sumatra', 'indonesia']",0.8220000000000001
2018,madras,Q7450007,"['senate', 'house', 'administrative', 'centre', 'university', 'india']",0.8190000000000001
1486,madras,Q98577908,"['city', 'municipal', 'corporation', 'tamil', 'nadu', 'district', 'municipality', 'tamil', 'nadu', 'panchayat', 'amendment', 'act', 'act', 'president', 'india', 'act', 'president', 'india', 'amends', 'tamil', 'nadu', 'act']",0.8140000000000001
1481,madras,Q98577846,"['city', 'municipal', 'corporation', 'second', 'amendment', 'act', 'act', 'president', 'india', 'act', 'president', 'india', 'amends', 'tamil', 'nadu', 'act']",0.812
1176,madras,Q19893450,"['musing', 'newspaper', 'english', 'language', 'newspaper', 'history', 'heritage', 'chennai', 'city']",0.8109999999999999
1458,madras,Q858662,"['indian', 'institute', 'technology', 'indian', 'institute', 'technology', 'school', 'iit', 'iit', 'autonomous', 'public', 'engineering', 'research', 'institution', 'located', 'chennai', 'tamil', 'nadu']",0.8059999999999999
140137,maroon,Q14632167,"['culture', 'suriname', 'aspect', 'geographic', 'region']",0.809
140120,maroon,Q110143374,"['role', 'land', 'orography', 'precipitation', 'ocean', 'circulation', 'global', 'climate', 'model', 'doctoral', 'dissertation', 'elizabeth', 'university', 'washington']",0.7879999999999999
140164,maroon,Q17379998,"['formation', 'formation', 'geologic', 'formation', 'colorado', 'united', 'state']",0.7859999999999999
140119,maroon,Q110143265,"['location', 'tropical', 'precipitation', 'idealized', 'atmospheric', 'general', 'circulation', 'model', 'forced', 'andes', 'topography', 'surface', 'heat', 'flux', 'thesis', 'elizabeth', 'allison', 'university', 'washington']",0.769
140148,maroon,Q1542741,"['palmares', 'community', 'escaped', 'slave', 'colonial', 'brazil']",0.764
140274,maroon,Q48815098,"['state', 'school', 'war', 'memorial', 'historic', 'site', 'queensland', 'australia']",0.741
140306,maroon,Q62091856,"['time', 'done', 'slavery', 'resistance', 'defeat', 'trial', 'dominica']",0.731
140297,maroon,Q58214641,"['beret', 'military', 'beret', 'international', 'symbol', 'airborne', 'force']",0.722
140312,maroon,Q66322822,"['fred', 'photographer', 'naid', 'item', 'collection', 'exhibition', 'item', 'national', 'archive', 'record', 'holding']",0.715
140276,maroon,Q49048028,"['mountain', 'mountain', 'mountain', 'arizona', 'united', 'state', 'america']",0.715
139938,maroons,Q445485,"['maroon', 'ethnic', 'group', 'group', 'human', 'dictionary', 'page', 'wikipedia', 'african', 'refugee', 'escaped', 'slavery', 'america', 'descendant']",0.9009999999999999
139972,maroons,Q6127426,"['jamaican', 'maroon', 'ethnic', 'community', 'african', 'jamaican', 'maroon', 'leeward', 'maroon', 'windward', 'maroon', 'african', 'descendant', 'liberated', 'enslavement', 'formed', 'independent']",0.883
139788,maroons,Q1415423,"['quilombo', '𝚊𝚕𝚒á𝚜', '𝚊𝚕é𝚖', '𝚍𝚎', '𝚌𝚛𝚒𝚊𝚛', '𝚞𝚖𝚊', '𝚏𝚊𝚣𝚎𝚗𝚍𝚊', '𝚊𝚘𝚗𝚍𝚎', '𝚙𝚘𝚍𝚒𝚊𝚜', '𝚜𝚎𝚛', '𝚎𝚜𝚌𝚛𝚊𝚟𝚒𝚣𝚊𝚍𝚘', '𝚎𝚕𝚎𝚜', '𝚜𝚊í𝚛𝚊𝚖', '𝚍', 'brazilian', 'hinterland', 'human', 'settlement', 'founded', 'people', 'african', 'origin', 'including', 'quilombolas', 'maroon']",0.871
139777,maroons,Q112950919,"['social', 'medium', 'live', 'streaming', 'reaching', 'engaging', 'case', 'facebook', 'live', 'queensland', 'maroon', 'doctoral', 'thesis', 'doctoral', 'thesis', 'sarah', 'wymer', 'massey', 'university']",0.8290000000000001
139981,maroons,Q6127428,"['jamaican', 'maroon', 'sierra', 'leone', 'isolated', 'human', 'group', 'ethnic', 'group']",0.815
139818,maroons,Q1903204,"['bushinengue', 'ethnic', 'group', 'maroon', 'surinamese', 'maroon', 'marrons', 'businenge', 'ethnic', 'group', 'enslaved', 'african', 'origin']",0.79
139747,maroons,Q107350976,"['material', 'beginning', 'saramaka', 'maroon', 'archaeological', 'investigation', 'version', 'edition', 'translation', 'dissertation', 'dissertation', 'cheryl', 'ngwenyama', 'white']",0.769
139736,maroons,Q101413681,"['queenslanders', 'human', 'population', 'australian', 'inhabitant', 'queensland', 'resident', 'banana', 'bender', 'banana', 'bender', 'cane', 'toad', 'maroon', 'resident', 'queensland', 'australia']",0.735
139755,maroons,Q108540274,"['maroon', 'people', 'wikimedia', 'category', 'wikimedia', 'category']",0.6779999999999999
139927,maroons,Q2919878,"['maroon', 'ethnic', 'group', 'ethnic', 'group', 'jamaica']",0.6729999999999999
25236,medicine man,Q266750,"['medicine', 'man', 'profession', 'healer', 'religious', 'leader', 'medicine', 'woman', 'medicine', 'man', 'native', 'american', 'traditional', 'healer', 'spiritual', 'leader']",0.93
25195,medicine man,Q109499757,"['medicine', 'man', 'exhibition', 'wellcome', 'collection', 'exhibition']",0.805
25229,medicine man,Q20486967,"['medicine', 'man', 'performing', 'mystery', 'dying', 'man', 'painting', 'painting', 'george', 'catlin']",0.79
25255,medicine man,Q6144422,"['james', 'trosper', 'native', 'american', 'medicine', 'man']",0.7879999999999999
25247,medicine man,Q49943748,"['medicine', 'man', 'creek', 'natural', 'watercourse', 'natural', 'watercourse', 'census', 'area', 'unorganized', 'borough', 'united', 'state', 'america']",0.787
25194,medicine man,Q104853010,"['bawlpu', 'medicine', 'man', 'priest', 'traditional', 'mizo', 'village']",0.782
25212,medicine man,Q111642613,"['walker', 'medicine', 'assimilative', 'healthcare', 'oglala', 'healing', 'pine', 'ridge', 'reservation', 'thesis', 'thesis']",0.778
25219,medicine man,Q17516119,"['györgy', 'szabó', 'human', 'uncle', 'gyuri', 'szabó', 'medicine', 'man', 'bükk', 'hungarian', 'naturopath']",0.772
25261,medicine man,Q71292195,"['jsc', 'av', 'starphac', 'papago', 'reservation', 'medicine', 'man', 'chm', 'training', 'school', 'phoenix', 'naid', 'item', 'collection', 'exhibition', 'item', 'national', 'archive', 'record', 'holding']",0.763
25269,medicine man,Q7750877,"['medicine', 'man', 'literary', 'work', 'short', 'story']",0.757
25193,medicine men,Q79924032,"['medicine', 'men', 'curing', 'sick', 'textile', 'textile', 'unknown', 'artist']",0.7909999999999999
25189,medicine men,Q67625494,"['modern', 'indian', 'medicine', 'men', 'naid', 'item', 'collection', 'exhibition', 'item', 'national', 'archive', 'record', 'holding']",0.78
25190,medicine men,Q7750878,"['medicine', 'men', 'musical', 'group', 'louisiana', 'american', 'music', 'production', 'group', 'new', 'orleans', 'louisiana']",0.762
25186,medicine men,Q51442135,"['annual', 'ceremony', 'pawnee', 'medicine', 'men', 'publication', 'chicago', 'museum', 'natural', 'field', 'museum', 'natural', 'history', 'library']",0.755
25185,medicine men,Q30441244,"['ralph', 'samantha', 'medicine', 'men', 'musical', 'group']",0.75
25187,medicine men,Q54641544,"['chinese', 'medicine', 'consumer', 'culture', 'china', 'southeast', 'asia', 'literary', 'work', 'cochran', 'sherman']",0.75
25192,medicine men,Q79924009,"['two', 'medicine', 'men', 'textile', 'textile', 'unknown', 'artist']",0.7090000000000001
25188,medicine men,Q64156076,"['victoria', 'chipps', 'horn', 'chipps', 'lineage', 'medicine', 'men', 'birthday', 'great', 'grand', 'daughter', 'photograph', 'photograph', 'national', 'gallery', 'art', 'nga']",0.706
25191,medicine men,Q7750879,"['medicine', 'men', 'television', 'series', 'episode', 'episode', 'avenger']",0.607
25184,medicine men,Q114534706,"['medicine', 'men', 'television', 'series', 'episode', 'episode', 'mod', 'squad']",0.542
71849,mestizo,Q106713,"['casta', 'multiracial', 'people', 'mestiza', 'indo', 'mestiza', 'mestiza', 'mestizaje', 'mestiso', 'spanish', 'term', 'denote', 'person', 'european', 'indigenous', 'american', 'ancestry']",0.904
71880,mestizo,Q4974225,"['bronze', 'race', 'racial', 'classification', 'used', 'since', 'early', 'century', 'latin', 'american', 'writer', 'refer', 'population', 'arose', 'america', 'arrival', 'latin', 'european', 'colonist', 'intermingling', 'new', 'amerindian', 'people']",0.861
71875,mestizo,Q3088076,"['ladino', 'people', 'mix', 'hispanicized', 'people', 'latin', 'america', 'principally', 'central', 'america']",0.823
71854,mestizo,Q107342119,"['relationship', 'internally', 'externally', 'generated', 'violence', 'andean', 'colombian', 'community', 'doctoral', 'thesis', 'doctoral', 'thesis', 'santiago', 'alvarez']",0.8140000000000001
71861,mestizo,Q15355263,"['people', 'descent', 'wikimedia', 'category', 'wikimedia', 'category']",0.792
71859,mestizo,Q15309715,"['people', 'descent', 'wikimedia', 'category', 'wikimedia', 'category']",0.792
71877,mestizo,Q4300428,"['sangley', 'isolated', 'human', 'group', 'sangley', 'sanele', 'shinga']",0.7609999999999999
71884,mestizo,Q57234140,"['genomics', 'race', 'mixture', 'nation', 'science', 'latin', 'america', 'version', 'edition', 'translation']",0.76
71882,mestizo,Q5448617,"['filipino', 'ethnic', 'group', 'filipina', 'mestiza', 'racial', 'identifier']",0.76
71885,mestizo,Q57234154,"['disappearing', 'configuring', 'difference', 'colonial', 'new', 'kingdom', 'granada', 'version', 'edition', 'translation']",0.75
71834,mestizos,Q106713,"['mestizo', 'casta', 'multiracial', 'people', 'mestiza', 'indo', 'mestizo', 'mestizo', 'mestiza', 'mestiza', 'mestizaje', 'mestiso', 'spanish', 'term', 'denote', 'person', 'european', 'indigenous', 'american', 'ancestry']",0.904
71843,mestizos,Q6011525,"['mestizo', 'castas', 'new', 'spain', 'ethnic', 'group', 'residency', 'mestizo', 'casta', 'mixed', 'ethnic', 'group', 'spanich', 'colonial', 'america']",0.7929999999999999
71835,mestizos,Q16151565,"['mestizo', 'united', 'state', 'ethnic', 'group', 'residency', 'mestizo', 'hispanic', 'latino', 'american', 'ethnic', 'group']",0.7859999999999999
71844,mestizos,Q60188605,"['indian', 'mestizo', 'reshaping', 'justice', 'social', 'hierarchy', 'political', 'culture', 'colonial', 'peru', 'non', 'fiction', 'work', 'non', 'fiction', 'book']",0.774
71837,mestizos,Q20141564,"['ejido', 'matlapa', 'mestizo', 'human', 'settlement', 'human', 'settlement', 'mexico']",0.736
71841,mestizos,Q6011515,"['mestizo', 'mexico', 'ethnic', 'group', 'mestizo', 'mexican', 'ethnic', 'group']",0.701
71836,mestizos,Q18343999,"['mestizo', 'venezuela', 'ethnic', 'group', 'mestizo', 'venezuelan', 'venezuelan', 'ethnic', 'group']",0.69
71839,mestizos,Q23686436,"['punta', 'mestizo', 'peninsula', 'peninsula', 'córdoba', 'department', 'colombia']",0.625
71838,mestizos,Q23686434,"['isla', 'mestizo', 'island', 'island', 'colombia']",0.593
71842,mestizos,Q6011523,"['mestizo', 'musical', 'group', 'spanish', 'rock', 'band']",0.486
186747,metis,Q4763645,"['anglo', 'métis', 'ethnic', 'group', 'métis', 'anglo', 'countryborn', 'black', 'scot', 'native', 'english', 'century', 'community', 'métis', 'people', 'canada']",0.903
186808,metis,Q6950152,"['métis', 'united', 'state', 'ethnic', 'group', 'métis', 'people', 'indigenous', 'american', 'mixed', 'ancestry']",0.8859999999999999
186807,metis,Q6950150,"['métis', 'alberta', 'aspect', 'geographic', 'region', 'alberta', 'descendant', 'mixed', 'indigenous', 'people', 'european', 'family']",0.884
186715,metis,Q262457,"['métis', 'ethnic', 'group', 'indigenous', 'people', 'canada', 'indigenous', 'people', 'michif', 'bois', 'brûlés', 'bois', 'brûlé', 'mixed', 'indigenous', 'ethnic', 'group', 'canada', 'u']",0.861
186799,metis,Q6950137,"['métis', 'french', 'language', 'canadian', 'french', 'french', 'français', 'métis', 'variety', 'french', 'used', 'métis', 'people']",0.8170000000000001
186800,metis,Q6950139,"['métis', 'nation', 'british', 'columbia', 'political', 'organization', 'nation', 'british', 'columbia', 'canadian', 'organization', 'representing', 'métis', 'people']",0.815
186810,metis,Q72698025,"['eastern', 'tribal', 'indian', 'society', 'maine', 'historical', 'society', 'historical', 'society', 'maine', 'united', 'state']",0.8059999999999999
186762,metis,Q55703384,"['misha', 'misha', 'nogha', 'chocholak', 'misha', 'nogha', 'misha', 'chocholak', 'u', 'author', 'native', 'american', 'cree', 'background']",0.7929999999999999
186815,metis,Q7914227,"['vancouver', 'métis', 'community', 'association', 'vancouver', 'community', 'association', 'métis', 'community', 'organization', 'canada']",0.7609999999999999
186751,metis,Q51437674,"['additional', 'note', 'fossil', 'sponge', 'organic', 'remains', 'quebec', 'group', 'little', 'lower', 'lawrence', 'publication', 'ottawa', 'view', 'book']",0.752
59138,mohammedan,Q2367463,"['word', 'formerly', 'common', 'term', 'referring', 'islam']",0.845
59124,mohammedan,Q113493444,"['chinese', 'group', 'chair', 'bearer', 'postcard', 'missionary', 'postcard', 'society', 'propagation', 'gospel']",0.7929999999999999
59153,mohammedan,Q60755390,"['literary', 'society', 'organization']",0.733
59166,mohammedan,Q99222909,"['catholic', 'encyclopedia', 'confraternities', 'encyclopedia', 'article']",0.6970000000000001
59116,mohammedan,Q104968492,"['catalogue', 'ivory', 'carving', 'christian', 'era', 'example', 'art', 'carving', 'bone', 'department', 'british', 'mediaeval', 'antiquity', 'ethnography', 'british', 'museum', 'museum', 'catalogue']",0.629
59135,mohammedan,Q19094101,"['system', 'theology']",0.621
59123,mohammedan,Q113473641,"['pagan', 'survival', 'civilisation', 'review', 'review', 'zeitschrift', 'für', 'sozialforschung']",0.61
59152,mohammedan,Q58366626,"['handbook', 'decorative', 'dimand', 'academic', 'journal', 'article']",0.606
59145,mohammedan,Q4274182,"['muslim', 'cemetery', 'islamic', 'cemetery', 'cemetery', 'muslim', 'cemetery', 'ufa', 'bashkortostan', 'russia']",0.596
59144,mohammedan,Q42193074,"['conquest', 'egypt', 'north', 'africa', 'creative', 'work']",0.591
59099,mohammedans,Q113493444,"['chinese', 'group', 'mohammedan', 'chair', 'bearer', 'postcard', 'missionary', 'postcard', 'society', 'propagation', 'gospel']",0.7929999999999999
59102,mohammedans,Q63314480,"['travel', 'arabia', 'comprehending', 'account', 'territory', 'hedjaz', 'mohammedan', 'regard', 'sacred', 'edition', 'version', 'edition', 'translation', 'edition', 'book', 'john', 'lewis', 'burckhardt']",0.759
59100,mohammedans,Q19024563,"['prayer', 'mohammedan', 'everywhere']",0.5760000000000001
59101,mohammedans,Q19024567,"['prayer', 'mohammedan']",0.43799999999999994
59168,mongoloid,Q11410826,"['proto', 'historical', 'term', 'used', 'refer', 'sub', 'type', 'race', 'classified', 'william', 'howells']",0.825
59182,mongoloid,Q19891911,"['indo', 'people', 'assam', 'ethnic', 'group', 'group', 'people', 'historically', 'migrated', 'india']",0.8190000000000001
59167,mongoloid,Q1135825,"['epicanthic', 'fold', 'class', 'anatomical', 'entity', 'class', 'disease', 'facial', 'feature', 'skin', 'fold', 'canthal', 'anomaly', 'anatomical', 'line', 'eyelid', 'particular', 'anatomical', 'entity', 'epicanthal', 'fold', 'palpebronasal', 'fold', 'fold', 'epicanthus', 'eye', 'fold', 'fold', 'upper', 'eye', 'lid']",0.7170000000000001
59184,mongoloid,Q207912,"['ethnic', 'group', 'ethnicity']",0.6990000000000001
59172,mongoloid,Q11500981,"['neo', 'race', 'human', 'categorization']",0.662
59185,mongoloid,Q6899769,"['musical', 'work', 'composition', 'original', 'song', 'written', 'composed', 'gerald', 'recorded', 'released', 'devo']",0.614
59183,mongoloid,Q20255706,"['mongoloidi', 'translated', 'finnisn', 'language', 'version']",0.612
59186,mongoloid,Q8546951,"['wikimedia', 'category', 'wikimedia', 'category']",0.569
59173,mongoloid,Q116457597,"['music', 'track', 'vocal', 'vocal', 'track', 'studio', 'recording']",0.433
59178,mongoloid,Q116457612,"['jocko', 'homo', 'single', 'release', 'booji', 'boy', 'record', 'jocko', 'homo', 'u', 'single', 'booji', 'boy', 'record']",0.428
6388,moor,Q64811664,"['brown', 'roman', 'temporary', 'camp', 'archaeological', 'site', 'part', 'world', 'heritage', 'site', 'united', 'kingdom']",0.863
5536,moor,Q17528972,"['place', 'english', 'country', 'house', 'grade', 'listed', 'building', 'east', 'hertfordshire', 'united', 'kingdom']",0.8220000000000001
