,term,entity_id,text_1,text_2,text_3,text_4,text_5,check
622,inuit,Q1671647,Inuktun,"['North Greenlandic', 'Inuktun language']",Inuit language of northwestern Greenland,['dialect'],['Eastern Canadian Inuktitut'],
623,inuits,Q189975,Inuit,"['Inuk', 'Inuits']",['group of peoples of Arctic North America'],"['ethnic group', 'people']","['Eskimo', 'Indigenous people in Canada']",True
624,inuits,Q27824520,Inuit reserved land,,territory reserved for the inuits of Quebec,[],"['census subdivision', 'lands inhabited by indigenous peoples', 'local municipality of Quebec']",True
625,inuits,Q4532729,eskimology,"['inuitology', 'arctic studies']",complex of humanities sciences relating to Eskimos (Inuits),['area studies'],[],
626,inuits,Q66062734,The Role of Traditional or Western Diet in the TBC1D4 Gene on Glucose Homeostasis in Greenland Inuits,,['clinical trial'],['clinical trial'],[],True
627,kaffir,Q1285250,kaffir,"['kaffer', 'cafri', 'the k-word', 'Kaffirs']","['a slur used to refer to indigenous black people in South Africa; derived from the Arabic term for ""unbeliever"", i.e. pagan']",['ethnic slur'],[],
628,kaffir,Q3607819,alastrim,"['Kaffir-pox', 'white pox', 'variola minor', 'Alastrim (disorder)', 'Variola minor', 'cottonpox', 'milkpox', 'whitepox', 'Alastrim']",['milder form of smallpox'],['class of disease'],['smallpox'],
629,kaffir,Q2905047,sorghum beer,"['millet beer', 'dolo', 'chapalo', 'tchapalo', 'kaffir beer', 'bantu beer', 'utshwala', 'Millet beer']",['beer originating in sub-Sahara Africa'],[],['alcoholic beverage'],
630,kaffir,Q60788910,Kaffir Forest,,['village in India'],['village in India'],[],False
631,kaffir,Q60788914,Kaffir Khasmahal,,['village in India'],['village in India'],[],False
632,kaffir,Q582594,Xhosa Wars,"['Cape Frontier Wars', 'Kaffir Wars']",['series of conflicts'],['conflict'],[],True
633,kaffir,Q6345995,Kaeng pa,"['forest curry', 'jungle curry']","spicy and watery curry variety from the forested areas of Thailand; lacks coconut milk; includes kaffir lime peel and leaves, lemongrass, green peppercorn, galangal, garlic, pea eggplant, and chili",[],['Thai curry'],False
634,kaffir,Q6346098,Kaffir Folk-lore,,,['literary work'],[],True
635,kaffir,Q23091825,The Kaffir Diamond,,['play'],['literary work'],[],False
636,kaffir,Q109985387,A Kaffir Village,,['watercolour by Samuel Daniell'],['watercolor painting'],[],False
637,kaffirs,Q1285250,kaffir,"['kaffer', 'cafri', 'the k-word', 'Kaffirs']","['a slur used to refer to indigenous black people in South Africa; derived from the Arabic term for ""unbeliever"", i.e. pagan']",['ethnic slur'],[],True
638,kaffirs,Q7585926,Sri Lanka Kaffirs,,['Ethnic group'],['ethnic group'],[],True
639,kaffirs,Q7398555,Safed-Posh Kaffirs,,,[],[],False
640,lilliputian,Q2419953,person of short stature,"['Lilliputian', 'midget (Kami)']",['person of unusually short stature'],[],['human'],True
641,lilliputian,Q649340,Alice in Wonderland syndrome,"['lilliputian hallucinations', ""Todd's syndrome"", 'AiWS', 'dysmetropsia']",['neuropsychological condition'],['psychopathological syndrome'],['dysmetropsia'],True
642,lilliputian,Q28181146,Pollard’s Lilliputian Opera Company,,"[""series of professional children's opera troupes""]",['opera company'],[],True
643,lilliputian,Q39037416,Lilliputian Hitcher,['Angel Invasion'],['1995 episode 13 of Neon Genesis Evangelion'],"['television series episode', 'anime television series episode']",[],True
644,lilliputian,Q19106381,To The Same. On Her Wishing To Have A Lilliputian To Play With.,,['poem'],['poem'],[],True
645,lilliputian,Q3224498,The Lilliputian Minuet,,['1905 film by Georges Méliès'],['short film'],[],True
646,lilliputian,Q97788366,"A Lilliputian Vauxhall, Grotesque Borders for Rooms & Halls",,"['print by Thomas Rowlandson (MET, 59.533.1276)']",['print'],[],True
647,lilliputian,Q108507979,Lilliputian Hitcher,,['13th episode of podcast Evangelion: A Commentary'],['podcast episode'],[],True
648,lilliputians,Q64593875,Gulliver and the Lilliputians,,['1923 live-action/animated film by Albert Mourlain'],"['feature film', 'live-action/animated film']",[],True
649,lilliputians,Q2036245,"Cheese Mites; or, Lilliputians in a London Restaurant",,['1901 film by Walter R. Booth'],['short film'],[],True
650,lilliputians,Q95681496,Eva Jessie McBeath,,"(1892–1978) Actress, dance judge, and producer of amateur plays, pantomines and operas. Born in Australia; sister of Carrie (Mrs John Wyatt) and Olive Moore (Mrs Harry Barrett). As Eva Moore she toured with the Pollard Lilliputians in America, Japa",['human'],[],True
651,madras,Q1352,Chennai,['Madras'],"['megacity and capital of Tamil Nadu, India']","['city', 'big city', 'million city', 'state capital', 'business cluster']",[],True
652,madras,Q286536,Corporation of Chennai,"['Madras Corporation', 'Corporation of Madras', 'Chennai Corporation']",['municipal corporation for Chennai City'],['municipal corporation in India'],[],True
653,madras,Q257382,Chennai Central railway station,"['Madras Central', 'Puratchi Thalaivar Dr. M. G. Ramachandran Central railway station', 'Puratchi Thalaivar Dr M G Ramachandran Central railway station', 'Chennai Central station', 'MGR railway station']","['railway terminus in the city of Chennai, Tamil Nadu, India']",['railway station'],[],
654,madras,Q63246173,"Madras Herbarium, Botanical Survey of India, Southern Regional Centre, Tamil Nadu Agricultural University Campus at Coimbatore, Coimbatore, Tamil Nadu, India",,,['organization'],[],False
655,madras,Q49478269,City of Madras Park,,"['park in Denver, Colorado, United States of America']",['park'],[],
656,madras,Q10853395,Madras Municipal Airport,['MDJ'],"['airport in Oregon, United States of America']",['airport'],[],False
657,madras,Q65959672,"State Bank of India, Madras Road branch",,,['State Bank of India branch'],[],False
658,madras,Q65956219,"State Bank of India, Iit, Madras branch",,"['Branch of State Bank of India at Iit, Madras']",['State Bank of India branch'],[],
659,madras,Q502670,Chennai International Airport,"['Madras International Airport', 'Anna International Terminal', 'Kamraj Domestic Terminal', 'Meenambakkam Airport', 'MAA', 'VOMM', 'CHENNAI', 'Madras Airport']","['airport in Chennai, India']","['international airport', 'airport', 'commercial traffic aerodrome']",[],
660,madras,Q65996060,"State Bank of India, Madras University branch","['SBI, Madras University branch']",,['State Bank of India branch'],[],
661,maroon,Q14632167,Maroon culture in Suriname,,,['aspect in a geographic region'],[],True
662,maroon,Q8756345,Category:People of Jamaican Maroon descent,,['Wikimedia category'],['Wikimedia category'],[],
663,maroon,Q1542741,Palmares,,maroon community of escaped slaves in colonial Brazil,"['historical country', 'quilombo']",[],True
664,maroon,Q17379998,Maroon Formation,,"['geologic formation in Colorado, United States']",['formation'],[],False
665,maroon,Q110143374,The Roles of Land and Orography On Precipitation and Ocean Circulation in Global Climate Models,,"doctoral dissertation by Elizabeth A. Maroon, University of Washington, 2016","['doctoral thesis', 'written work']",[],False
666,maroon,Q110143265,The Location of Tropical Precipitation in Idealized Atmospheric General Circulation Models Forced With Andes Topography and Surface Heat Fluxes,,"master's thesis by Elizabeth Allison Maroon, University of Washington, 2013","[""master's thesis"", 'written work']",[],False
667,maroon,Q48815098,Maroon State School and Maroon War Memorial,,"['historic site in Queensland, Australia']",[],[],False
668,maroon,Q2659044,Businenge Tongo,"['Eastern Maroon Creole', 'Nenge']",,"['creole language', 'language', 'modern language']",['English-based creole languages'],
669,maroon,Q49900146,East Maroon Creek,,"['natural watercourse in Pitkin County, Colorado, United States of America']",['natural watercourse'],[],False
670,maroon,Q1093206,Jamaican Maroon spirit-possession language,,['language'],['sacred language'],[],True
671,maroons,Q6127426,Jamaican Maroons,"['Leeward Maroons', 'Windward Maroons']",['Africans and their descendants who liberated themselves from enslavement and formed independent settlements.'],['ethnic community'],"['African Jamaican', 'maroons']",True
672,maroons,Q445485,maroons,,"['African refugees who escaped from slavery in the Americas, and their descendants']","['ethnic group', 'group of humans', 'dictionary page in Wikipedia']",[],True
673,maroons,Q1415423,quilombo,['𝚊𝚕𝚒á𝚜 𝚊𝚕é𝚖 𝚍𝚎 𝚌𝚛𝚒𝚊𝚛 𝚞𝚖𝚊 𝚏𝚊𝚣𝚎𝚗𝚍𝚊 𝚊𝚘𝚗𝚍𝚎 𝚙𝚘𝚍𝚒𝚊𝚜 𝚜𝚎𝚛 𝚎𝚜𝚌𝚛𝚊𝚟𝚒𝚣𝚊𝚍𝚘 𝚎𝚕𝚎𝚜 𝚜𝚊í𝚛𝚊𝚖 𝚍'],"Brazilian hinterland human settlement founded by people of African origin including the Quilombolas, or Maroons",['community'],"['human settlement', 'social movement']",True
674,maroons,Q6127428,Jamaican Maroons in Sierra Leone,,['ethnic group'],['isolated human group'],[],
675,maroons,Q1903204,Bushinengue,"['Surinamese Maroons', 'Marrons', 'Businenge']",['Ethnic group of enslaved African origin'],['ethnic group'],['maroons'],
676,maroons,Q112950919,Social media and live streaming : reaching and engaging fans? : the case of Facebook Live and the Queensland Maroons,,['2019 doctoral thesis by Sarah Wymer at Massey University'],['doctoral thesis'],[],False
677,maroons,Q107350976,Material beginnings of the Saramaka Maroons : an archaeological investigation,,['dissertation by  Cheryl Ngwenyama White'],"['version, edition, or translation', 'dissertation']",[],False
678,maroons,Q101413681,Queenslanders,"['Queensland residents', 'Banana-Benders', 'Banana Benders', 'Cane Toads', 'Maroons']","['residents of Queensland, Australia']",['human population'],"['Australians', 'inhabitant']",False
679,maroons,Q108540274,Category:Toledo Maroons people,,['Wikimedia category'],['Wikimedia category'],[],True
680,maroons,Q8609501,Category:Maroons (people),,['Wikimedia category'],['Wikimedia category'],[],True
681,medicine man,Q266750,medicine man,"['medicine woman', 'medicine-man']",['Native American traditional healer and spiritual leader'],['profession'],"['healer', 'religious leader']",True
682,medicine man,Q111642613,"Dr. Walker, Medicine Man: Assimilative Healthcare and Oglala Healing at Pine Ridge Reservation, 1896–1914",,"[""master's thesis""]","[""master's thesis""]",[],
683,medicine man,Q104853010,Bawlpu,,medicine man and priest in traditional Mizo village,[],[],True
684,medicine man,Q6144422,James Trosper,,native American medicine man,['human'],[],True
685,medicine man,Q109499757,Medicine Man,,['Wellcome Collection exhibition'],['exhibition'],[],
686,medicine man,Q20486967,"Medicine Man, Performing His Mysteries over a Dying Man",,['painting by George Catlin'],['painting'],[],True
687,medicine man,Q17516119,György Szabó,"['Uncle Gyuri Szabó', 'the medicine man of Bükk']",['Hungarian naturopath'],['human'],[],True
688,medicine man,Q49943748,Medicine Man Creek,,"['natural watercourse in Valdez–Cordova Census Area, Unorganized Borough, United States of America']",['natural watercourse'],[],
689,medicine man,Q71292195,JSC (AV) - STARPHAC - Papago Reservation - Medicine Man / CHM Training School Phoenix (NAID 80620019),,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[],
690,medicine man,Q6264486,John Wilson,"[""Nishkû'ntu Mood Head""]",Caddo-Delaware-French medicine man and religious leader,['human'],[],
691,medicine men,Q54641544,Chinese Medicine Men: Consumer Culture in China and Southeast Asia,,"['Cochran, Sherman - 2006']",['literary work'],[],True
692,medicine men,Q67625494,MODERN INDIAN MEDICINE MEN (NAID 12701),,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[],True
693,medicine men,Q79924032,Mola: Medicine Men Curing the Sick,,['textile by unknown artist (1971.212)'],['textile'],[],True
694,medicine men,Q7750878,The Medicine Men,,"['Louisiana-American music production group from New Orleans, Louisiana, U.S.']",['musical group'],[],False
695,medicine men,Q30441244,Ralph Samantha & The Medicine Men,,,['musical group'],[],False
696,medicine men,Q51442135,Annual ceremony of the Pawnee medicine men,,"['Chicago :Field Museum of Natural History,1923. | Field Museum of Natural History Library']",['publication'],[],True
697,medicine men,Q64156076,Victoria Chipps of the Horn Chipps Lineage of Medicine Men on her 90th Birthday with her Great Grand-daughter,,['photograph in the National Gallery of Art (NGA 156836)'],['photograph'],[],True
698,medicine men,Q79924009,Mola: Two Medicine Men,,['textile by unknown artist (1971.204)'],['textile'],[],True
699,medicine men,Q7750879,The Medicine Men,,['episode of The Avengers'],['television series episode'],[],False
700,medicine men,Q114534706,The Medicine Men,,['episode of The Mod Squad (S4 E6)'],['television series episode'],[],False
701,mestizo,Q106713,mestizo,"['Mestiza', 'Indo-Mestizo', 'mestizos', 'Mestizas', 'mestiza', 'mestizaje', 'mestiso']",['Spanish term to denote a person with European and Indigenous American ancestry'],['casta'],['multiracial people'],
702,mestizo,Q4974225,Bronze race,,racial classification used since the early 20th century by Latin American writers to refer to the mestizo population that arose in the Americas with the arrival of Latin European colonists intermingling with the New World's Amerindian peoples,['race (human categorization)'],[],True
703,mestizo,Q3088076,Ladino people,,"mix of mestizo or hispanicized peoples in Latin America, principally in Central America",['ethnic group'],[],True
704,mestizo,Q15309715,Category:American people of Mestizo descent,,['Wikimedia category'],['Wikimedia category'],[],True
705,mestizo,Q5448617,Filipino mestizo,['Filipina mestiza'],['racial identifier'],['ethnic group'],[],True
706,mestizo,Q107342119,The relationship between internally and externally generated violence in an Andean Mestizo Colombian community,,['doctoral thesis by Santiago Alvarez'],['doctoral thesis'],[],True
707,mestizo,Q15355263,Category:Peruvian people of Mestizo descent,,['Wikimedia category'],['Wikimedia category'],[],
708,mestizo,Q15355102,Category:People of Mestizo descent,,['Wikimedia category'],['Wikimedia category'],[],
709,mestizo,Q7918350,vegetalismo,,practice of mestizo shamanism in Peruvian Amazonia,[],[],True
710,mestizo,Q17078871,Mestizo Colombian,,['Ethnic group'],[],"['mestizo', 'Colombians']",True
711,mestizos,Q106713,mestizo,"['Mestiza', 'Indo-Mestizo', 'mestizos', 'Mestizas', 'mestiza', 'mestizaje', 'mestiso']",['Spanish term to denote a person with European and Indigenous American ancestry'],['casta'],['multiracial people'],True
712,mestizos,Q16151565,Mestizos in the United States,,['ethnic group'],['ethnic group by residency'],"['mestizo', 'Hispanic and Latino Americans']",True
713,mestizos,Q6011525,Mestizos and castas in New Spain,,['mixed ethnic groups in Spanich colonial America'],['ethnic group by residency'],"['mestizo', 'casta']",True
714,mestizos,Q60188605,"Indians and Mestizos in the ""Lettered City"" : Reshaping Justice, Social Hierarchy, and Political Culture in Colonial Peru",,['non-fiction book'],['non-fiction work'],[],
715,mestizos,Q6011515,Mestizos in Mexico,,['ethnic group'],['ethnic group'],"['mestizo', 'Mexicans']",True
716,mestizos,Q20141564,Ejido Matlapa Mestizos,,['human settlement in Mexico'],['human settlement'],[],False
717,mestizos,Q18343999,mestizos in Venezuela,,['Venezuelan ethnic group'],['ethnic group'],"['mestizo', 'Venezuelans']",True
718,mestizos,Q60190419,"El peso de la sangre : limpios, mestizos y nobles en el mundo hispánico",,['non-fiction book'],['non-fiction work'],[],
719,mestizos,Q23686436,Punta Mestizos,,"['peninsula in Córdoba Department, Colombia']",['peninsula'],[],False
720,mestizos,Q57234620,Indigenous Mestizos,,['first book by Marisol de la Cadena'],"['version, edition, or translation']",[],True
721,metis,Q4763645,Anglo-Métis,"['Anglo-Metis', 'Countryborn', 'Black Scots', 'Native English']",['19th century community of the Métis people of Canada'],['ethnic group'],['Métis'],
722,metis,Q262457,Métis,"['Metis', 'Michif', 'Bois Brûlés', 'Bois Brûlé']",['mixed indigenous ethnic group of Canada and the US'],['ethnic group'],"['Indigenous people in Canada', 'indigenous people']",
723,metis,Q6950152,Métis in the United States,['Metis people'],['indigenous Americans of mixed ancestry'],['ethnic group'],['Métis'],
724,metis,Q6950150,Métis in Alberta,['Metis in Alberta'],['Alberta’s descendants of mixed Indigenous peoples and European families'],['aspect in a geographic region'],[],
725,metis,Q110068902,Metis,"['Metissen', 'Métis']",['mixed Congolese-Belgian ethnic group'],['ethnic group'],"['Belgians', 'Congolese', 'Rwandans', 'Burundians']",
726,metis,Q6950139,Métis Nation British Columbia,['Metis Nation British Columbia'],['Canadian organization representing Métis people'],['political organization'],[],True
727,metis,Q6950137,Métis French,"['Metis French', 'français métis']",['variety of French used by the Métis people'],['language'],['Canadian French'],True
728,metis,Q55703384,Misha,"['Misha Nogha Chocholak', 'Misha Nogha', 'Misha Chocholak']","US author (1955-    ), of Native American (Metis-Cree) background",['human'],[],True
729,metis,Q72698025,Metis Eastern Tribal Indian Society of Maine,,"['historical society in Maine, United States']",['historical society'],[],True
730,metis,Q7914227,Vancouver Métis Community Association,['Vancouver Metis Community Association'],['Métis community organization in Canada'],[],[],True
731,mohammedan,Q113493444,Chinese Mohammedans: a group of Mohammedan chair bearers in N. China.,,['missionary postcard by Society for the Propagation of the Gospel'],['postcard'],[],
732,mohammedan,Q2367463,Mohammedan,,['formerly common term referring to Islam'],['word'],[],True
733,mohammedan,Q60755390,Mohammedan Literary Society,,,['organization'],[],True
734,mohammedan,Q99222909,Catholic Encyclopedia (1913)/Mohammedan Confraternities,,,['encyclopedia article'],[],True
735,mohammedan,Q42193074,The Mohammedan Conquest of Egypt and North Africa,,,['creative work'],[],True
736,mohammedan,Q104968492,Catalogue of the ivory carvings of the Christian era with examples of Mohammedan art and carvings in bone in the Department of British and Mediaeval Antiquities and Ethnography of the British Museum,,,['museum catalogue'],[],True
737,mohammedan,Q19094101,The Mohammedan system of theology,,,[],[],True
738,mohammedan,Q1471031,Mohammedan S.C.,['Mohammedan Sporting Club'],"['Indian multi-sports club based in Kolkata, West Bengal']",['association football club'],[],
739,mohammedan,Q113473641,Pagan Survivals in Mohammedan Civilisation,,['review in Zeitschrift für Sozialforschung'],['review'],[],True
740,mohammedan,Q58366626,A Handbook of Mohammedan Decorative Arts.By M. S. Dimand,,,['academic journal article'],[],True
741,mohammedans,Q63314480,"Travels in Arabia, comprehending an account of those territories in Hedjaz which the Mohammedans regard as sacred (1829 edition)",,['1829 edition of book by John Lewis BURCKHARDT'],"['version, edition, or translation']",[],True
742,mohammedans,Q113493444,Chinese Mohammedans: a group of Mohammedan chair bearers in N. China.,,['missionary postcard by Society for the Propagation of the Gospel'],['postcard'],[],True
743,mohammedans,Q19024563,A Prayer for Mohammedans Everywhere,,,[],[],True
744,mohammedans,Q19024567,A Prayer for Mohammedans,,,[],[],True
745,mongoloid,Q19891911,Indo-Mongoloid people of Assam,,['groups of people who historically migrated into India'],['ethnic group'],[],True
746,mongoloid,Q11410826,Proto-Mongoloid,,['historical term used to refer to a sub-type of the Mongoloid race and classified by William W. Howells'],[],['Mongoloid'],True
747,mongoloid,Q207912,Mongoloid,,['Ethnicity'],['ethnic group'],[],True
748,mongoloid,Q1135825,Epicanthic fold,"['epicanthal fold', 'palpebronasal fold', 'Mongoloid fold', 'epicanthus', 'eye fold']",['A fold on upper eye lid'],"['class of anatomical entity', 'class of disease']","['facial feature', 'skin fold', 'canthal anomaly', 'anatomical line of eyelid', 'particular anatomical entity']",True
749,mongoloid,Q11500981,Neo-Mongoloid,,,['race (human categorization)'],['Mongoloid'],True
750,mongoloid,Q6899769,Mongoloid,,['original song written and composed by Gerald Casale; recorded and released 1977 by Devo'],['musical work/composition'],[],False
751,mongoloid,Q116457612,Mongoloid / Jocko Homo,"['Booji Boy Records – 7033-14', 'Mongoloid', 'Jocko Homo']","['1977 US 7"" single by Devo; Booji Boy Records – 7033-14']",['single release'],[],False
752,mongoloid,Q8546951,Category:Indo-Mongoloid,,['Wikimedia category'],['Wikimedia category'],[],True
753,mongoloid,Q20255706,Mongoloidi,,"translated song; Finnisn-language version of ""Mongoloid""",['musical work/composition'],[],False
754,mongoloid,Q116457597,Mongoloid,,['vocal track by Devo; 1977 studio recording'],['music track with vocals'],[],
755,moor,Q64811664,Brown Moor Roman temporary camp,,['part of a World Heritage site in the United Kingdom'],['archaeological site'],[],False
756,moor,Q15262572,Northern Moor,,['human settlement in the United Kingdom'],['human settlement'],[],False
757,moor,Q2000538,New Moor,"['South Talpatti Island', 'South Talpatti', 'New Moore', 'New Moore Island', 'Purbasha', 'Purbasha Island']","['human settlement in Gosaba community development block, Canning subdivision, South 24 Parganas district, India']",['village in India'],[],
758,moor,Q1050631,Plymouth Moor View,,"['Parliamentary constituency in the United Kingdom, 2010 onwards']",['constituency of the House of Commons'],[],False
759,moor,Q29496769,St David's Well aka Ffynnon Dewi,,"Grade II listed building in Porthcawl. By the side of the lane leading north from Nottage village just S of the junction with Moor Lane, both country lanes pre-dating C19 development and now little used.",['well'],[],
760,moor,Q5602882,Green Moor,,['human settlement in United Kingdom'],['hamlet'],[],False
761,moor,Q65075114,Greenlaw Moor,,"['area of heather moorland in Scottish Borders, Scotland, UK, parts protected under various designations']",['moorland'],[],
762,moor,Q17528972,Moor Place,,"['Grade I listed building in East Hertfordshire, United Kingdom']",['English country house'],[],
763,moor,Q60685778,Hohes Moor,,"['protected area in the European Union defined by the habitats directive in Niedersachsen, Germany']","['site of community importance', 'proposed site of community importance']",[],False
764,moor,Q60685724,Goldenstedter Moor,,"['protected area in the European Union defined by the habitats directive in Niedersachsen, Germany']","['site of community importance', 'proposed site of community importance']",[],False
765,moors,Q169260,Moors,"['Moriscos', 'Moriscoes']","['Medieval Muslim inhabitants of the Maghreb, Iberian Peninsula, Sicily and Malta']",['ethnic group'],[],True
766,moors,Q102276979,"An Exhausted Landscape: Medieval Use of Moors, Mires and Commons in the Eastern Netherlands",,['chapter published in 2009'],['academic chapter'],[],False
767,moors,Q98596477,Moorish style,,art style based on the architecture and decorative arts of the Muslim inhabitants (the Moors) of north-west Africa and (between 8th and 15th centuries) of southern Spain,['art style'],[],True
768,moors,Q110854379,"To Tread the Paths, and Traverse the Moors: Investigating Slavery in Early Medieval Western Britain",,,['academic chapter'],[],False
769,moors,Q7070677,Nuwaubian Nation,"['Nuwaubian movement', 'United Nuwaubian Nation of Moors', 'Ansaru Allah Community', 'Holy Tabernacle Ministries', 'Yamassee Native American Moors of the Creek Nation', 'Nuwaubian Nation of Moors']",['US religious group founded by Dwight York'],"['religious organization', 'hate group']",[],False
770,moors,Q7977997,Weald Moors,,['human settlement in United Kingdom'],['human settlement'],[],
771,moors,Q110188678,Ried (Vorarlberg),,is a natural and cultural landscape that finds itself throughout Vorarlberg and often includes landing with moors,['geographical feature'],[],False
772,moors,Q2636673,aljama,"['alhama', 'alfama']",city exclusively occupied by Moors or Jews or neighborhood of the Christian city occupied by these ethnic groups in the Middle Ages,['human settlement'],['ethnic enclave'],True
773,moors,Q112952916,"Pet Ownership As a Component of Psychosocial Resilience to Disaster: An Exploratory Study in West Moors, Dorset, United Kingdom",,"[""2020 master's thesis by Sahrah Gwendoline Mai at Auckland University of Technology""]","[""master's thesis""]",[],
774,moors,Q23660880,Moors and Christians in Abanilla,,,['Festival of Regional Tourist Interest in Region of Murcia'],[],True
775,mulatto,Q191923,mulatto,"['mulattress', 'mulato', 'mulatta', 'mulata']",['racial classification'],['historical race concept'],['human'],True
776,mulatto,Q5193390,Cultural mulatto,,"['a highly educated black person, according to Trey Ellis']",[],[],True
777,mulatto,Q115997244,"Dismantling the tragic mulatto/a: interrogating racial authenticity, genre, and black motherhood in African American women's fiction",,['2019 doctoral thesis by Gyasi Byng Francisco at the University of Rochester'],['Doctor of Philosophy thesis'],[],True
778,mulatto,Q7832650,tragic mulatto,,['stereotypical fictional character in 19th and 20th century American literature'],['stock character'],[],True
779,mulatto,Q64277831,"Register of Black Communicants Showing Status as Black, Mulatto, Free, Unfree, and Name of Owner in Cases of the Unfree (NAID 40429323)",,"[""series in the National Archives and Records Administration's holdings""]",['collection'],[],True
780,mulatto,Q15259470,Category:Haitian people of Mulatto descent,,['Wikimedia category'],['Wikimedia category'],[],True
781,mulatto,Q97495711,The Mulatto Solitude,,"[""pedagogical comic about Solitude's 1802 uprising against slavery by UNESCO""]","['comics', 'version, edition, or translation']",[],True
782,mulatto,Q97487645,The Mulatto Solitude,"['Mulatto Solitude', 'Solitude']","[""French edition of the pedagogical comic about Solitude's 1802 uprising against slavery by UNESCO""]","['comics', 'version, edition, or translation']",[],True
783,mulatto,Q115534652,Ohio Black Codes,"['Ohio Black Codes (1804)', '1804 Ohio Black Codes']","Section 1. Be it enacted by the General Assembly of the State of Ohio , That from and after the first day of June next. no black or mulatto person shall be permitted to settle or reside in this state, unless he or she shall …",['statute'],[],True
784,mulatto,Q18156653,Mulatto Mountain,,['mountain in United States of America'],['mountain'],[],
785,mulattoes,Q31501365,"An Enquiry Concerning the Intellectual and Moral Faculties, and Literature of Negroes (1810)","['An Enquiry Concerning the Intellectual and Moral Faculties, and Literature of Negroes']","Followed with an Account of the Life and Works of Fifteen Negroes & Mulattoes, Distinguished in Science, Literature and the Arts","['version, edition, or translation']",[],
786,mulattoes,Q116193026,"Ordinances of the Duke of Penthièvre, Admiral of France, of March 31 & April 5, 1762",,concerning the migration of Negroes & Mulattoes to metropolitan France,"['version, edition, or translation', 'ordinance']",[],
787,mulattoes,Q55787194,Church of Our Lady of Protection of the Mulattoes,,"['church building in São Cristóvão, Brazil']",['church building'],[],True
788,mulattos,Q16201620,Mulattos in Haiti,,,[],['ethnic minority'],True
789,métis,Q4763645,Anglo-Métis,"['Anglo-Metis', 'Countryborn', 'Black Scots', 'Native English']",['19th century community of the Métis people of Canada'],['ethnic group'],['Métis'],
790,métis,Q262457,Métis,"['Metis', 'Michif', 'Bois Brûlés', 'Bois Brûlé']",['mixed indigenous ethnic group of Canada and the US'],['ethnic group'],"['Indigenous people in Canada', 'indigenous people']",
791,métis,Q6950152,Métis in the United States,['Metis people'],['indigenous Americans of mixed ancestry'],['ethnic group'],['Métis'],
792,métis,Q6950150,Métis in Alberta,['Metis in Alberta'],['Alberta’s descendants of mixed Indigenous peoples and European families'],['aspect in a geographic region'],[],
793,métis,Q8247324,Category:American people of Métis descent,,['Wikimedia category'],['Wikimedia category'],[],True
794,métis,Q7856433,Turtle Mountain Band of Chippewa Indians,"['Turtle Mountain Chippewa', 'Turtle Mountain Ojibwe']",Native American tribe of Ojibwa and Métis peoples,['ethnic group'],[],
795,métis,Q13315,Michif,"['Mitchif language', 'Métchif language', 'French Cree language', 'Michif-Cree language', 'Métif language', 'Mechif language', 'Michif language', 'Metchif language', 'Metif language']",mixed language based on Cree and French spoken by the Métis people of North America,"['language', 'modern language']",['mixed language'],True
796,métis,Q104846812,Indigenous education in Canada,,"education for First Nations, Inuit, and Métis people in Canada",['education in country or region'],[],
797,métis,Q8340290,Category:Canadian people of Métis descent,,['Wikimedia category'],['Wikimedia category'],[],True
798,métis,Q110068902,Metis,"['Metissen', 'Métis']",['mixed Congolese-Belgian ethnic group'],['ethnic group'],"['Belgians', 'Congolese', 'Rwandans', 'Burundians']",
799,native,Q96200400,land acknowledgement,"['indigenous land acknowledgment', 'native land acknowledgement', 'aboriginal land acknowledgement', 'territorial acknowledgement', 'land recognition', 'acknowledgement of country', 'acknowledgement of Traditional Custodians']","['statement, often connected to a building or work, that states which aboriginal peoples live or lived in the area the statement refers to']",[],"['acknowledgment', 'public statement']",
800,native,Q1839674,lands inhabited by indigenous peoples,"['tribal lands', 'native land']","['geographic territories occupied primarily by native or tribal peoples generally, whether formally recognized or not']",['type of administrative territorial entity'],"['political territorial entity', 'administrative territorial entity']",
801,native,Q1305793,Hopewell tradition,['Hopewell culture'],common aspects of Native American culture that flourished in northeastern and midwestern United States,['archaeological culture'],[],
802,native,Q109938005,colonization of the United States,"['American colonization', 'U.S. colonization', 'European colonization of the United States']","the process of genocide, ethnic cleansing, and population replacement of Native Americans by people of European descent  in the area now known as the United States",['colonisation'],['settler colonialism'],
803,native,Q16910544,history of Native Americans in the United States,"['Native American history', 'American Indian history', 'Native Americans in the United States history']",['history of the indigenous peoples of the United States'],"['aspect of history', 'occurrence']",['history of Amerindian peoples'],
804,native,Q2638531,population history of indigenous peoples of the Americas,"['Native American genocide', 'American genocide', 'demographic history of the indigenous peoples of the Americas']",['Native American population changes resulting from contact with Europeans after 1492'],"['genocide of indigenous peoples of the Americas', 'aspect of history']",[],
805,native,Q110426727,reconstructions of indigenous buildings in the United States,,"reconstructed Native American structures in the United States for artistic, cultural, or educational purposes",['reconstruction'],[],
806,native,Q51374013,Insects affecting important native shrubs of the Northwestern United States,,"['Ogden, Utah :Intermountain Forest & Range Experiment Station,1975. | U.S. Department of Agriculture, National Agricultural Library View Book']",['publication'],[],
