,term,QID,wd_bow,cs_wm_only
118342,inuit,Q28070,"['inuinnaqtun', 'indigenous', 'language', 'canada', 'dialect', 'inuvialuktun']",0.764
118319,inuit,Q2659059,"['paleo', 'eskimo', 'people', 'civilization', 'pre', 'thule', 'pre', 'ancestral', 'culture', 'eskimo', 'people', 'migration']",0.762
118638,inuit,Q30264646,"['nasivvik', 'centre', 'health', 'changing', 'environment', 'nonprofit', 'organization', 'nonprofit', 'organization', 'peterborough', 'canada']",0.7609999999999999
118210,inuit,Q10964951,"['qaujimajatuqangit', 'traditional', 'knowledge']",0.759
118156,inuits,Q189975,"['inuit', 'ethnic', 'group', 'people', 'eskimo', 'indigenous', 'people', 'canada', 'inuk', 'inuit', 'group', 'people', 'arctic', 'north', 'america']",0.769
118158,inuits,Q4532729,"['eskimology', 'inuitology', 'arctic', 'study', 'complex', 'humanity', 'science', 'relating', 'eskimo', 'inuit']",0.747
118159,inuits,Q66062734,"['role', 'traditional', 'western', 'diet', 'gene', 'glucose', 'homeostasis', 'greenland', 'inuit', 'clinical', 'trial', 'clinical', 'trial']",0.7170000000000001
118157,inuits,Q27824520,"['inuit', 'reserved', 'land', 'territory', 'reserved', 'inuit', 'quebec']",0.659
49242,kaffir,Q1285250,"['ethnic', 'slur', 'kaffer', 'cafri', 'k', 'word', 'slur', 'used', 'refer', 'indigenous', 'black', 'people', 'south', 'derived', 'arabic', 'term', 'pagan']",0.62
49249,kaffir,Q582594,"['xhosa', 'war', 'conflict', 'cape', 'frontier', 'war', 'war', 'series', 'conflict']",0.574
49248,kaffir,Q3607819,"['alastrim', 'class', 'disease', 'smallpox', 'pox', 'white', 'pox', 'variola', 'minor', 'alastrim', 'disorder', 'variola', 'minor', 'cottonpox', 'milkpox', 'whitepox', 'alastrim', 'milder', 'form', 'smallpox']",0.5529999999999999
49244,kaffir,Q20504683,"['man', 'painting', 'painting', 'antonion', 'zeno', 'shindler']",0.511
49253,kaffir,Q6346096,"['boy', 'literary', 'work', 'book', 'mark', 'mathabane']",0.496
49247,kaffir,Q2905047,"['sorghum', 'beer', 'alcoholic', 'beverage', 'millet', 'beer', 'dolo', 'chapalo', 'tchapalo', 'beer', 'bantu', 'beer', 'utshwala', 'millet', 'beer', 'beer', 'originating', 'sub', 'sahara', 'africa']",0.45399999999999996
49241,kaffir,Q109985387,"['village', 'watercolor', 'painting', 'watercolour', 'samuel', 'daniell']",0.439
49252,kaffir,Q6345995,"['kaeng', 'pa', 'forest', 'curry', 'jungle', 'curry', 'spicy', 'watery', 'curry', 'variety', 'forested', 'area', 'lack', 'coconut', 'includes', 'lime', 'peel', 'leaf', 'lemongrass', 'green', 'peppercorn', 'galangal', 'garlic', 'pea', 'eggplant', 'chili']",0.43700000000000006
49245,kaffir,Q23091825,"['diamond', 'literary', 'work', 'play']",0.433
49250,kaffir,Q60788910,"['forest', 'village', 'india', 'village', 'india']",0.425
49237,kaffirs,Q1285250,"['kaffir', 'ethnic', 'slur', 'kaffer', 'cafri', 'k', 'word', 'kaffir', 'slur', 'used', 'refer', 'indigenous', 'black', 'people', 'south', 'derived', 'arabic', 'term', 'pagan']",0.62
49239,kaffirs,Q7585926,"['sri', 'lanka', 'kaffir', 'ethnic', 'group', 'ethnic', 'group']",0.384
49238,kaffirs,Q7398555,"['safed', 'posh', 'kaffir']",0.121
155233,lilliputian,Q2419953,"['person', 'short', 'stature', 'human', 'midget', 'kami', 'person', 'unusually', 'short', 'stature']",0.816
155237,lilliputian,Q649340,"['alice', 'wonderland', 'syndrome', 'psychopathological', 'syndrome', 'dysmetropsia', 'hallucination', 'syndrome', 'aiws', 'dysmetropsia', 'neuropsychological', 'condition']",0.684
155235,lilliputian,Q3224498,"['minuet', 'short', 'film', 'film', 'george', 'méliès']",0.455
155236,lilliputian,Q39037416,"['hitcher', 'television', 'series', 'episode', 'anime', 'television', 'series', 'episode', 'angel', 'invasion', 'episode', 'neon', 'genesis', 'evangelion']",0.44799999999999995
155234,lilliputian,Q28181146,"['opera', 'company', 'opera', 'company', 'series', 'professional', 'opera', 'troupe']",0.44299999999999995
155232,lilliputian,Q19106381,"['wishing', 'play', 'poem', 'poem']",0.336
155238,lilliputian,Q97788366,"['vauxhall', 'grotesque', 'border', 'room', 'hall', 'print', 'print', 'thomas', 'rowlandson', 'met']",0.317
155231,lilliputian,Q108507979,"['hitcher', 'podcast', 'episode', 'episode', 'podcast', 'commentary']",0.099
155229,lilliputians,Q64593875,"['gulliver', 'lilliputian', 'feature', 'film', 'live', 'action', 'animated', 'film', 'live', 'action', 'animated', 'film', 'albert', 'mourlain']",0.531
155228,lilliputians,Q2036245,"['cheese', 'lilliputian', 'london', 'restaurant', 'short', 'film', 'film', 'walter', 'booth']",0.446
155230,lilliputians,Q95681496,"['eva', 'jessie', 'mcbeath', 'actress', 'dance', 'judge', 'producer', 'amateur', 'play', 'pantomines', 'born', 'sister', 'carrie', 'mr', 'john', 'wyatt', 'olive', 'moore', 'mr', 'harry', 'eva', 'moore', 'toured', 'pollard', 'lilliputian', 'america', 'japa']",0.292
2072,low-income countries,Q116214238,"['forest', 'act']",
2071,low-income country,Q116214238,"['forest', 'act']",
1176,madras,Q19893450,"['musing', 'newspaper', 'english', 'language', 'newspaper', 'history', 'heritage', 'chennai', 'city']",0.8270000000000001
1177,madras,Q19966788,"['little', 'india', 'medan', 'human', 'geographic', 'territorial', 'entity', 'village', 'ethnic', 'enclave', 'north', 'sumatra', 'indonesia']",0.7879999999999999
1092,madras,Q106961031,"['state', 'alteration', 'name', 'act', 'act', 'parliament', 'india', 'act', 'parliament', 'india', 'renames', 'state', 'tamil', 'nadu', 'amends', 'constitution']",0.785
1297,madras,Q56344527,"['convocation', 'address', 'university', 'bombay', 'part', 'powell', 'article', 'second', 'convocation', 'address', 'university']",0.78
1847,madras,Q51395660,"['fern', 'southern', 'description', 'plate', 'fern', 'presidency', 'publication', 'madrasprinted', 'gantz', 'department', 'agriculture', 'national', 'agricultural', 'library', 'view', 'book']",0.765
1611,madras,Q107058759,"['letter', 'march', 'setting', 'regional', 'production', 'centre', 'calcutta', 'diverting', 'part', 'documentary', 'production', 'work', 'bombay', 'two', 'document', 'hong', 'kong', 'baptist', 'university', 'library', 'digital', 'scholarship', 'service', 'archival', 'document', 'official', 'film', 'folder', 'document', 'decentralisation', 'documentary', 'short', 'film', 'production', 'fd', 'setting', 'regional', 'production', 'centre', 'fd', 'calcutta']",0.764
2061,madras,Q94422016,"['india', 'diocese', 'protestant', 'church', 'record', 'familysearch', 'historical', 'record', 'digital', 'collection']",0.757
1275,madras,Q5256034,"['demographic', 'presidency', 'demographic', 'country', 'region', 'demographic', 'region']",0.7559999999999999
1902,madras,Q56370830,"['convocation', 'address', 'university', 'bombay', 'part', 'mayne', 'article', 'third', 'convocation', 'address', 'university']",0.755
1481,madras,Q98577846,"['city', 'municipal', 'corporation', 'second', 'amendment', 'act', 'act', 'president', 'india', 'act', 'president', 'india', 'amends', 'tamil', 'nadu', 'act']",0.752
140119,maroon,Q110143265,"['location', 'tropical', 'precipitation', 'idealized', 'atmospheric', 'general', 'circulation', 'model', 'forced', 'andes', 'topography', 'surface', 'heat', 'flux', 'thesis', 'elizabeth', 'allison', 'university', 'washington']",0.785
140137,maroon,Q14632167,"['culture', 'suriname', 'aspect', 'geographic', 'region']",0.774
140120,maroon,Q110143374,"['role', 'land', 'orography', 'precipitation', 'ocean', 'circulation', 'global', 'climate', 'model', 'doctoral', 'dissertation', 'elizabeth', 'university', 'washington']",0.764
140164,maroon,Q17379998,"['formation', 'formation', 'geologic', 'formation', 'colorado', 'united', 'state']",0.747
140306,maroon,Q62091856,"['time', 'done', 'slavery', 'resistance', 'defeat', 'trial', 'dominica']",0.721
140297,maroon,Q58214641,"['beret', 'military', 'beret', 'international', 'symbol', 'airborne', 'force']",0.71
140311,maroon,Q66322088,"['photographer', 'fred', 'naid', 'item', 'collection', 'exhibition', 'item', 'national', 'archive', 'record', 'holding']",0.691
140312,maroon,Q66322822,"['fred', 'photographer', 'naid', 'item', 'collection', 'exhibition', 'item', 'national', 'archive', 'record', 'holding']",0.691
140236,maroon,Q28548721,"['black', 'painting', 'painting', 'mark', 'rothko', 'tate']",0.691
140234,maroon,Q28548712,"['black', 'painting', 'painting', 'mark', 'rothko', 'tate']",0.691
139972,maroons,Q6127426,"['jamaican', 'maroon', 'ethnic', 'community', 'african', 'jamaican', 'maroon', 'leeward', 'maroon', 'windward', 'maroon', 'african', 'descendant', 'liberated', 'enslavement', 'formed', 'independent']",0.792
139777,maroons,Q112950919,"['social', 'medium', 'live', 'streaming', 'reaching', 'engaging', 'case', 'facebook', 'live', 'queensland', 'maroon', 'doctoral', 'thesis', 'doctoral', 'thesis', 'sarah', 'wymer', 'massey', 'university']",0.782
139788,maroons,Q1415423,"['quilombo', '𝚊𝚕𝚒á𝚜', '𝚊𝚕é𝚖', '𝚍𝚎', '𝚌𝚛𝚒𝚊𝚛', '𝚞𝚖𝚊', '𝚏𝚊𝚣𝚎𝚗𝚍𝚊', '𝚊𝚘𝚗𝚍𝚎', '𝚙𝚘𝚍𝚒𝚊𝚜', '𝚜𝚎𝚛', '𝚎𝚜𝚌𝚛𝚊𝚟𝚒𝚣𝚊𝚍𝚘', '𝚎𝚕𝚎𝚜', '𝚜𝚊í𝚛𝚊𝚖', '𝚍', 'brazilian', 'hinterland', 'human', 'settlement', 'founded', 'people', 'african', 'origin', 'including', 'quilombolas', 'maroon']",0.7709999999999999
139938,maroons,Q445485,"['maroon', 'ethnic', 'group', 'group', 'human', 'dictionary', 'page', 'wikipedia', 'african', 'refugee', 'escaped', 'slavery', 'america', 'descendant']",0.743
139747,maroons,Q107350976,"['material', 'beginning', 'saramaka', 'maroon', 'archaeological', 'investigation', 'version', 'edition', 'translation', 'dissertation', 'dissertation', 'cheryl', 'ngwenyama', 'white']",0.736
139981,maroons,Q6127428,"['jamaican', 'maroon', 'sierra', 'leone', 'isolated', 'human', 'group', 'ethnic', 'group']",0.698
139736,maroons,Q101413681,"['queenslanders', 'human', 'population', 'australian', 'inhabitant', 'queensland', 'resident', 'banana', 'bender', 'banana', 'bender', 'cane', 'toad', 'maroon', 'resident', 'queensland', 'australia']",0.6659999999999999
139818,maroons,Q1903204,"['bushinengue', 'ethnic', 'group', 'maroon', 'surinamese', 'maroon', 'marrons', 'businenge', 'ethnic', 'group', 'enslaved', 'african', 'origin']",0.659
139755,maroons,Q108540274,"['maroon', 'people', 'wikimedia', 'category', 'wikimedia', 'category']",0.624
139739,maroons,Q105429488,"['fighting', 'maroon', 'basketball', 'player', 'wikimedia', 'category', 'wikimedia', 'category']",0.619
25236,medicine man,Q266750,"['medicine', 'man', 'profession', 'healer', 'religious', 'leader', 'medicine', 'woman', 'medicine', 'man', 'native', 'american', 'traditional', 'healer', 'spiritual', 'leader']",0.892
25212,medicine man,Q111642613,"['walker', 'medicine', 'assimilative', 'healthcare', 'oglala', 'healing', 'pine', 'ridge', 'reservation', 'thesis', 'thesis']",0.8079999999999999
25195,medicine man,Q109499757,"['medicine', 'man', 'exhibition', 'wellcome', 'collection', 'exhibition']",0.7929999999999999
25194,medicine man,Q104853010,"['bawlpu', 'medicine', 'man', 'priest', 'traditional', 'mizo', 'village']",0.772
25229,medicine man,Q20486967,"['medicine', 'man', 'performing', 'mystery', 'dying', 'man', 'painting', 'painting', 'george', 'catlin']",0.7659999999999999
25279,medicine man,Q79341162,"['medicine', 'man', 'patient', 'painting', 'painting', 'allan', 'bushyhead']",0.76
25219,medicine man,Q17516119,"['györgy', 'szabó', 'human', 'uncle', 'gyuri', 'szabó', 'medicine', 'man', 'bükk', 'hungarian', 'naturopath']",0.752
25278,medicine man,Q79340213,"['medicine', 'man', 'guide', 'painting', 'painting', 'olaf', 'carl', 'seltzer']",0.748
25272,medicine man,Q79307444,"['medicine', 'man', 'patient', 'painting', 'painting', 'woodrow', 'wilson', 'crumbo']",0.747
25269,medicine man,Q7750877,"['medicine', 'man', 'literary', 'work', 'short', 'story']",0.742
25193,medicine men,Q79924032,"['medicine', 'men', 'curing', 'sick', 'textile', 'textile', 'unknown', 'artist']",0.763
25187,medicine men,Q54641544,"['chinese', 'medicine', 'consumer', 'culture', 'china', 'southeast', 'asia', 'literary', 'work', 'cochran', 'sherman']",0.7390000000000001
25186,medicine men,Q51442135,"['annual', 'ceremony', 'pawnee', 'medicine', 'men', 'publication', 'chicago', 'museum', 'natural', 'field', 'museum', 'natural', 'history', 'library']",0.711
25189,medicine men,Q67625494,"['modern', 'indian', 'medicine', 'men', 'naid', 'item', 'collection', 'exhibition', 'item', 'national', 'archive', 'record', 'holding']",0.705
25190,medicine men,Q7750878,"['medicine', 'men', 'musical', 'group', 'louisiana', 'american', 'music', 'production', 'group', 'new', 'orleans', 'louisiana']",0.7020000000000001
25185,medicine men,Q30441244,"['ralph', 'samantha', 'medicine', 'men', 'musical', 'group']",0.67
25192,medicine men,Q79924009,"['two', 'medicine', 'men', 'textile', 'textile', 'unknown', 'artist']",0.65
25188,medicine men,Q64156076,"['victoria', 'chipps', 'horn', 'chipps', 'lineage', 'medicine', 'men', 'birthday', 'great', 'grand', 'daughter', 'photograph', 'photograph', 'national', 'gallery', 'art', 'nga']",0.645
25191,medicine men,Q7750879,"['medicine', 'men', 'television', 'series', 'episode', 'episode', 'avenger']",0.49700000000000005
25184,medicine men,Q114534706,"['medicine', 'men', 'television', 'series', 'episode', 'episode', 'mod', 'squad']",0.452
71880,mestizo,Q4974225,"['bronze', 'race', 'racial', 'classification', 'used', 'since', 'early', 'century', 'latin', 'american', 'writer', 'refer', 'population', 'arose', 'america', 'arrival', 'latin', 'european', 'colonist', 'intermingling', 'new', 'amerindian', 'people']",0.6990000000000001
71859,mestizo,Q15309715,"['people', 'descent', 'wikimedia', 'category', 'wikimedia', 'category']",0.657
71861,mestizo,Q15355263,"['people', 'descent', 'wikimedia', 'category', 'wikimedia', 'category']",0.657
71854,mestizo,Q107342119,"['relationship', 'internally', 'externally', 'generated', 'violence', 'andean', 'colombian', 'community', 'doctoral', 'thesis', 'doctoral', 'thesis', 'santiago', 'alvarez']",0.654
71849,mestizo,Q106713,"['casta', 'multiracial', 'people', 'mestiza', 'indo', 'mestiza', 'mestiza', 'mestizaje', 'mestiso', 'spanish', 'term', 'denote', 'person', 'european', 'indigenous', 'american', 'ancestry']",0.6509999999999999
71884,mestizo,Q57234140,"['genomics', 'race', 'mixture', 'nation', 'science', 'latin', 'america', 'version', 'edition', 'translation']",0.638
71875,mestizo,Q3088076,"['ladino', 'people', 'mix', 'hispanicized', 'people', 'latin', 'america', 'principally', 'central', 'america']",0.638
71885,mestizo,Q57234154,"['disappearing', 'configuring', 'difference', 'colonial', 'new', 'kingdom', 'granada', 'version', 'edition', 'translation']",0.637
71877,mestizo,Q4300428,"['sangley', 'isolated', 'human', 'group', 'sangley', 'sanele', 'shinga']",0.63
71857,mestizo,Q112902331,"['locating', 'intellectual', 'race', 'class', 'mariátegui', 'arguedas', 'gutiérrez', 'doctoral', 'thesis', 'doctoral', 'thesis', 'francisca', 'da', 'gama', 'university', 'auckland']",0.596
71834,mestizos,Q106713,"['mestizo', 'casta', 'multiracial', 'people', 'mestiza', 'indo', 'mestizo', 'mestizo', 'mestiza', 'mestiza', 'mestizaje', 'mestiso', 'spanish', 'term', 'denote', 'person', 'european', 'indigenous', 'american', 'ancestry']",0.6509999999999999
71843,mestizos,Q6011525,"['mestizo', 'castas', 'new', 'spain', 'ethnic', 'group', 'residency', 'mestizo', 'casta', 'mixed', 'ethnic', 'group', 'spanich', 'colonial', 'america']",0.597
71844,mestizos,Q60188605,"['indian', 'mestizo', 'reshaping', 'justice', 'social', 'hierarchy', 'political', 'culture', 'colonial', 'peru', 'non', 'fiction', 'work', 'non', 'fiction', 'book']",0.583
71835,mestizos,Q16151565,"['mestizo', 'united', 'state', 'ethnic', 'group', 'residency', 'mestizo', 'hispanic', 'latino', 'american', 'ethnic', 'group']",0.563
71837,mestizos,Q20141564,"['ejido', 'matlapa', 'mestizo', 'human', 'settlement', 'human', 'settlement', 'mexico']",0.556
71839,mestizos,Q23686436,"['punta', 'mestizo', 'peninsula', 'peninsula', 'córdoba', 'department', 'colombia']",0.498
71836,mestizos,Q18343999,"['mestizo', 'venezuela', 'ethnic', 'group', 'mestizo', 'venezuelan', 'venezuelan', 'ethnic', 'group']",0.489
71838,mestizos,Q23686434,"['isla', 'mestizo', 'island', 'island', 'colombia']",0.473
71841,mestizos,Q6011515,"['mestizo', 'mexico', 'ethnic', 'group', 'mestizo', 'mexican', 'ethnic', 'group']",0.47
71842,mestizos,Q6011523,"['mestizo', 'musical', 'group', 'spanish', 'rock', 'band']",0.385
186807,metis,Q6950150,"['métis', 'alberta', 'aspect', 'geographic', 'region', 'alberta', 'descendant', 'mixed', 'indigenous', 'people', 'european', 'family']",0.8240000000000001
186753,metis,Q51510253,"['new', 'specie', 'fossil', 'sponge', 'little', 'province', 'quebec', 'canada', 'publication', 'montreal', 'view', 'book']",0.7979999999999999
186747,metis,Q4763645,"['anglo', 'métis', 'ethnic', 'group', 'métis', 'anglo', 'countryborn', 'black', 'scot', 'native', 'english', 'century', 'community', 'métis', 'people', 'canada']",0.797
186751,metis,Q51437674,"['additional', 'note', 'fossil', 'sponge', 'organic', 'remains', 'quebec', 'group', 'little', 'lower', 'lawrence', 'publication', 'ottawa', 'view', 'book']",0.792
186808,metis,Q6950152,"['métis', 'united', 'state', 'ethnic', 'group', 'métis', 'people', 'indigenous', 'american', 'mixed', 'ancestry']",0.779
186810,metis,Q72698025,"['eastern', 'tribal', 'indian', 'society', 'maine', 'historical', 'society', 'historical', 'society', 'maine', 'united', 'state']",0.775
186800,metis,Q6950139,"['métis', 'nation', 'british', 'columbia', 'political', 'organization', 'nation', 'british', 'columbia', 'canadian', 'organization', 'representing', 'métis', 'people']",0.772
186752,metis,Q51479329,"['fossil', 'sponge', 'organic', 'remains', 'quebec', 'group', 'little', 'publication', 'montreal', 'view', 'book']",0.765
186815,metis,Q7914227,"['vancouver', 'métis', 'community', 'association', 'vancouver', 'community', 'association', 'métis', 'community', 'organization', 'canada']",0.759
186754,metis,Q51513767,"['new', 'specie', 'fossil', 'sponge', 'siluro', 'cambrian', 'little', 'lower', 'lawrence', 'publication', 'view', 'book']",0.754
59138,mohammedan,Q2367463,"['word', 'formerly', 'common', 'term', 'referring', 'islam']",0.723
59124,mohammedan,Q113493444,"['chinese', 'group', 'chair', 'bearer', 'postcard', 'missionary', 'postcard', 'society', 'propagation', 'gospel']",0.722
59166,mohammedan,Q99222909,"['catholic', 'encyclopedia', 'confraternities', 'encyclopedia', 'article']",0.648
59145,mohammedan,Q4274182,"['muslim', 'cemetery', 'islamic', 'cemetery', 'cemetery', 'muslim', 'cemetery', 'ufa', 'bashkortostan', 'russia']",0.622
59153,mohammedan,Q60755390,"['literary', 'society', 'organization']",0.619
59116,mohammedan,Q104968492,"['catalogue', 'ivory', 'carving', 'christian', 'era', 'example', 'art', 'carving', 'bone', 'department', 'british', 'mediaeval', 'antiquity', 'ethnography', 'british', 'museum', 'museum', 'catalogue']",0.584
59135,mohammedan,Q19094101,"['system', 'theology']",0.5579999999999999
59123,mohammedan,Q113473641,"['pagan', 'survival', 'civilisation', 'review', 'review', 'zeitschrift', 'für', 'sozialforschung']",0.524
59152,mohammedan,Q58366626,"['handbook', 'decorative', 'dimand', 'academic', 'journal', 'article']",0.522
59144,mohammedan,Q42193074,"['conquest', 'egypt', 'north', 'africa', 'creative', 'work']",0.51
59099,mohammedans,Q113493444,"['chinese', 'group', 'mohammedan', 'chair', 'bearer', 'postcard', 'missionary', 'postcard', 'society', 'propagation', 'gospel']",0.722
59102,mohammedans,Q63314480,"['travel', 'arabia', 'comprehending', 'account', 'territory', 'hedjaz', 'mohammedan', 'regard', 'sacred', 'edition', 'version', 'edition', 'translation', 'edition', 'book', 'john', 'lewis', 'burckhardt']",0.695
59100,mohammedans,Q19024563,"['prayer', 'mohammedan', 'everywhere']",0.636
59101,mohammedans,Q19024567,"['prayer', 'mohammedan']",0.516
59168,mongoloid,Q11410826,"['proto', 'historical', 'term', 'used', 'refer', 'sub', 'type', 'race', 'classified', 'william', 'howells']",0.794
59182,mongoloid,Q19891911,"['indo', 'people', 'assam', 'ethnic', 'group', 'group', 'people', 'historically', 'migrated', 'india']",0.7090000000000001
59167,mongoloid,Q1135825,"['epicanthic', 'fold', 'class', 'anatomical', 'entity', 'class', 'disease', 'facial', 'feature', 'skin', 'fold', 'canthal', 'anomaly', 'anatomical', 'line', 'eyelid', 'particular', 'anatomical', 'entity', 'epicanthal', 'fold', 'palpebronasal', 'fold', 'fold', 'epicanthus', 'eye', 'fold', 'fold', 'upper', 'eye', 'lid']",0.705
59172,mongoloid,Q11500981,"['neo', 'race', 'human', 'categorization']",0.649
59184,mongoloid,Q207912,"['ethnic', 'group', 'ethnicity']",0.649
59183,mongoloid,Q20255706,"['mongoloidi', 'translated', 'finnisn', 'language', 'version']",0.564
59186,mongoloid,Q8546951,"['wikimedia', 'category', 'wikimedia', 'category']",0.544
59185,mongoloid,Q6899769,"['musical', 'work', 'composition', 'original', 'song', 'written', 'composed', 'gerald', 'recorded', 'released', 'devo']",0.516
59178,mongoloid,Q116457612,"['jocko', 'homo', 'single', 'release', 'booji', 'boy', 'record', 'jocko', 'homo', 'u', 'single', 'booji', 'boy', 'record']",0.406
59173,mongoloid,Q116457597,"['music', 'track', 'vocal', 'vocal', 'track', 'studio', 'recording']",0.361
8657,moor,Q17674904,"['rock', 'one', 'large', 'cup', 'mark', 'south', 'slope', 'high', 'black', 'hill', 'east', 'shooting', 'shelter', 'middleton', 'enclosur', 'archaeological', 'site', 'archaeological', 'site', 'middleton', 'harrogate', 'england', 'uk']",0.7859999999999999
8663,moor,Q17676165,"['round', 'barrow', 'grimston', 'north', 'east', 'black', 'gill', 'plantation', 'round', 'barrow', 'round', 'barrow', 'grimstone', 'ryedale', 'england', 'uk']",0.78
7645,moor,Q17676206,"['round', 'barrow', 'grimston', 'north', 'east', 'black', 'gill', 'plantation', 'round', 'barrow', 'round', 'barrow', 'grimstone', 'ryedale', 'england', 'uk']",0.78
7616,moor,Q17664967,"['carved', 'rock', 'within', 'large', 'enclosure', 'north', 'east', 'badger', 'way', 'stoop', 'barningham', 'petroglyph', 'petroglyph', 'barningham', 'county', 'durham', 'england', 'uk']",0.779
5569,moor,Q17658212,"['white', 'cross', 'boundary', 'marker', 'known', 'fat', 'betty', 'danby', 'wayside', 'cross', 'white', 'cross', 'south', 'white', 'cross', 'wayside', 'cross', 'boundary', 'danby', 'rosedale', 'east', 'side', 'westerdale', 'north', 'yorkshire', 'england', 'uk']",0.777
9559,moor,Q17663228,"['round', 'barrow', 'gerrick', 'one', 'four', 'known', 'robin', 'butt', 'north', 'west', 'black', 'beck', 'swang', 'round', 'barrow', 'round', 'barrow', 'lockwood', 'redcar', 'cleveland', 'england', 'uk']",0.7759999999999999
7136,moor,Q17664853,"['round', 'barrow', 'ugthorpe', 'known', 'loose', 'howe', 'south', 'west', 'day', 'well', 'house', 'round', 'barrow', 'round', 'barrow', 'ugthorpe', 'scarborough', 'england', 'uk']",0.774
8653,moor,Q17674636,"['upper', 'slatesike', 'lead', 'mine', 'ore', 'work', 'north', 'east', 'black', 'dub', 'mine', 'alston', 'united', 'kingdom']",0.77
9563,moor,Q17664962,"['carved', 'rock', 'stang', 'forest', 'boundary', 'wall', 'woodclose', 'gill', 'south', 'east', 'far', 'east', 'hope', 'barningham', 'petroglyph', 'petroglyph', 'hope', 'county', 'durham', 'england', 'uk']",0.765
7114,moor,Q17649263,"['round', 'cairn', 'ssw', 'white', 'stone', 'circle', 'round', 'cairn', 'round', 'cairn', 'south', 'tawton', 'west', 'devon', 'england', 'uk']",0.7609999999999999
4190,moors,Q26441671,"['north', 'york', 'moor', 'railway', 'lime', 'coal', 'cell', 'attached', 'southern', 'end', 'goathland', 'station', 'building', 'building', 'goathland', 'scarborough', 'north', 'yorkshire', 'uk']",0.727
4530,moors,Q98596477,"['moorish', 'style', 'art', 'style', 'based', 'architecture', 'decorative', 'art', 'muslim', 'inhabitant', 'moor', 'north', 'west', 'africa', 'century', 'southern', 'spain']",0.716
4356,moors,Q49051413,"['moor', 'mountain', 'mountain', 'mountain', 'montana', 'united', 'state', 'america']",0.715
4381,moors,Q5884558,"['holt', 'heath', 'common', 'land', 'heath', 'holt', 'heath', 'dorset', 'holt', 'west', 'moor', 'heath', 'sssi', 'common', 'land', 'dorset', 'united', 'kingdom']",0.715
4211,moors,Q26469141,"['north', 'york', 'moor', 'railway', 'bridge', 'number', 'attached', 'abutment', 'wall', 'building', 'building', 'goathland', 'scarborough', 'north', 'yorkshire', 'uk']",0.701
4383,moors,Q59642905,"['revegetation', 'severely', 'burnt', 'heather', 'moorland', 'north', 'york', 'moor', 'national', 'park', 'thesis', 'doctoral', 'thesis', 'bridge']",0.698
4508,moors,Q84998635,"['retaining', 'wall', 'bounding', 'churchyard', 'st', 'church', 'west', 'south', 'half', 'east', 'side', 'including', 'gate', 'pier', 'south', 'west', 'corner', 'wall', 'thornton', 'le', 'moor', 'cheshire', 'uk']",0.69
4100,moors,Q17540894,"['north', 'york', 'moor', 'railway', 'pedestrian', 'subway', 'approximately', 'metre', 'long', 'architectural', 'structure', 'architectural', 'structure', 'grosmont', 'scarborough', 'england', 'uk']",0.6890000000000001
4526,moors,Q96373805,"['border', 'moor', 'forest', 'nca', 'upland', 'plateau', 'far', 'northern', 'england']",0.6859999999999999
4494,moors,Q79928890,"['andalusia', 'time', 'moor', 'right', 'side', 'print', 'print', 'eugène', 'grasset', 'french']",0.6859999999999999
70558,mulatto,Q191923,"['historical', 'race', 'concept', 'human', 'mulattress', 'mulato', 'mulatta', 'mulata', 'racial', 'classification']",0.7290000000000001
70567,mulatto,Q5193390,"['cultural', 'highly', 'educated', 'black', 'person', 'according', 'trey', 'elli']",0.69
70554,mulatto,Q15259470,"['people', 'descent', 'wikimedia', 'category', 'wikimedia', 'category']",0.69
70574,mulatto,Q64277831,"['register', 'black', 'communicant', 'showing', 'status', 'black', 'free', 'unfree', 'name', 'owner', 'case', 'unfree', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.6759999999999999
70550,mulatto,Q115534652,"['ohio', 'black', 'code', 'ohio', 'black', 'code', 'ohio', 'black', 'code', 'section', 'enacted', 'general', 'assembly', 'state', 'ohio', 'first', 'day', 'june', 'black', 'person', 'shall', 'permitted', 'settle', 'reside', 'state', 'unless', 'shall']",0.6509999999999999
70557,mulatto,Q19022984,"['little', 'free', 'literary', 'work', 'short', 'story']",0.643
70552,mulatto,Q115997244,"['dismantling', 'tragic', 'interrogating', 'racial', 'authenticity', 'genre', 'black', 'motherhood', 'african', 'american', 'fiction', 'doctor', 'philosophy', 'thesis', 'doctoral', 'thesis', 'gyasi', 'byng', 'francisco', 'university', 'rochester']",0.632
70578,mulatto,Q7832650,"['tragic', 'stock', 'character', 'stereotypical', 'fictional', 'character', 'century', 'american', 'literature']",0.618
70556,mulatto,Q18156653,"['mountain', 'mountain', 'mountain', 'united', 'state', 'america']",0.599
70568,mulatto,Q55091222,"['horse', 'horse']",0.5760000000000001
70533,mulattoes,Q31501365,"['enquiry', 'concerning', 'intellectual', 'moral', 'faculty', 'literature', 'negro', 'enquiry', 'concerning', 'intellectual', 'moral', 'faculty', 'literature', 'negro', 'followed', 'account', 'life', 'work', 'fifteen', 'negro', 'mulatto', 'distinguished', 'science', 'literature', 'art']",0.636
