,term,entity_id,text_1,text_2,text_3,text_4,text_5
740,indo,Q4342542,Paleo-European languages,,"(Mainly ancient) languages of Europe not included in Indo-European, Uralic, Turkic or Semitic.",[],[]
741,indo,Q792316,Ancient Belgian,"['Belgian language', 'Belgian']","hypothetical extinct Indo-European language, spoken in Belgica (northern Gaul) in late prehistory",['extinct language'],['Indo-European']
742,indo,Q1661685,Indo-Sassanids,,['Branch of Sasanian Persians ruling Bactria (c.230–c.365)'],"['historical country', 'civilization']",[]
743,indo,Q2453813,Indo-Iranians,"['Indo-Iranian cultures', 'Indo-Iranic', 'Arya', 'Indo-Iranian peoples']",['various peoples speaking these languages'],['people'],['Indo-Aryan peoples']
747,indos,Q6026682,Indos in colonial history,,['Eurasian people of mixed Indonesian and European descent'],[],[]
748,indos,Q18340488,Indus,['Indos'],['mythological king of Scythia'],"['mythological Greek character', 'human who may be fictional']",[]
749,indos,Q18340494,Indus,['Indos'],['Indian hero in Greek mythology'],['mythological Greek character'],[]
750,indos,Q5972237,INDOS,['Indian National Database of Seafarers'],['Indian seafarers database'],[],[]
751,indos,Q51443863,"Aromatvm, et simplicivm aliqvot medicamentorvm apvd Indos nascentivm historia: primùm quidem Lusitanica lingua per dialogos",,"['Antverpiæe :ex officina Plantiniana, apud viduam, & Ionnem Moretum,1593. | Missouri Botanical Garden, Peter H. Raven Library View Book']",['publication'],[]
752,indos,Q6026685,Indos in pre-colonial history,,,[],[]
753,inuit,Q189975,Inuit,"['Inuk', 'Inuits']",['group of peoples of Arctic North America'],"['ethnic group', 'people']","['Eskimo', 'Indigenous people in Canada']"
754,inuit,Q642019,Caribou Inuit,,['ethnic group living in northern regions of Canada'],['ethnic group'],[]
755,inuit,Q603749,Dorset culture,"['Dorset Tradition', 'Kalaallit Nunaat']",Paleo-Eskimo culture (500 BCE–1500 CE) that preceded the Inuit in the Arctic of North America,['archaeological culture'],[]
756,inuit,Q25705896,Inuit clothing,,['traditional costume of the Inuit peoples'],[],"['clothing of indigenous peoples of North America', 'traditional costume']"
758,inuit,Q2714194,Inuit culture,,['culture of the Inuit in the Arctic and Subarctic region'],[],"['culture', 'indigenous cultures of the Americas']"
760,inuit,Q7198347,Inuit music,['Pisik'],['music genre'],"['music by ethnic group', 'music genre']","['indigenous music of North America', 'music of Canada']"
761,inuit,Q6059247,Inuit doll,,"['dolls made by indigenous people of Arctic areas of Alaska, Canada, and Greenland']",[],[]
762,inuit,Q27824520,Inuit reserved land,,['territory reserved for the inuits of Quebec'],[],"['census subdivision', 'lands inhabited by indigenous peoples', 'local municipality of Quebec']"
763,inuit,Q17036301,West Greenlandic Pidgin,,extinct Greenlandic-based contact language once used between the Inuit of Greenland and European traders,['pidgin'],[]
764,inuit,Q1671647,Inuktun,"['North Greenlandic', 'Inuktun language']",Inuit language of northwestern Greenland,['dialect'],['Eastern Canadian Inuktitut']
765,inuits,Q189975,Inuit,"['Inuk', 'Inuits']",['group of peoples of Arctic North America'],"['ethnic group', 'people']","['Eskimo', 'Indigenous people in Canada']"
766,inuits,Q27824520,Inuit reserved land,,territory reserved for the inuits of Quebec,[],"['census subdivision', 'lands inhabited by indigenous peoples', 'local municipality of Quebec']"
767,inuits,Q4532729,eskimology,"['inuitology', 'arctic studies']",complex of humanities sciences relating to Eskimos (Inuits),['area studies'],[]
768,inuits,Q66062734,The Role of Traditional or Western Diet in the TBC1D4 Gene on Glucose Homeostasis in Greenland Inuits,,['clinical trial'],['clinical trial'],[]
769,kaffir,Q1285250,kaffir,"['kaffer', 'cafri', 'the k-word', 'Kaffirs']","['a slur used to refer to indigenous black people in South Africa; derived from the Arabic term for ""unbeliever"", i.e. pagan']",['ethnic slur'],[]
770,kaffir,Q3607819,alastrim,"['Kaffir-pox', 'white pox', 'variola minor', 'Alastrim (disorder)', 'Variola minor', 'cottonpox', 'milkpox', 'whitepox', 'Alastrim']",['milder form of smallpox'],['class of disease'],['smallpox']
771,kaffir,Q2905047,sorghum beer,"['millet beer', 'dolo', 'chapalo', 'tchapalo', 'kaffir beer', 'bantu beer', 'utshwala', 'Millet beer']",['beer originating in sub-Sahara Africa'],[],['alcoholic beverage']
772,kaffir,Q60788910,Kaffir Forest,,['village in India'],['village in India'],[]
773,kaffir,Q60788914,Kaffir Khasmahal,,['village in India'],['village in India'],[]
774,kaffir,Q582594,Xhosa Wars,"['Cape Frontier Wars', 'Kaffir Wars']",['series of conflicts'],['conflict'],[]
775,kaffir,Q6345995,Kaeng pa,"['forest curry', 'jungle curry']","spicy and watery curry variety from the forested areas of Thailand; lacks coconut milk; includes kaffir lime peel and leaves, lemongrass, green peppercorn, galangal, garlic, pea eggplant, and chili",[],['Thai curry']
776,kaffir,Q6346098,Kaffir Folk-lore,,,['literary work'],[]
777,kaffir,Q23091825,The Kaffir Diamond,,['play'],['literary work'],[]
778,kaffir,Q109985387,A Kaffir Village,,['watercolour by Samuel Daniell'],['watercolor painting'],[]
779,kaffirs,Q1285250,kaffir,"['kaffer', 'cafri', 'the k-word', 'Kaffirs']","['a slur used to refer to indigenous black people in South Africa; derived from the Arabic term for ""unbeliever"", i.e. pagan']",['ethnic slur'],[]
780,kaffirs,Q7585926,Sri Lanka Kaffirs,,['Ethnic group'],['ethnic group'],[]
781,kaffirs,Q7398555,Safed-Posh Kaffirs,,,[],[]
782,lilliputian,Q2419953,person of short stature,"['Lilliputian', 'midget (Kami)']",['person of unusually short stature'],[],['human']
783,lilliputian,Q649340,Alice in Wonderland syndrome,"['lilliputian hallucinations', ""Todd's syndrome"", 'AiWS', 'dysmetropsia']",['neuropsychological condition'],['psychopathological syndrome'],['dysmetropsia']
784,lilliputian,Q28181146,Pollard’s Lilliputian Opera Company,,"[""series of professional children's opera troupes""]",['opera company'],[]
785,lilliputian,Q39037416,Lilliputian Hitcher,['Angel Invasion'],['1995 episode 13 of Neon Genesis Evangelion'],"['television series episode', 'anime television series episode']",[]
786,lilliputian,Q19106381,To The Same. On Her Wishing To Have A Lilliputian To Play With.,,['poem'],['poem'],[]
787,lilliputian,Q3224498,The Lilliputian Minuet,,['1905 film by Georges Méliès'],['short film'],[]
788,lilliputian,Q97788366,"A Lilliputian Vauxhall, Grotesque Borders for Rooms & Halls",,"['print by Thomas Rowlandson (MET, 59.533.1276)']",['print'],[]
789,lilliputian,Q108507979,Lilliputian Hitcher,,['13th episode of podcast Evangelion: A Commentary'],['podcast episode'],[]
790,lilliputians,Q64593875,Gulliver and the Lilliputians,,['1923 live-action/animated film by Albert Mourlain'],"['feature film', 'live-action/animated film']",[]
791,lilliputians,Q2036245,"Cheese Mites; or, Lilliputians in a London Restaurant",,['1901 film by Walter R. Booth'],['short film'],[]
792,lilliputians,Q95681496,Eva Jessie McBeath,,"(1892–1978) Actress, dance judge, and producer of amateur plays, pantomines and operas. Born in Australia; sister of Carrie (Mrs John Wyatt) and Olive Moore (Mrs Harry Barrett). As Eva Moore she toured with the Pollard Lilliputians in America, Japa",['human'],[]
793,madras,Q1352,Chennai,['Madras'],"['megacity and capital of Tamil Nadu, India']","['city', 'big city', 'million city', 'state capital', 'business cluster']",[]
794,madras,Q286536,Corporation of Chennai,"['Madras Corporation', 'Corporation of Madras', 'Chennai Corporation']",['municipal corporation for Chennai City'],['municipal corporation in India'],[]
796,madras,Q257382,Chennai Central railway station,"['Madras Central', 'Puratchi Thalaivar Dr. M. G. Ramachandran Central railway station', 'Puratchi Thalaivar Dr M G Ramachandran Central railway station', 'Chennai Central station', 'MGR railway station']","['railway terminus in the city of Chennai, Tamil Nadu, India']",['railway station'],[]
797,madras,Q63246173,"Madras Herbarium, Botanical Survey of India, Southern Regional Centre, Tamil Nadu Agricultural University Campus at Coimbatore, Coimbatore, Tamil Nadu, India",,,['organization'],[]
798,madras,Q49478269,City of Madras Park,,"['park in Denver, Colorado, United States of America']",['park'],[]
799,madras,Q10853395,Madras Municipal Airport,['MDJ'],"['airport in Oregon, United States of America']",['airport'],[]
800,madras,Q65959672,"State Bank of India, Madras Road branch",,,['State Bank of India branch'],[]
801,madras,Q65956219,"State Bank of India, Iit, Madras branch",,"['Branch of State Bank of India at Iit, Madras']",['State Bank of India branch'],[]
803,madras,Q502670,Chennai International Airport,"['Madras International Airport', 'Anna International Terminal', 'Kamraj Domestic Terminal', 'Meenambakkam Airport', 'MAA', 'VOMM', 'CHENNAI', 'Madras Airport']","['airport in Chennai, India']","['international airport', 'airport', 'commercial traffic aerodrome']",[]
805,madras,Q65996060,"State Bank of India, Madras University branch","['SBI, Madras University branch']",,['State Bank of India branch'],[]
807,maroon,Q14632167,Maroon culture in Suriname,,,['aspect in a geographic region'],[]
808,maroon,Q8756345,Category:People of Jamaican Maroon descent,,['Wikimedia category'],['Wikimedia category'],[]
809,maroon,Q1542741,Palmares,,maroon community of escaped slaves in colonial Brazil,"['historical country', 'quilombo']",[]
810,maroon,Q17379998,Maroon Formation,,"['geologic formation in Colorado, United States']",['formation'],[]
811,maroon,Q110143374,The Roles of Land and Orography On Precipitation and Ocean Circulation in Global Climate Models,,"doctoral dissertation by Elizabeth A. Maroon, University of Washington, 2016","['doctoral thesis', 'written work']",[]
812,maroon,Q110143265,The Location of Tropical Precipitation in Idealized Atmospheric General Circulation Models Forced With Andes Topography and Surface Heat Fluxes,,"master's thesis by Elizabeth Allison Maroon, University of Washington, 2013","[""master's thesis"", 'written work']",[]
813,maroon,Q48815098,Maroon State School and Maroon War Memorial,,"['historic site in Queensland, Australia']",[],[]
814,maroon,Q2659044,Businenge Tongo,"['Eastern Maroon Creole', 'Nenge']",,"['creole language', 'language', 'modern language']",['English-based creole languages']
815,maroon,Q49900146,East Maroon Creek,,"['natural watercourse in Pitkin County, Colorado, United States of America']",['natural watercourse'],[]
816,maroon,Q1093206,Jamaican Maroon spirit-possession language,,['language'],['sacred language'],[]
817,maroons,Q6127426,Jamaican Maroons,"['Leeward Maroons', 'Windward Maroons']",['Africans and their descendants who liberated themselves from enslavement and formed independent settlements.'],['ethnic community'],"['African Jamaican', 'maroons']"
820,maroons,Q445485,maroons,,"['African refugees who escaped from slavery in the Americas, and their descendants']","['ethnic group', 'group of humans', 'dictionary page in Wikipedia']",[]
821,maroons,Q1415423,quilombo,['𝚊𝚕𝚒á𝚜 𝚊𝚕é𝚖 𝚍𝚎 𝚌𝚛𝚒𝚊𝚛 𝚞𝚖𝚊 𝚏𝚊𝚣𝚎𝚗𝚍𝚊 𝚊𝚘𝚗𝚍𝚎 𝚙𝚘𝚍𝚒𝚊𝚜 𝚜𝚎𝚛 𝚎𝚜𝚌𝚛𝚊𝚟𝚒𝚣𝚊𝚍𝚘 𝚎𝚕𝚎𝚜 𝚜𝚊í𝚛𝚊𝚖 𝚍'],"Brazilian hinterland human settlement founded by people of African origin including the Quilombolas, or Maroons",['community'],"['human settlement', 'social movement']"
822,maroons,Q6127428,Jamaican Maroons in Sierra Leone,,['ethnic group'],['isolated human group'],[]
823,maroons,Q1903204,Bushinengue,"['Surinamese Maroons', 'Marrons', 'Businenge']",['Ethnic group of enslaved African origin'],['ethnic group'],['maroons']
824,maroons,Q112950919,Social media and live streaming : reaching and engaging fans? : the case of Facebook Live and the Queensland Maroons,,['2019 doctoral thesis by Sarah Wymer at Massey University'],['doctoral thesis'],[]
825,maroons,Q107350976,Material beginnings of the Saramaka Maroons : an archaeological investigation,,['dissertation by  Cheryl Ngwenyama White'],"['version, edition, or translation', 'dissertation']",[]
826,maroons,Q101413681,Queenslanders,"['Queensland residents', 'Banana-Benders', 'Banana Benders', 'Cane Toads', 'Maroons']","['residents of Queensland, Australia']",['human population'],"['Australians', 'inhabitant']"
827,maroons,Q108540274,Category:Toledo Maroons people,,['Wikimedia category'],['Wikimedia category'],[]
828,maroons,Q8609501,Category:Maroons (people),,['Wikimedia category'],['Wikimedia category'],[]
829,medicine man,Q266750,medicine man,"['medicine woman', 'medicine-man']",['Native American traditional healer and spiritual leader'],['profession'],"['healer', 'religious leader']"
830,medicine man,Q111642613,"Dr. Walker, Medicine Man: Assimilative Healthcare and Oglala Healing at Pine Ridge Reservation, 1896–1914",,"[""master's thesis""]","[""master's thesis""]",[]
831,medicine man,Q104853010,Bawlpu,,medicine man and priest in traditional Mizo village,[],[]
832,medicine man,Q6144422,James Trosper,,native American medicine man,['human'],[]
833,medicine man,Q109499757,Medicine Man,,['Wellcome Collection exhibition'],['exhibition'],[]
834,medicine man,Q20486967,"Medicine Man, Performing His Mysteries over a Dying Man",,['painting by George Catlin'],['painting'],[]
835,medicine man,Q17516119,György Szabó,"['Uncle Gyuri Szabó', 'the medicine man of Bükk']",['Hungarian naturopath'],['human'],[]
836,medicine man,Q49943748,Medicine Man Creek,,"['natural watercourse in Valdez–Cordova Census Area, Unorganized Borough, United States of America']",['natural watercourse'],[]
837,medicine man,Q71292195,JSC (AV) - STARPHAC - Papago Reservation - Medicine Man / CHM Training School Phoenix (NAID 80620019),,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[]
838,medicine man,Q6264486,John Wilson,"[""Nishkû'ntu Mood Head""]",Caddo-Delaware-French medicine man and religious leader,['human'],[]
839,medicine men,Q54641544,Chinese Medicine Men: Consumer Culture in China and Southeast Asia,,"['Cochran, Sherman - 2006']",['literary work'],[]
840,medicine men,Q67625494,MODERN INDIAN MEDICINE MEN (NAID 12701),,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[]
841,medicine men,Q79924032,Mola: Medicine Men Curing the Sick,,['textile by unknown artist (1971.212)'],['textile'],[]
842,medicine men,Q7750878,The Medicine Men,,"['Louisiana-American music production group from New Orleans, Louisiana, U.S.']",['musical group'],[]
843,medicine men,Q30441244,Ralph Samantha & The Medicine Men,,,['musical group'],[]
844,medicine men,Q51442135,Annual ceremony of the Pawnee medicine men,,"['Chicago :Field Museum of Natural History,1923. | Field Museum of Natural History Library']",['publication'],[]
845,medicine men,Q64156076,Victoria Chipps of the Horn Chipps Lineage of Medicine Men on her 90th Birthday with her Great Grand-daughter,,['photograph in the National Gallery of Art (NGA 156836)'],['photograph'],[]
846,medicine men,Q79924009,Mola: Two Medicine Men,,['textile by unknown artist (1971.204)'],['textile'],[]
847,medicine men,Q7750879,The Medicine Men,,['episode of The Avengers'],['television series episode'],[]
848,medicine men,Q114534706,The Medicine Men,,['episode of The Mod Squad (S4 E6)'],['television series episode'],[]
849,mestizo,Q106713,mestizo,"['Mestiza', 'Indo-Mestizo', 'mestizos', 'Mestizas', 'mestiza', 'mestizaje', 'mestiso']",['Spanish term to denote a person with European and Indigenous American ancestry'],['casta'],['multiracial people']
851,mestizo,Q4974225,Bronze race,,racial classification used since the early 20th century by Latin American writers to refer to the mestizo population that arose in the Americas with the arrival of Latin European colonists intermingling with the New World's Amerindian peoples,['race (human categorization)'],[]
852,mestizo,Q3088076,Ladino people,,"mix of mestizo or hispanicized peoples in Latin America, principally in Central America",['ethnic group'],[]
853,mestizo,Q15309715,Category:American people of Mestizo descent,,['Wikimedia category'],['Wikimedia category'],[]
854,mestizo,Q5448617,Filipino mestizo,['Filipina mestiza'],['racial identifier'],['ethnic group'],[]
855,mestizo,Q107342119,The relationship between internally and externally generated violence in an Andean Mestizo Colombian community,,['doctoral thesis by Santiago Alvarez'],['doctoral thesis'],[]
856,mestizo,Q15355263,Category:Peruvian people of Mestizo descent,,['Wikimedia category'],['Wikimedia category'],[]
857,mestizo,Q15355102,Category:People of Mestizo descent,,['Wikimedia category'],['Wikimedia category'],[]
858,mestizo,Q7918350,vegetalismo,,practice of mestizo shamanism in Peruvian Amazonia,[],[]
859,mestizo,Q17078871,Mestizo Colombian,,['Ethnic group'],[],"['mestizo', 'Colombians']"
860,mestizos,Q106713,mestizo,"['Mestiza', 'Indo-Mestizo', 'mestizos', 'Mestizas', 'mestiza', 'mestizaje', 'mestiso']",['Spanish term to denote a person with European and Indigenous American ancestry'],['casta'],['multiracial people']
861,mestizos,Q16151565,Mestizos in the United States,,['ethnic group'],['ethnic group by residency'],"['mestizo', 'Hispanic and Latino Americans']"
862,mestizos,Q6011525,Mestizos and castas in New Spain,,['mixed ethnic groups in Spanich colonial America'],['ethnic group by residency'],"['mestizo', 'casta']"
863,mestizos,Q60188605,"Indians and Mestizos in the ""Lettered City"" : Reshaping Justice, Social Hierarchy, and Political Culture in Colonial Peru",,['non-fiction book'],['non-fiction work'],[]
864,mestizos,Q6011515,Mestizos in Mexico,,['ethnic group'],['ethnic group'],"['mestizo', 'Mexicans']"
865,mestizos,Q20141564,Ejido Matlapa Mestizos,,['human settlement in Mexico'],['human settlement'],[]
866,mestizos,Q18343999,mestizos in Venezuela,,['Venezuelan ethnic group'],['ethnic group'],"['mestizo', 'Venezuelans']"
867,mestizos,Q60190419,"El peso de la sangre : limpios, mestizos y nobles en el mundo hispánico",,['non-fiction book'],['non-fiction work'],[]
868,mestizos,Q23686436,Punta Mestizos,,"['peninsula in Córdoba Department, Colombia']",['peninsula'],[]
869,mestizos,Q57234620,Indigenous Mestizos,,['first book by Marisol de la Cadena'],"['version, edition, or translation']",[]
870,metis,Q4763645,Anglo-Métis,"['Anglo-Metis', 'Countryborn', 'Black Scots', 'Native English']",['19th century community of the Métis people of Canada'],['ethnic group'],['Métis']
871,metis,Q262457,Métis,"['Metis', 'Michif', 'Bois Brûlés', 'Bois Brûlé']",['mixed indigenous ethnic group of Canada and the US'],['ethnic group'],"['Indigenous people in Canada', 'indigenous people']"
872,metis,Q6950152,Métis in the United States,['Metis people'],['indigenous Americans of mixed ancestry'],['ethnic group'],['Métis']
873,metis,Q6950150,Métis in Alberta,['Metis in Alberta'],['Alberta’s descendants of mixed Indigenous peoples and European families'],['aspect in a geographic region'],[]
874,metis,Q110068902,Metis,"['Metissen', 'Métis']",['mixed Congolese-Belgian ethnic group'],['ethnic group'],"['Belgians', 'Congolese', 'Rwandans', 'Burundians']"
875,metis,Q6950139,Métis Nation British Columbia,['Metis Nation British Columbia'],['Canadian organization representing Métis people'],['political organization'],[]
876,metis,Q6950137,Métis French,"['Metis French', 'français métis']",['variety of French used by the Métis people'],['language'],['Canadian French']
877,metis,Q55703384,Misha,"['Misha Nogha Chocholak', 'Misha Nogha', 'Misha Chocholak']","US author (1955-    ), of Native American (Metis-Cree) background",['human'],[]
878,metis,Q72698025,Metis Eastern Tribal Indian Society of Maine,,"['historical society in Maine, United States']",['historical society'],[]
879,metis,Q7914227,Vancouver Métis Community Association,['Vancouver Metis Community Association'],['Métis community organization in Canada'],[],[]
880,mohammedan,Q113493444,Chinese Mohammedans: a group of Mohammedan chair bearers in N. China.,,['missionary postcard by Society for the Propagation of the Gospel'],['postcard'],[]
881,mohammedan,Q2367463,Mohammedan,,['formerly common term referring to Islam'],['word'],[]
882,mohammedan,Q60755390,Mohammedan Literary Society,,,['organization'],[]
883,mohammedan,Q99222909,Catholic Encyclopedia (1913)/Mohammedan Confraternities,,,['encyclopedia article'],[]
884,mohammedan,Q42193074,The Mohammedan Conquest of Egypt and North Africa,,,['creative work'],[]
885,mohammedan,Q104968492,Catalogue of the ivory carvings of the Christian era with examples of Mohammedan art and carvings in bone in the Department of British and Mediaeval Antiquities and Ethnography of the British Museum,,,['museum catalogue'],[]
886,mohammedan,Q19094101,The Mohammedan system of theology,,,[],[]
887,mohammedan,Q1471031,Mohammedan S.C.,['Mohammedan Sporting Club'],"['Indian multi-sports club based in Kolkata, West Bengal']",['association football club'],[]
889,mohammedan,Q113473641,Pagan Survivals in Mohammedan Civilisation,,['review in Zeitschrift für Sozialforschung'],['review'],[]
890,mohammedan,Q58366626,A Handbook of Mohammedan Decorative Arts.By M. S. Dimand,,,['academic journal article'],[]
891,mohammedans,Q63314480,"Travels in Arabia, comprehending an account of those territories in Hedjaz which the Mohammedans regard as sacred (1829 edition)",,['1829 edition of book by John Lewis BURCKHARDT'],"['version, edition, or translation']",[]
892,mohammedans,Q113493444,Chinese Mohammedans: a group of Mohammedan chair bearers in N. China.,,['missionary postcard by Society for the Propagation of the Gospel'],['postcard'],[]
893,mohammedans,Q19024563,A Prayer for Mohammedans Everywhere,,,[],[]
894,mohammedans,Q19024567,A Prayer for Mohammedans,,,[],[]
895,mongoloid,Q19891911,Indo-Mongoloid people of Assam,,['groups of people who historically migrated into India'],['ethnic group'],[]
896,mongoloid,Q11410826,Proto-Mongoloid,,['historical term used to refer to a sub-type of the Mongoloid race and classified by William W. Howells'],[],['Mongoloid']
898,mongoloid,Q207912,Mongoloid,,['Ethnicity'],['ethnic group'],[]
899,mongoloid,Q1135825,Epicanthic fold,"['epicanthal fold', 'palpebronasal fold', 'Mongoloid fold', 'epicanthus', 'eye fold']",['A fold on upper eye lid'],"['class of anatomical entity', 'class of disease']","['facial feature', 'skin fold', 'canthal anomaly', 'anatomical line of eyelid', 'particular anatomical entity']"
900,mongoloid,Q11500981,Neo-Mongoloid,,,['race (human categorization)'],['Mongoloid']
901,mongoloid,Q6899769,Mongoloid,,['original song written and composed by Gerald Casale; recorded and released 1977 by Devo'],['musical work/composition'],[]
902,mongoloid,Q116457612,Mongoloid / Jocko Homo,"['Booji Boy Records – 7033-14', 'Mongoloid', 'Jocko Homo']","['1977 US 7"" single by Devo; Booji Boy Records – 7033-14']",['single release'],[]
904,mongoloid,Q8546951,Category:Indo-Mongoloid,,['Wikimedia category'],['Wikimedia category'],[]
905,mongoloid,Q20255706,Mongoloidi,,"translated song; Finnisn-language version of ""Mongoloid""",['musical work/composition'],[]
906,mongoloid,Q116457597,Mongoloid,,['vocal track by Devo; 1977 studio recording'],['music track with vocals'],[]
907,moor,Q64811664,Brown Moor Roman temporary camp,,['part of a World Heritage site in the United Kingdom'],['archaeological site'],[]
908,moor,Q15262572,Northern Moor,,['human settlement in the United Kingdom'],['human settlement'],[]
909,moor,Q2000538,New Moor,"['South Talpatti Island', 'South Talpatti', 'New Moore', 'New Moore Island', 'Purbasha', 'Purbasha Island']","['human settlement in Gosaba community development block, Canning subdivision, South 24 Parganas district, India']",['village in India'],[]
910,moor,Q1050631,Plymouth Moor View,,"['Parliamentary constituency in the United Kingdom, 2010 onwards']",['constituency of the House of Commons'],[]
911,moor,Q29496769,St David's Well aka Ffynnon Dewi,,"Grade II listed building in Porthcawl. By the side of the lane leading north from Nottage village just S of the junction with Moor Lane, both country lanes pre-dating C19 development and now little used.",['well'],[]
912,moor,Q5602882,Green Moor,,['human settlement in United Kingdom'],['hamlet'],[]
913,moor,Q65075114,Greenlaw Moor,,"['area of heather moorland in Scottish Borders, Scotland, UK, parts protected under various designations']",['moorland'],[]
914,moor,Q17528972,Moor Place,,"['Grade I listed building in East Hertfordshire, United Kingdom']",['English country house'],[]
915,moor,Q60685778,Hohes Moor,,"['protected area in the European Union defined by the habitats directive in Niedersachsen, Germany']","['site of community importance', 'proposed site of community importance']",[]
916,moor,Q60685724,Goldenstedter Moor,,"['protected area in the European Union defined by the habitats directive in Niedersachsen, Germany']","['site of community importance', 'proposed site of community importance']",[]
917,moors,Q169260,Moors,"['Moriscos', 'Moriscoes']","['Medieval Muslim inhabitants of the Maghreb, Iberian Peninsula, Sicily and Malta']",['ethnic group'],[]
918,moors,Q102276979,"An Exhausted Landscape: Medieval Use of Moors, Mires and Commons in the Eastern Netherlands",,['chapter published in 2009'],['academic chapter'],[]
919,moors,Q98596477,Moorish style,,art style based on the architecture and decorative arts of the Muslim inhabitants (the Moors) of north-west Africa and (between 8th and 15th centuries) of southern Spain,['art style'],[]
920,moors,Q110854379,"To Tread the Paths, and Traverse the Moors: Investigating Slavery in Early Medieval Western Britain",,,['academic chapter'],[]
921,moors,Q7070677,Nuwaubian Nation,"['Nuwaubian movement', 'United Nuwaubian Nation of Moors', 'Ansaru Allah Community', 'Holy Tabernacle Ministries', 'Yamassee Native American Moors of the Creek Nation', 'Nuwaubian Nation of Moors']",['US religious group founded by Dwight York'],"['religious organization', 'hate group']",[]
924,moors,Q7977997,Weald Moors,,['human settlement in United Kingdom'],['human settlement'],[]
925,moors,Q110188678,Ried (Vorarlberg),,is a natural and cultural landscape that finds itself throughout Vorarlberg and often includes landing with moors,['geographical feature'],[]
926,moors,Q2636673,aljama,"['alhama', 'alfama']",city exclusively occupied by Moors or Jews or neighborhood of the Christian city occupied by these ethnic groups in the Middle Ages,['human settlement'],['ethnic enclave']
927,moors,Q112952916,"Pet Ownership As a Component of Psychosocial Resilience to Disaster: An Exploratory Study in West Moors, Dorset, United Kingdom",,"[""2020 master's thesis by Sahrah Gwendoline Mai at Auckland University of Technology""]","[""master's thesis""]",[]
928,moors,Q23660880,Moors and Christians in Abanilla,,,['Festival of Regional Tourist Interest in Region of Murcia'],[]
929,mulatto,Q191923,mulatto,"['mulattress', 'mulato', 'mulatta', 'mulata']",['racial classification'],['historical race concept'],['human']
930,mulatto,Q5193390,Cultural mulatto,,"['a highly educated black person, according to Trey Ellis']",[],[]
931,mulatto,Q115997244,"Dismantling the tragic mulatto/a: interrogating racial authenticity, genre, and black motherhood in African American women's fiction",,['2019 doctoral thesis by Gyasi Byng Francisco at the University of Rochester'],['Doctor of Philosophy thesis'],[]
932,mulatto,Q7832650,tragic mulatto,,['stereotypical fictional character in 19th and 20th century American literature'],['stock character'],[]
933,mulatto,Q64277831,"Register of Black Communicants Showing Status as Black, Mulatto, Free, Unfree, and Name of Owner in Cases of the Unfree (NAID 40429323)",,"[""series in the National Archives and Records Administration's holdings""]",['collection'],[]
934,mulatto,Q15259470,Category:Haitian people of Mulatto descent,,['Wikimedia category'],['Wikimedia category'],[]
935,mulatto,Q97495711,The Mulatto Solitude,,"[""pedagogical comic about Solitude's 1802 uprising against slavery by UNESCO""]","['comics', 'version, edition, or translation']",[]
936,mulatto,Q97487645,The Mulatto Solitude,"['Mulatto Solitude', 'Solitude']","[""French edition of the pedagogical comic about Solitude's 1802 uprising against slavery by UNESCO""]","['comics', 'version, edition, or translation']",[]
938,mulatto,Q115534652,Ohio Black Codes,"['Ohio Black Codes (1804)', '1804 Ohio Black Codes']","Section 1. Be it enacted by the General Assembly of the State of Ohio , That from and after the first day of June next. no black or mulatto person shall be permitted to settle or reside in this state, unless he or she shall …",['statute'],[]
939,mulatto,Q18156653,Mulatto Mountain,,['mountain in United States of America'],['mountain'],[]
940,mulattoes,Q31501365,"An Enquiry Concerning the Intellectual and Moral Faculties, and Literature of Negroes (1810)","['An Enquiry Concerning the Intellectual and Moral Faculties, and Literature of Negroes']","Followed with an Account of the Life and Works of Fifteen Negroes & Mulattoes, Distinguished in Science, Literature and the Arts","['version, edition, or translation']",[]
941,mulattoes,Q116193026,"Ordinances of the Duke of Penthièvre, Admiral of France, of March 31 & April 5, 1762",,concerning the migration of Negroes & Mulattoes to metropolitan France,"['version, edition, or translation', 'ordinance']",[]
942,mulattoes,Q55787194,Church of Our Lady of Protection of the Mulattoes,,"['church building in São Cristóvão, Brazil']",['church building'],[]
943,mulattos,Q16201620,Mulattos in Haiti,,,[],['ethnic minority']
944,métis,Q4763645,Anglo-Métis,"['Anglo-Metis', 'Countryborn', 'Black Scots', 'Native English']",['19th century community of the Métis people of Canada'],['ethnic group'],['Métis']
946,métis,Q262457,Métis,"['Metis', 'Michif', 'Bois Brûlés', 'Bois Brûlé']",['mixed indigenous ethnic group of Canada and the US'],['ethnic group'],"['Indigenous people in Canada', 'indigenous people']"
947,métis,Q6950152,Métis in the United States,['Metis people'],['indigenous Americans of mixed ancestry'],['ethnic group'],['Métis']
948,métis,Q6950150,Métis in Alberta,['Metis in Alberta'],['Alberta’s descendants of mixed Indigenous peoples and European families'],['aspect in a geographic region'],[]
949,métis,Q8247324,Category:American people of Métis descent,,['Wikimedia category'],['Wikimedia category'],[]
