term,QID,wd_bow,spacy_cs,check,link_wd
indigenous,Q6024707,"people, arizona, isolated, human, group, people, native, american",0.932,TRUE,https://www.wikidata.org/wiki/Q6024707
indigenous,Q6024701,"people, everglades, region, isolated, human, group, people, florida, everglades",0.932,TRUE,https://www.wikidata.org/wiki/Q6024701
indigenous,Q1266626,"balinese, people, balinese, bali, people, group, native, bali, island",0.932,TRUE,https://www.wikidata.org/wiki/Q1266626
indigenous,Q3443961,"nivaclé, people, nivacle, people, chulupíes, nivaclé, chulupí, churupi, chulupie, chulupe, ashlushlay, axluslay, south, american, group, mataco, mataguaya, origin",0.929,TRUE,https://www.wikidata.org/wiki/Q3443961
indo,Q475027,"european, people, ethnic, group, european, modern, european, european, people, speaker, european, language",0.916,TRUE,https://www.wikidata.org/wiki/Q475027
indo,Q4342542,"paleo, european, language, mainly, ancient, language, europe, included, european, uralic, turkic",0.913,TRUE,https://www.wikidata.org/wiki/Q4342542
indo,Q149386,"phrygian, ancient, european, speaking, people",0.911,TRUE,https://www.wikidata.org/wiki/Q149386
indo,Q6025564,"semitic, language, family, semitic, language, linguistic, hypothesis, genetic, relationship, european, popular, century, mostly, discounted, modern, time",0.91,TRUE,https://www.wikidata.org/wiki/Q6025564
indo,Q10844808,"persian, culture, persian, aspect, integrated, absorbed, culture, indian, subcontinent",0.909,FALSE,https://www.wikidata.org/wiki/Q10844808
indo,Q1773811,"proto, european, society, reconstructed, culture, proto, european",0.908,TRUE,https://www.wikidata.org/wiki/Q1773811
indo,Q1815070,"paleo, balkan, paleo, balkan, language, various, extinct, european, language, spoken, balkan, ancient, time, genetically, related",0.891,TRUE,https://www.wikidata.org/wiki/Q1815070
indo,Q4006441,"proto, european, urheimat, hypothesis, urheimat, proto, european, homeland, european, homeland, prehistoric, urheimat, proto, european, language",0.887,TRUE,https://www.wikidata.org/wiki/Q4006441
indo,Q33514,"iranian, language, family, european, iranian, language, branch, european, language, family",0.886,TRUE,https://www.wikidata.org/wiki/Q33514
indo,Q1672477,"iranian, people, iranian, iranian, people, diverse, european, ethno, linguistic, group",0.886,TRUE,https://www.wikidata.org/wiki/Q1672477
indos,Q18340488,"indus, mythological, greek, character, human, may, fictional, mythological, king, scythia",0.794,FALSE,https://www.wikidata.org/wiki/Q18340488
indos,Q18340494,"indus, mythological, greek, character, indian, hero, greek, mythology",0.761,FALSE,https://www.wikidata.org/wiki/Q18340494
indos,Q5972237,"indian, national, database, seafarer, indian, seafarer, database",0.713,FALSE,https://www.wikidata.org/wiki/Q5972237
indos,Q6026685,"pre, colonial, history",0.59,FALSE,https://www.wikidata.org/wiki/Q6026685
indos,Q51443863,"aromatvm, et, simplicivm, aliqvot, medicamentorvm, apvd, nascentivm, primùm, quidem, lusitanica, lingua, per, dialogos, publication, antverpiæe, officina, plantiniana, apud, viduam, ionnem, missouri, botanical, garden, peter, raven, library, view, book",0.508,FALSE,https://www.wikidata.org/wiki/Q51443863
inuit,Q642019,"caribou, ethnic, group, ethnic, group, living, northern, region, canada",0.867,TRUE,https://www.wikidata.org/wiki/Q642019
inuit,Q887850,"greenlandic, people, ethnic, group, national, greenland",0.838,TRUE,https://www.wikidata.org/wiki/Q887850
inuit,Q641942,"ihalmiut, group, inland, nunavut, canada",0.825,TRUE,https://www.wikidata.org/wiki/Q641942
inuit,Q25705896,"clothing, clothing, indigenous, people, north, america, traditional, costume, traditional, costume, people",0.823,TRUE,https://www.wikidata.org/wiki/Q25705896
inuit,Q6059247,"doll, doll, made, indigenous, people, arctic, area, alaska, canada, greenland",0.82,TRUE,https://www.wikidata.org/wiki/Q6059247
inuit,Q2714194,"culture, culture, indigenous, culture, america, culture, arctic, subarctic, region",0.806,TRUE,https://www.wikidata.org/wiki/Q2714194
inuit,Q106707459,"indigenous, people, space, centre, first, nation, métis, located, ottawa",0.801,TRUE,https://www.wikidata.org/wiki/Q106707459
inuit,Q65089304,"nunangat, human, settlement, region, canada",0.786,TRUE,https://www.wikidata.org/wiki/Q65089304
inuit,Q646152,"netsilik, netsilingmiut, indigenous, people",0.782,TRUE,https://www.wikidata.org/wiki/Q646152
inuit,Q104846812,"indigenous, education, canada, education, first, nation, métis, people, canada",0.782,TRUE,https://www.wikidata.org/wiki/Q104846812
inuits,Q189975,"inuit, ethnic, group, people, eskimo, indigenous, people, canada, inuk, inuit, group, people, arctic, north, america",0.927,TRUE,https://www.wikidata.org/wiki/Q189975
inuits,Q27824520,"inuit, reserved, land, territory, reserved, inuit, quebec",0.741,TRUE,https://www.wikidata.org/wiki/Q27824520
inuits,Q66062734,"role, traditional, western, diet, gene, glucose, homeostasis, greenland, inuit, clinical, trial, clinical, trial",0.598,TRUE,https://www.wikidata.org/wiki/Q66062734
kaffir,Q20504683,"man, painting, painting, antonion, zeno, shindler",0.488,TRUE,https://www.wikidata.org/wiki/Q20504683
kaffir,Q60788910,"forest, village, india, village, india",0.484,FALSE,https://www.wikidata.org/wiki/Q60788910
kaffir,Q6345995,"kaeng, pa, forest, curry, jungle, curry, spicy, watery, curry, variety, forested, area, lack, coconut, includes, lime, peel, leaf, lemongrass, green, peppercorn, galangal, garlic, pea, eggplant, chili",0.47,FALSE,https://www.wikidata.org/wiki/Q6345995
kaffir,Q109985387,"village, watercolor, painting, watercolour, samuel, daniell",0.457,FALSE,https://www.wikidata.org/wiki/Q109985387
kaffir,Q23091825,"diamond, literary, work, play",0.447,FALSE,https://www.wikidata.org/wiki/Q23091825
kaffir,Q60788914,"khasmahal, village, india, village, india",0.447,FALSE,https://www.wikidata.org/wiki/Q60788914
kaffir,Q6346096,"boy, literary, work, book, mark, mathabane",0.442,TRUE,https://www.wikidata.org/wiki/Q6346096
kaffir,Q6346098,"folk, lore, literary, work",0.438,TRUE,https://www.wikidata.org/wiki/Q6346098
kaffir,Q582594,"xhosa, war, conflict, cape, frontier, war, war, series, conflict",0.401,TRUE,https://www.wikidata.org/wiki/Q582594
kaffir,Q26600326,"road, building, building, kirklees, west, yorkshire, uk",0.398,FALSE,https://www.wikidata.org/wiki/Q26600326
kaffirs,Q1285250,"kaffir, ethnic, slur, kaffer, cafri, k, word, kaffir, slur, used, refer, indigenous, black, people, south, derived, arabic, term, pagan",0.964,TRUE,https://www.wikidata.org/wiki/Q1285250
kaffirs,Q7585926,"sri, lanka, kaffir, ethnic, group, ethnic, group",0.508,TRUE,https://www.wikidata.org/wiki/Q7585926
kaffirs,Q7398555,"safed, posh, kaffir",0.062,FALSE,https://www.wikidata.org/wiki/Q7398555
lilliputian,Q2419953,"person, short, stature, human, midget, kami, person, unusually, short, stature",0.985,TRUE,https://www.wikidata.org/wiki/Q2419953
lilliputian,Q649340,"alice, wonderland, syndrome, psychopathological, syndrome, dysmetropsia, hallucination, syndrome, aiws, dysmetropsia, neuropsychological, condition",0.58,TRUE,https://www.wikidata.org/wiki/Q649340
lilliputian,Q39037416,"hitcher, television, series, episode, anime, television, series, episode, angel, invasion, episode, neon, genesis, evangelion",0.39,TRUE,https://www.wikidata.org/wiki/Q39037416
lilliputian,Q28181146,"opera, company, opera, company, series, professional, opera, troupe",0.386,TRUE,https://www.wikidata.org/wiki/Q28181146
lilliputian,Q19106381,"wishing, play, poem, poem",0.384,TRUE,https://www.wikidata.org/wiki/Q19106381
lilliputian,Q3224498,"minuet, short, film, film, george, méliès",0.373,TRUE,https://www.wikidata.org/wiki/Q3224498
lilliputian,Q97788366,"vauxhall, grotesque, border, room, hall, print, print, thomas, rowlandson, met",0.367,TRUE,https://www.wikidata.org/wiki/Q97788366
lilliputian,Q108507979,"hitcher, podcast, episode, episode, podcast, commentary",0.112,TRUE,https://www.wikidata.org/wiki/Q108507979
lilliputians,Q64593875,"gulliver, lilliputian, feature, film, live, action, animated, film, live, action, animated, film, albert, mourlain",0.514,TRUE,https://www.wikidata.org/wiki/Q64593875
lilliputians,Q2036245,"cheese, lilliputian, london, restaurant, short, film, film, walter, booth",0.422,TRUE,https://www.wikidata.org/wiki/Q2036245
lilliputians,Q95681496,"eva, jessie, mcbeath, actress, dance, judge, producer, amateur, play, pantomines, born, sister, carrie, mr, john, wyatt, olive, moore, mr, harry, eva, moore, toured, pollard, lilliputian, america, japa",0.289,TRUE,https://www.wikidata.org/wiki/Q95681496
madras,Q1352,"chennai, city, big, city, million, city, state, capital, business, cluster, megacity, capital, tamil, nadu, india",0.984,TRUE,https://www.wikidata.org/wiki/Q1352
madras,Q12496012,"hulu, kelurahan, urban, village, medan, city, north, sumatra, indonesia",0.82,TRUE,https://www.wikidata.org/wiki/Q12496012
madras,Q334041,"city, oregon, county, seat, oregon, city, county, oregon, united, state",0.815,TRUE,https://www.wikidata.org/wiki/Q334041
madras,Q63246173,"herbarium, botanical, survey, india, southern, regional, centre, tamil, nadu, agricultural, university, campus, coimbatore, coimbatore, tamil, nadu, india, organization",0.794,FALSE,https://www.wikidata.org/wiki/Q63246173
madras,Q286536,"corporation, chennai, municipal, corporation, india, corporation, corporation, chennai, corporation, municipal, corporation, chennai, city",0.785,TRUE,https://www.wikidata.org/wiki/Q286536
madras,Q10853395,"municipal, airport, airport, mdj, airport, oregon, united, state, america",0.776,FALSE,https://www.wikidata.org/wiki/Q10853395
madras,Q11917385,"godavari, district, district, british, india, presidency",0.775,TRUE,https://www.wikidata.org/wiki/Q11917385
madras,Q65959672,"state, bank, india, road, branch, state, bank, india, branch",0.772,FALSE,https://www.wikidata.org/wiki/Q65959672
madras,Q2618458,"state, state, india, province, india, former, state, india",0.769,TRUE,https://www.wikidata.org/wiki/Q2618458
madras,Q7450007,"senate, house, administrative, centre, university, india",0.767,TRUE,https://www.wikidata.org/wiki/Q7450007
maroon,Q14632167,"culture, suriname, aspect, geographic, region",0.807,TRUE,https://www.wikidata.org/wiki/Q14632167
maroon,Q1542741,"palmares, community, escaped, slave, colonial, brazil",0.784,TRUE,https://www.wikidata.org/wiki/Q1542741
maroon,Q17379998,"formation, formation, geologic, formation, colorado, united, state",0.75,FALSE,https://www.wikidata.org/wiki/Q17379998
maroon,Q110143374,"role, land, orography, precipitation, ocean, circulation, global, climate, model, doctoral, dissertation, elizabeth, university, washington",0.747,FALSE,https://www.wikidata.org/wiki/Q110143374
maroon,Q31950560,"hole, bight, bight, saint, croix, united, state, virgin, island, united, state, america",0.744,FALSE,https://www.wikidata.org/wiki/Q31950560
maroon,Q48815098,"state, school, war, memorial, historic, site, queensland, australia",0.729,FALSE,https://www.wikidata.org/wiki/Q48815098
maroon,Q110143265,"location, tropical, precipitation, idealized, atmospheric, general, circulation, model, forced, andes, topography, surface, heat, flux, thesis, elizabeth, allison, university, washington",0.722,FALSE,https://www.wikidata.org/wiki/Q110143265
maroon,Q59535851,"biotech, united, state, business, company, chicago, united, state",0.721,FALSE,https://www.wikidata.org/wiki/Q59535851
maroon,Q49900146,"east, creek, natural, watercourse, natural, watercourse, pitkin, county, colorado, united, state, america",0.716,FALSE,https://www.wikidata.org/wiki/Q49900146
maroon,Q1093206,"jamaican, spirit, possession, language, sacred, language, language",0.715,TRUE,https://www.wikidata.org/wiki/Q1093206
maroons,Q445485,"maroon, ethnic, group, group, human, dictionary, page, wikipedia, african, refugee, escaped, slavery, america, descendant",0.911,TRUE,https://www.wikidata.org/wiki/Q445485
maroons,Q1415423,"quilombo, 𝚊𝚕𝚒á𝚜, 𝚊𝚕é𝚖, 𝚍𝚎, 𝚌𝚛𝚒𝚊𝚛, 𝚞𝚖𝚊, 𝚏𝚊𝚣𝚎𝚗𝚍𝚊, 𝚊𝚘𝚗𝚍𝚎, 𝚙𝚘𝚍𝚒𝚊𝚜, 𝚜𝚎𝚛, 𝚎𝚜𝚌𝚛𝚊𝚟𝚒𝚣𝚊𝚍𝚘, 𝚎𝚕𝚎𝚜, 𝚜𝚊í𝚛𝚊𝚖, 𝚍, brazilian, hinterland, human, settlement, founded, people, african, origin, including, quilombolas, maroon",0.884,TRUE,https://www.wikidata.org/wiki/Q1415423
maroons,Q6127426,"jamaican, maroon, ethnic, community, african, jamaican, maroon, leeward, maroon, windward, maroon, african, descendant, liberated, enslavement, formed, independent",0.83,TRUE,https://www.wikidata.org/wiki/Q6127426
maroons,Q112950919,"social, medium, live, streaming, reaching, engaging, case, facebook, live, queensland, maroon, doctoral, thesis, doctoral, thesis, sarah, wymer, massey, university",0.778,FALSE,https://www.wikidata.org/wiki/Q112950919
maroons,Q101413681,"queenslanders, human, population, australian, inhabitant, queensland, resident, banana, bender, banana, bender, cane, toad, maroon, resident, queensland, australia",0.732,FALSE,https://www.wikidata.org/wiki/Q101413681
maroons,Q107350976,"material, beginning, saramaka, maroon, archaeological, investigation, version, edition, translation, dissertation, dissertation, cheryl, ngwenyama, white",0.731,FALSE,https://www.wikidata.org/wiki/Q107350976
maroons,Q12341716,"yooka, religious, term, maroon",0.668,TRUE,https://www.wikidata.org/wiki/Q12341716
maroons,Q108540274,"maroon, people, wikimedia, category, wikimedia, category",0.654,TRUE,https://www.wikidata.org/wiki/Q108540274
maroons,Q8609501,"people, wikimedia, category, wikimedia, category",0.633,TRUE,https://www.wikidata.org/wiki/Q8609501
maroons,Q105429488,"fighting, maroon, basketball, player, wikimedia, category, wikimedia, category",0.601,FALSE,https://www.wikidata.org/wiki/Q105429488
medicine man,Q266750,"medicine, man, profession, healer, religious, leader, medicine, woman, medicine, man, native, american, traditional, healer, spiritual, leader",0.959,TRUE,https://www.wikidata.org/wiki/Q266750
medicine man,Q17516119,"györgy, szabó, human, uncle, gyuri, szabó, medicine, man, bükk, hungarian, naturopath",0.877,TRUE,https://www.wikidata.org/wiki/Q17516119
medicine man,Q104853010,"bawlpu, medicine, man, priest, traditional, mizo, village",0.867,TRUE,https://www.wikidata.org/wiki/Q104853010
medicine man,Q6144422,"james, trosper, native, american, medicine, man",0.85,TRUE,https://www.wikidata.org/wiki/Q6144422
medicine man,Q20188360,"yntah, medicine, man, warrior, woman, painting, painting, george, catlin",0.833,TRUE,https://www.wikidata.org/wiki/Q20188360
medicine man,Q5375597,"encouraging, bear, lakota, medicine, man",0.831,TRUE,https://www.wikidata.org/wiki/Q5375597
medicine man,Q20486967,"medicine, man, performing, mystery, dying, man, painting, painting, george, catlin",0.83,TRUE,https://www.wikidata.org/wiki/Q20486967
medicine man,Q486912,"sitting, bear, satank, prestigious, kiowa, warrior, medicine, man",0.83,TRUE,https://www.wikidata.org/wiki/Q486912
medicine man,Q56273914,"medicine, man",0.826,TRUE,https://www.wikidata.org/wiki/Q56273914
medicine man,Q797774,"ambilikile, mwasapile, medicine, man",0.826,TRUE,https://www.wikidata.org/wiki/Q797774
medicine men,Q79924032,"medicine, men, curing, sick, textile, textile, unknown, artist",0.806,TRUE,https://www.wikidata.org/wiki/Q79924032
medicine men,Q30441244,"ralph, samantha, medicine, men, musical, group",0.787,FALSE,https://www.wikidata.org/wiki/Q30441244
medicine men,Q51442135,"annual, ceremony, pawnee, medicine, men, publication, chicago, museum, natural, field, museum, natural, history, library",0.723,TRUE,https://www.wikidata.org/wiki/Q51442135
medicine men,Q79924009,"two, medicine, men, textile, textile, unknown, artist",0.714,TRUE,https://www.wikidata.org/wiki/Q79924009
medicine men,Q54641544,"chinese, medicine, consumer, culture, china, southeast, asia, literary, work, cochran, sherman",0.711,TRUE,https://www.wikidata.org/wiki/Q54641544
medicine men,Q64156076,"victoria, chipps, horn, chipps, lineage, medicine, men, birthday, great, grand, daughter, photograph, photograph, national, gallery, art, nga",0.71,TRUE,https://www.wikidata.org/wiki/Q64156076
medicine men,Q7750878,"medicine, men, musical, group, louisiana, american, music, production, group, new, orleans, louisiana",0.701,FALSE,https://www.wikidata.org/wiki/Q7750878
medicine men,Q67625494,"modern, indian, medicine, men, naid, item, collection, exhibition, item, national, archive, record, holding",0.696,TRUE,https://www.wikidata.org/wiki/Q67625494
medicine men,Q7750879,"medicine, men, television, series, episode, episode, avenger",0.549,FALSE,https://www.wikidata.org/wiki/Q7750879
medicine men,Q114534706,"medicine, men, television, series, episode, episode, mod, squad",0.485,FALSE,https://www.wikidata.org/wiki/Q114534706
mestizo,Q4974225,"bronze, race, racial, classification, used, since, early, century, latin, american, writer, refer, population, arose, america, arrival, latin, european, colonist, intermingling, new, amerindian, people",0.848,TRUE,https://www.wikidata.org/wiki/Q4974225
mestizo,Q3088076,"ladino, people, mix, hispanicized, people, latin, america, principally, central, america",0.817,TRUE,https://www.wikidata.org/wiki/Q3088076
mestizo,Q5448617,"filipino, ethnic, group, filipina, mestiza, racial, identifier",0.805,TRUE,https://www.wikidata.org/wiki/Q5448617
mestizo,Q17078871,"colombian, colombian, ethnic, group",0.75,TRUE,https://www.wikidata.org/wiki/Q17078871
mestizo,Q107342119,"relationship, internally, externally, generated, violence, andean, colombian, community, doctoral, thesis, doctoral, thesis, santiago, alvarez",0.741,TRUE,https://www.wikidata.org/wiki/Q107342119
mestizo,Q57234140,"genomics, race, mixture, nation, science, latin, america, version, edition, translation",0.707,TRUE,https://www.wikidata.org/wiki/Q57234140
mestizo,Q99061754,"architectural, style, baroque, architecture, colonial, latin, american, architecture, style, fusion, baroque, architecture, indigenous, art, form, colonial, south, america, especially, altiplano, highland, bolivia, peru",0.704,FALSE,https://www.wikidata.org/wiki/Q99061754
mestizo,Q7918350,"vegetalismo, practice, shamanism, peruvian, amazonia",0.691,TRUE,https://www.wikidata.org/wiki/Q7918350
mestizo,Q15309715,"people, descent, wikimedia, category, wikimedia, category",0.69,TRUE,https://www.wikidata.org/wiki/Q15309715
mestizo,Q1806552,"rebellion, túpac, amaru, ii, uprising, native, peasant, bourbon, reform, spanish, viceroyalty, peru",0.682,TRUE,https://www.wikidata.org/wiki/Q1806552
mestizos,Q106713,"mestizo, casta, multiracial, people, mestiza, indo, mestizo, mestizo, mestiza, mestiza, mestizaje, mestiso, spanish, term, denote, person, european, indigenous, american, ancestry",0.969,TRUE,https://www.wikidata.org/wiki/Q106713
mestizos,Q6011525,"mestizo, castas, new, spain, ethnic, group, residency, mestizo, casta, mixed, ethnic, group, spanich, colonial, america",0.836,TRUE,https://www.wikidata.org/wiki/Q6011525
mestizos,Q16151565,"mestizo, united, state, ethnic, group, residency, mestizo, hispanic, latino, american, ethnic, group",0.833,TRUE,https://www.wikidata.org/wiki/Q16151565
mestizos,Q6011515,"mestizo, mexico, ethnic, group, mestizo, mexican, ethnic, group",0.786,TRUE,https://www.wikidata.org/wiki/Q6011515
mestizos,Q18343999,"mestizo, venezuela, ethnic, group, mestizo, venezuelan, venezuelan, ethnic, group",0.761,TRUE,https://www.wikidata.org/wiki/Q18343999
mestizos,Q20141564,"ejido, matlapa, mestizo, human, settlement, human, settlement, mexico",0.716,FALSE,https://www.wikidata.org/wiki/Q20141564
mestizos,Q23686436,"punta, mestizo, peninsula, peninsula, córdoba, department, colombia",0.578,FALSE,https://www.wikidata.org/wiki/Q23686436
mestizos,Q23686434,"isla, mestizo, island, island, colombia",0.546,FALSE,https://www.wikidata.org/wiki/Q23686434
mestizos,Q6011523,"mestizo, musical, group, spanish, rock, band",0.482,FALSE,https://www.wikidata.org/wiki/Q6011523
mestizos,Q57234620,"indigenous, mestizo, version, edition, translation, first, book, marisol, de, la, cadena",0.404,TRUE,https://www.wikidata.org/wiki/Q57234620
metis,Q72698025,"eastern, tribal, indian, society, maine, historical, society, historical, society, maine, united, state",0.769,TRUE,https://www.wikidata.org/wiki/Q72698025
metis,Q6950139,"métis, nation, british, columbia, political, organization, nation, british, columbia, canadian, organization, representing, métis, people",0.768,TRUE,https://www.wikidata.org/wiki/Q6950139
metis,Q6950137,"métis, french, language, canadian, french, french, français, métis, variety, french, used, métis, people",0.74,TRUE,https://www.wikidata.org/wiki/Q6950137
metis,Q55703384,"misha, misha, nogha, chocholak, misha, nogha, misha, chocholak, u, author, native, american, cree, background",0.734,TRUE,https://www.wikidata.org/wiki/Q55703384
metis,Q7914227,"vancouver, métis, community, association, vancouver, community, association, métis, community, organization, canada",0.725,TRUE,https://www.wikidata.org/wiki/Q7914227
metis,Q51479329,"fossil, sponge, organic, remains, quebec, group, little, publication, montreal, view, book",0.672,FALSE,https://www.wikidata.org/wiki/Q51479329
metis,Q6950144,"métis, national, council, advocacy, group, political, organization, national, council, represents, métis, nation, nationally",0.667,TRUE,https://www.wikidata.org/wiki/Q6950144
metis,Q6950140,"métis, nation, alberta, political, organization, nation, alberta, non, profit, organisation",0.665,TRUE,https://www.wikidata.org/wiki/Q6950140
metis,Q6950142,"métis, nation, ontario, political, organization, nation, ontario, mno, representative, body, métis, nation, ontario",0.664,TRUE,https://www.wikidata.org/wiki/Q6950142
metis,Q51510253,"new, specie, fossil, sponge, little, province, quebec, canada, publication, montreal, view, book",0.662,FALSE,https://www.wikidata.org/wiki/Q51510253
mohammedan,Q60755390,"literary, society, organization",0.783,TRUE,https://www.wikidata.org/wiki/Q60755390
mohammedan,Q2367463,"word, formerly, common, term, referring, islam",0.775,TRUE,https://www.wikidata.org/wiki/Q2367463
mohammedan,Q42193074,"conquest, egypt, north, africa, creative, work",0.686,TRUE,https://www.wikidata.org/wiki/Q42193074
mohammedan,Q99222909,"catholic, encyclopedia, confraternities, encyclopedia, article",0.685,TRUE,https://www.wikidata.org/wiki/Q99222909
mohammedan,Q19094101,"system, theology",0.672,TRUE,https://www.wikidata.org/wiki/Q19094101
mohammedan,Q104968492,"catalogue, ivory, carving, christian, era, example, art, carving, bone, department, british, mediaeval, antiquity, ethnography, british, museum, museum, catalogue",0.663,TRUE,https://www.wikidata.org/wiki/Q104968492
mohammedan,Q58366626,"handbook, decorative, dimand, academic, journal, article",0.641,TRUE,https://www.wikidata.org/wiki/Q58366626
mohammedan,Q113473641,"pagan, survival, civilisation, review, review, zeitschrift, für, sozialforschung",0.616,TRUE,https://www.wikidata.org/wiki/Q113473641
mohammedan,Q87660342,"upper, primary, school, state, school, school, kottayam, district, kerala",0.573,FALSE,https://www.wikidata.org/wiki/Q87660342
mohammedan,Q6893503,"sporting, ground, venue, football, stadium, kolkata, india",0.526,FALSE,https://www.wikidata.org/wiki/Q6893503
mohammedans,Q113493444,"chinese, group, mohammedan, chair, bearer, postcard, missionary, postcard, society, propagation, gospel",0.81,TRUE,https://www.wikidata.org/wiki/Q113493444
mohammedans,Q63314480,"travel, arabia, comprehending, account, territory, hedjaz, mohammedan, regard, sacred, edition, version, edition, translation, edition, book, john, lewis, burckhardt",0.752,TRUE,https://www.wikidata.org/wiki/Q63314480
mohammedans,Q19024563,"prayer, mohammedan, everywhere",0.576,TRUE,https://www.wikidata.org/wiki/Q19024563
mohammedans,Q19024567,"prayer, mohammedan",0.423,TRUE,https://www.wikidata.org/wiki/Q19024567
mongoloid,Q19891911,"indo, people, assam, ethnic, group, group, people, historically, migrated, india",0.798,TRUE,https://www.wikidata.org/wiki/Q19891911
mongoloid,Q11410826,"proto, historical, term, used, refer, sub, type, race, classified, william, howells",0.791,TRUE,https://www.wikidata.org/wiki/Q11410826
mongoloid,Q207912,"ethnic, group, ethnicity",0.678,TRUE,https://www.wikidata.org/wiki/Q207912
mongoloid,Q11500981,"neo, race, human, categorization",0.641,TRUE,https://www.wikidata.org/wiki/Q11500981
mongoloid,Q1135825,"epicanthic, fold, class, anatomical, entity, class, disease, facial, feature, skin, fold, canthal, anomaly, anatomical, line, eyelid, particular, anatomical, entity, epicanthal, fold, palpebronasal, fold, fold, epicanthus, eye, fold, fold, upper, eye, lid",0.633,TRUE,https://www.wikidata.org/wiki/Q1135825
mongoloid,Q6899769,"musical, work, composition, original, song, written, composed, gerald, recorded, released, devo",0.599,FALSE,https://www.wikidata.org/wiki/Q6899769
mongoloid,Q20255706,"mongoloidi, translated, finnisn, language, version",0.598,FALSE,https://www.wikidata.org/wiki/Q20255706
mongoloid,Q8546951,"wikimedia, category, wikimedia, category",0.461,TRUE,https://www.wikidata.org/wiki/Q8546951
mongoloid,Q116457612,"jocko, homo, single, release, booji, boy, record, jocko, homo, u, single, booji, boy, record",0.432,FALSE,https://www.wikidata.org/wiki/Q116457612
mongoloid,Q116457604,"jocko, homo, single, jocko, homo, debut, single, devo",0.414,FALSE,https://www.wikidata.org/wiki/Q116457604
moor,Q64811664,"brown, roman, temporary, camp, archaeological, site, part, world, heritage, site, united, kingdom",0.815,FALSE,https://www.wikidata.org/wiki/Q64811664
moor,Q5602882,"green, hamlet, human, settlement, united, kingdom",0.802,FALSE,https://www.wikidata.org/wiki/Q5602882
moor,Q107012077,"exceptional, iridium, concentration, found, allerød, younger, dryas, transition, sediment, bodmin, southwest, england, scholarly, conference, abstract, abstract, william, marshall, quaternary, international",0.79,FALSE,https://www.wikidata.org/wiki/Q107012077
moor,Q112248476,"landscape, painting, painting, modern, poland",0.788,FALSE,https://www.wikidata.org/wiki/Q112248476
moor,Q15262572,"northern, human, settlement, human, settlement, united, kingdom",0.787,FALSE,https://www.wikidata.org/wiki/Q15262572
moor,Q1576290,"hanoverian, geest, natural, region, landscape, hanover, nienburg, german, state, lower, saxony",0.787,FALSE,https://www.wikidata.org/wiki/Q1576290
moor,Q60685724,"goldenstedter, site, community, importance, proposed, site, community, importance, protected, area, european, union, defined, habitat, directive, niedersachsen, germany",0.785,FALSE,https://www.wikidata.org/wiki/Q60685724
moor,Q60685046,"renzeler, proposed, site, community, importance, site, community, importance, protected, area, european, union, defined, habitat, directive, niedersachsen, germany",0.785,FALSE,https://www.wikidata.org/wiki/Q60685046
moor,Q60685778,"hohes, site, community, importance, proposed, site, community, importance, protected, area, european, union, defined, habitat, directive, niedersachsen, germany",0.785,FALSE,https://www.wikidata.org/wiki/Q60685778
moor,Q1050631,"plymouth, view, constituency, house, common, parliamentary, constituency, united, kingdom, onwards",0.784,FALSE,https://www.wikidata.org/wiki/Q1050631
moors,Q169260,"moor, ethnic, group, moriscos, moriscoes, medieval, muslim, inhabitant, maghreb, iberian, peninsula, sicily, malta",0.839,TRUE,https://www.wikidata.org/wiki/Q169260
moors,Q98596477,"moorish, style, art, style, based, architecture, decorative, art, muslim, inhabitant, moor, north, west, africa, century, southern, spain",0.828,TRUE,https://www.wikidata.org/wiki/Q98596477
moors,Q110188678,"ried, vorarlberg, natural, cultural, landscape, find, throughout, vorarlberg, often, includes, landing, moor",0.812,FALSE,https://www.wikidata.org/wiki/Q110188678
moors,Q110854379,"tread, path, traverse, investigating, slavery, early, medieval, western, britain, academic, chapter",0.802,FALSE,https://www.wikidata.org/wiki/Q110854379
moors,Q7070677,"nuwaubian, nation, religious, organization, hate, group, nuwaubian, movement, united, nuwaubian, nation, moor, ansaru, allah, community, holy, tabernacle, ministry, yamassee, native, american, moor, creek, nation, nuwaubian, nation, moor, u, religious, group, founded, dwight, york",0.795,FALSE,https://www.wikidata.org/wiki/Q7070677
moors,Q23660880,"moor, christian, abanilla, festival, regional, tourist, interest, region, murcia",0.787,TRUE,https://www.wikidata.org/wiki/Q23660880
moors,Q2636673,"aljama, alhama, alfama, city, exclusively, occupied, moor, jew, neighborhood, christian, city, occupied, ethnic, group, middle, age",0.783,TRUE,https://www.wikidata.org/wiki/Q2636673
moors,Q102276979,"exhausted, medieval, use, moor, mire, common, eastern, netherlands, academic, chapter, chapter, published",0.776,FALSE,https://www.wikidata.org/wiki/Q102276979
moors,Q5650710,"moor, christian, alcoy, party, popular, festival, take, place, city, alcoy, alicante, valencian, community",0.769,TRUE,https://www.wikidata.org/wiki/Q5650710
moors,Q113496477,"moorish, sovereign, citizen, anti, government, group, moorish, sovereign, moor, collection, independent, organization, lone, individual, emerged, early, offshoot, antigovernment, sovereign, citizen, movement",0.767,FALSE,https://www.wikidata.org/wiki/Q113496477
mulatto,Q191923,"historical, race, concept, human, mulattress, mulato, mulatta, mulata, racial, classification",0.939,TRUE,https://www.wikidata.org/wiki/Q191923
