item,usage_instructions
http://www.wikidata.org/entity/Q55558616,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55558750,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55558916,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55559140,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55559342,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55559533,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55559711,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55559834,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55559927,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55559996,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55560047,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55560107,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55560170,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810569,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810570,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810571,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810572,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810573,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810574,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810576,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810577,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810579,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810580,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810606,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810608,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810609,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810610,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810611,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810612,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810613,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810614,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810616,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810617,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810618,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810619,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810620,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810621,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810622,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810623,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810624,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810626,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810627,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810628,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810629,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810630,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810632,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810633,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810838,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810839,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810840,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810841,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810842,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810843,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810844,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810845,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810846,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810847,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810849,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810851,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810852,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810853,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810854,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810855,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810856,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810857,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55810859,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
