item,instance_of
http://www.wikidata.org/entity/Q10543172,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q10647918,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q10658478,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q10683628,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q10712100,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q10715786,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q10899181,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11275020,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11385494,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11391893,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11418677,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11423079,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11429569,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11445655,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11486171,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11522634,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11523656,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11523663,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11538704,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11545898,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11546650,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11599058,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11604423,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11621876,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11634379,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11654943,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11659023,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11665142,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11711496,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11781549,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11903681,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11907081,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11908918,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11910013,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11910888,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11910895,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11913534,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11915618,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11915756,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11915889,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11915911,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11916298,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11920909,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11922167,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11924799,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11924802,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11932058,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11936544,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11937219,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11939963,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11950882,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11951644,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11954336,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q11990329,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q12336287,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q12545508,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q12756405,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q12767402,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q12867071,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q13134997,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q13135439,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q13369657,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q13428474,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q13505672,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q13732138,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q14318286,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q14341585,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q14369301,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q15783966,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q15788540,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q15805067,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q15809178,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q15811356,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q15815814,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q15852124,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q15853882,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q15858859,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q15919092,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q15919094,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q15919111,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q15919239,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16002450,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16069546,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16409665,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16488742,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16488975,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16536263,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16538741,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16552363,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16606464,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16623889,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16628168,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16642822,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16856196,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16866989,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16930856,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q16947657,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q17001813,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q17219433,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q17270036,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q17300794,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q17300795,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q17301697,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q17308168,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q17310497,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q17310617,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q17325815,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q17346959,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q17407943,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q17504948,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q17576701,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q17622897,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q18006525,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q18020970,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q18285588,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q18419139,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q19310872,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q19382119,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q19692583,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q19713409,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q19713622,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q19713790,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q19714681,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q19714810,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q19963292,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q20013310,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q20102626,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q20102863,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q20104815,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q20105883,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q20181783,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q20825932,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q20919297,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q20992478,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q21004028,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q21095820,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q21095821,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q21850068,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q22675144,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q22948754,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q22949246,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q23786372,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q24943118,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q25277824,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q25378645,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q25378809,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q25380776,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q25386866,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q25387923,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q26329700,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q28110448,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q28496732,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q28746108,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q30666392,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q30904355,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q40637441,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q48815943,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q53475186,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q53475765,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q53479738,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q53480450,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q53480897,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q53481279,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q54370850,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q54371380,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q55713529,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q55713589,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q56296363,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q56871036,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q58191815,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q58487031,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q59922524,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q61051536,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q61155183,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q61996069,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q63186134,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q65248378,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q66034614,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q66132353,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q67383328,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q72813999,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q76546789,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q90879952,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q93481516,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q95369286,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q96052560,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q97194760,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q97218128,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q97789791,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q98218965,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q98220907,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q98220958,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q98290650,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q98311693,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q98716425,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q98908495,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q99659079,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q101244402,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q102382810,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q104452162,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q104758896,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q104806117,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q105652644,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q105653191,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q105686672,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q107024790,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q107974983,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q108315050,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q109038120,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q109041843,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q109460471,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q109473334,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q109752757,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q109828300,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q109936679,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q109969330,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q110008120,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q110027240,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q110067735,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q110074434,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q110150774,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q110155757,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q110161886,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q110627493,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q110648073,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q111433100,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q111590782,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q111749573,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q113553552,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q113570992,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q113628861,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q114010660,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q115043043,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q115679107,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q115679108,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q115902570,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q115917234,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q115942931,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q116731323,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q117403413,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q117404212,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q117455229,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q118129011,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q119141764,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q120634023,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q120670156,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q121096698,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q121096710,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q121232974,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q121316112,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q121698843,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q629608,http://www.wikidata.org/entity/Q22116852
http://www.wikidata.org/entity/Q1587978,http://www.wikidata.org/entity/Q22116852
http://www.wikidata.org/entity/Q3543660,http://www.wikidata.org/entity/Q22116852
http://www.wikidata.org/entity/Q15975478,http://www.wikidata.org/entity/Q22116852
http://www.wikidata.org/entity/Q17573118,http://www.wikidata.org/entity/Q22116852
http://www.wikidata.org/entity/Q18394147,http://www.wikidata.org/entity/Q22116852
http://www.wikidata.org/entity/Q19831149,http://www.wikidata.org/entity/Q22116852
http://www.wikidata.org/entity/Q28130070,http://www.wikidata.org/entity/Q22116852
http://www.wikidata.org/entity/Q96377652,http://www.wikidata.org/entity/Q22116852
http://www.wikidata.org/entity/Q113552121,http://www.wikidata.org/entity/Q22116852
http://www.wikidata.org/entity/Q113996278,http://www.wikidata.org/entity/Q22116852
