,lemma,Unnamed: 0,term,hit_id,bow,cs_rm,cs_wm,cs_rm_wm
4084,indo,4084,indo,indo-european.a.01,"['european', 'relating', 'family', 'germanic', 'indo', 'language']",0.8868126209087903,0.8125923159461321,0.8892591849087331
4102,indo,4102,indo,tocharian.n.01,"['millennium', 'european', 'family', 'tocharian', 'branch', 'central', 'asia', 'indo', 'first', 'originated', 'language']",0.8799871069243123,0.8264974194452006,0.8861501972757097
4111,indo,4111,indo,jat.n.01,"['indian', 'sikh', 'jat', 'european', 'widely', 'throughout', 'muslim', 'subcontinent', 'indo', 'scattered', 'consisting', 'hindu', 'northwest', 'people', 'member']",0.8794849540767767,0.7982730672110891,0.8796785282800027
4099,indo,4099,indo,english.n.01,"['english', 'state', 'commonwealth', 'european', 'country', 'britain', 'english_language', 'germanic', 'west', 'indo', 'branch', 'official', 'united', 'belonging', 'language']",0.8722694224888334,0.8365588781127267,0.8827451895677232
4089,indo,4089,indo,armenian.n.02,"['armenian', 'also', 'european', 'armenia', 'spoken', 'indo', 'azerbaijan', 'armenian_language', 'predominantly', 'language']",0.8692789786764608,0.7792684368119653,0.8688371764568935
4098,indo,4098,indo,germanic.n.01,"['germanic_language', 'two', 'major', 'group', 'european', 'fall', 'family', 'branch', 'germanic', 'spoken', 'indo', 'west', 'currently', 'scandinavian', 'language', 'member']",0.8598599309656243,0.7712105811849893,0.8631426303422104
4483,inuit,4483,inuit,eskimo.n.01,"['eskimo', 'canada', 'inuit', 'flesh', 'people', 'member', 'esquimau', 'algonquian', 'arctic', 'call', 'alaska', 'greenland', 'raw', 'northern', 'eater', 'inhabiting', 'called', 'siberia', 'eastern']",0.9304805477500728,0.7268239732526199,0.9072159526718924
4484,inuit,4484,inuit,nunavut.n.01,"['northern', 'arctic', 'canada', 'people', 'solely', 'island', 'inuit', 'includes', 'archipelago', 'governed', 'territory', 'nunavut', 'part', 'homeland', 'northwest', 'eastern', 'created']",0.9101233836525564,0.7354786137188856,0.8967601606621542
2110,kaffir,2110,kaffir,kaffir.n.02,"['kafir', 'offensive', 'term', 'african', 'caffre', 'insulting', 'kaffir', 'caffer', 'black']",0.8527563333850009,0.6365253471307016,0.8398690589142878
2109,kaffir,2109,kaffir,great_millet.n.01,"['edged', 'food', 'form', 'human', 'habit', 'corn', 'indian', 'growth', 'sawtooth', 'animal', 'kaffir_corn', 'stem', 'kaffir', 'kafir_corn', 'sorghum_bicolor', 'great_millet', 'similar', 'leaf', 'important']",0.6641542619969237,0.500897553039512,0.6637471201387317
5277,lilliputian,5277,lilliputian,lilliputian.n.01,"['person', 'resembling', 'small', 'lilliputian']",0.8941288242244114,0.7498895667826189,0.8846464369939704
5279,lilliputian,5279,lilliputian,lilliputian.a.01,"['characteristic', 'lilliputian', 'relating', 'population', 'country', 'imaginary', 'tiny', 'lilliput']",0.8123581265437185,0.7589841495333088,0.8255631109078241
5280,lilliputian,5280,lilliputian,bantam.s.01,"['stature', 'nation', 'democracy', 'lilliputian', 'figure', 'bahrain', 'midget', 'diminutive', 'bantam', 'small', 'chest', 'foot', 'petite', 'toward', 'tiny', 'flyspeck', 'drawer', 'moved']",0.7687472650760695,0.7052131208417912,0.7613528497553543
5281,lilliputian,5281,lilliputian,fiddling.s.01,"['fiddling', 'lilliputian', 'law', 'effort', 'giving', 'officer', 'trivial', 'may', 'small', 'infraction', 'picayune', 'limited', 'gesture', 'dispute', 'compared', 'piffling', 'importance', 'matter', 'enterprise', 'detail', 'free', 'petty', 'piddling', 'meal', 'money', 'police', 'worry', 'seems', 'niggling', 'footling', 'country', 'informal', 'war', 'little', 'sum']",0.7582219950307846,0.6710741082807478,0.7447254688219991
5278,lilliputian,5278,lilliputian,lilliputian.n.02,"['inch', 'lilliputian', 'swift', 'novel', 'inhabitant', 'tall', 'jonathan', 'lilliput']",0.4294785075015195,0.4280681207561858,0.427434889489714
3,madras,3,madras,tamil_nadu.n.01,"['southeastern', 'madras', 'state', 'south', 'bengal', 'andhra', 'tamil_nadu', 'pradesh', 'india', 'bay', 'formerly']",0.8289464491108349,0.6602230247620771,0.8194917858720813
4,madras,4,madras,chennai.n.01,"['madras', 'chennai', 'bengal', 'nadu', 'bay', 'city', 'formerly', 'tamil']",0.817702053491265,0.6353944893463231,0.7905206253376301
6,madras,6,madras,savara.n.02,"['southeastern', 'madras', 'savara', 'spoken', 'dravidian', 'north', 'india', 'language']",0.6848603655714864,0.6992152788560021,0.7471084104148512
5,madras,5,madras,madras.n.03,"['patterned', 'madras', 'light', 'cotton', 'cloth']",0.3778884409945327,0.4152361891494696,0.4368500594809936
5255,maroon,5255,maroon,maroon.v.02,"['maroon', 'island', 'sailor', 'resource', 'leave', 'desert', 'mutinous', 'marooned', 'stranded', 'without']",0.6984546669093573,0.6665052013973759,0.7019278173644908
5269,maroon,5269,maroon,hog_peanut.n.01,"['amphicarpaea_bracteata', 'widely', 'vine', 'pod', 'flower', 'raceme', 'usually', 'maroon', 'peanut', 'subterranean', 'north', 'wild_peanut', 'distributed', 'abundant', 'hog_peanut', 'america', 'purple', 'amphicarpa_bracteata', 'resembling', 'seeded', 'producing', 'edible', 'one', 'eastern']",0.6821271794436379,0.7267141351456895,0.704692569715577
5251,maroon,5251,maroon,maroon.n.01,"['came', 'maroon', 'tide', 'island', 'person', 'stranded']",0.6509111363943013,0.6247721088880757,0.6551777943572202
5254,maroon,5254,maroon,maroon.v.01,"['traveller', 'maroon', 'strand', 'isolated', 'leave', 'rescue', 'hope', 'little', 'stranded', 'marooned']",0.6417112871574612,0.6413180691246597,0.6527286222881241
5268,maroon,5268,maroon,snake's_head_fritillary.n.01,"['widely', 'hen_flower', 'checkered', 'checkered_daffodil', 'lily', 'time', 'flower', 'shaped', 'usually', 'maroon', 'grown', 'veined', 'fritillaria_meleagris', 'carried', 'medieval', 'pendant', 'pale', 'guinea', 'ground', 'ornamental', 's_head_fritillary', 'eurasian', 'purple', 'like', 'bell', 'leper', 'leper_lily', 'snake']",0.6370954121582556,0.7104264916380025,0.6637254770687684
5253,maroon,5253,maroon,maroon.n.03,"['exploding', 'used', 'maroon', 'firework', 'signal', 'warning']",0.6342365267892747,0.7151630740003333,0.6666207616287667
5270,maroon,5270,maroon,hyacinth_bean.n.01,"['hyacinth_bean', 'bonavist', 'seed', 'egyptian_bean', 'vine', 'placed', 'vegetable', 'pod', 'genus', 'flower', 'raceme', 'old', 'trifoliate', 'maroon', 'grown', 'dolichos_lablab', 'perennial', 'lablab_purpureus', 'dolichos', 'followed', 'fragrant', 'indian', 'pea', 'twining', 'tropic', 'indian_bean', 'ornamental', 'sometimes', 'world', 'purple', 'like', 'subcontinent', 'edible', 'leaf']",0.5893527612124484,0.6430900265150745,0.6111923408713915
5259,maroon,5259,maroon,ketembilla.n.02,"['used', 'preserve', 'maroon', 'purple', 'kitambilla', 'ketembilla', 'like', 'fruit', 'especially', 'tart', 'kitembilla', 'sweet', 'india', 'gooseberry', 'pulp']",0.5347633235800905,0.5879421666641363,0.5554276929159042
5266,maroon,5266,maroon,leopard_lily.n.01,"['western', 'state', 'spotted', 'maroon', 'red', 'united', 'lily', 'orange', 'lilium_pardalinum', 'flower', 'leopard_lily', 'crimson', 'panther_lily']",0.5316890313914834,0.5860017735014228,0.547228546258006
5261,maroon,5261,maroon,friar's-cowl.n.01,"['tuberous', 'shaped', 'canary', 'violet', 'maroon', 'mediterranean', 'perennial', 'arisarum_vulgare', 'friar', 'azores', 'cowl', 'spathe', 'black']",0.4970984769737075,0.5551455078499435,0.5135854933991214
423,medicine man,423,medicine man,rainmaker.n.02,"['rainmaker', 'indian', 'medicine', 'american', 'attempt', 'make', 'rain', 'man']",0.7433479083754273,0.6878822195417326,0.7427209745130385
3270,mestizo,3270,mestizo,mestizo.n.01,"['european', 'racial', 'mixed', 'especially', 'american', 'person', 'native', 'ancestry', 'mestizo']",0.95779289774247,0.6672482344496306,0.9079004071887231
3269,mestizo,3269,mestizos,criollo.n.01,"['criollo', 'spanish', 'usually', 'mexico', 'european', 'country', 'indigene', 'american', 'mestizo', 'pure', 'stock']",0.8498512266387612,0.6420440067754416,0.8297808658917177
2191,mohammedan,2191,mohammedan,muhammadan.a.01,"['mohammedan', 'arabian', 'relating', 'religion', 'prophet', 'muhammad', 'muhammadan', 'founded']",0.8628246110484102,0.7993510340010865,0.8579918511388626
2190,mohammedan,2190,mohammedan,mohammedan.n.01,"['mohammed', 'follower', 'mohammedan', 'muhammedan', 'muhammadan']",0.6281834147796599,0.6210162232535777,0.6274991339213126
2196,mongoloid,2196,mongoloid,mongoloid.a.02,"['characteristic', 'mongoloid', 'pertaining', 'division', 'racial', 'especially', 'including', 'central', 'eastern', 'asia', 'one', 'traditional', 'people', 'humankind']",0.9584203092747684,0.8232333149582641,0.9527614807237808
2194,mongoloid,2194,mongoloid,mongoloid.n.02,"['used', 'longer', 'considered', 'mongoloid', 'offensive', 'person', 'sense', 'suffering', 'syndrome', 'technically']",0.9145552132275548,0.8203987033148079,0.9128306364604662
2197,mongoloid,2197,mongoloid,mongoloid.a.03,"['mongoloid', 'relating', 'offensive', 'suffering', 'syndrome']",0.8549637968940969,0.8230774782580291,0.8558830782677165
2195,mongoloid,2195,mongoloid,mongoloid.a.01,"['characteristic', 'mongoloid', 'mongol', 'resembling', 'epicanthic', 'fold']",0.705185965369315,0.6825116251498436,0.7170460711162663
2193,mongoloid,2193,mongoloid,mongoloid.n.01,"['family', 'member', 'mongoloid']",0.6428977496684016,0.4779084737490105,0.6240881835336838
64,moor,64,moor,moor.n.01,"['islam', 'conqueror', 'converted', 'muslim', 'mixed', 'spain', 'century', 'north', 'one', 'moor', 'descent', 'africa', 'berber', 'people', 'arab']",0.885666681757433,0.8512496947193934,0.8944185837310783
61,moor,61,moors,ferdinand.n.01,"['spanish', 'state', 'king_ferdinand', 'ferdinand_the_catholic', 'king', 'united', 'inquisition', 'castile', 'modern', 'aragon', 'marriage', 'jointly', 'columbus', 'christopher', 'ferdinand_v', 'isabella', 'expedition', 'instituted', 'beginning', 'capture', 'ferdinand', 'wife', 'marked', 'ferdinand_of_aragon', 'supported', 'country', 'spain', 'granada', 'one', 'ruled', 'moor']",0.8408281749823605,0.6780618369572793,0.8462818679909784
60,moor,60,moors,granada.n.01,"['built', 'kingdom', 'attraction', 'major', 'captured', 'middle', 'tourist', 'capital', 'isabella', 'age', 'site', 'alhambra', 'ferdinand', 'city', 'southeastern', 'fortress', 'palace', 'spain', 'moorish', 'granada', 'moor']",0.8190141672740012,0.6905358928276247,0.8181196458107263
70,moor,70,moor,converso.n.01,"['converso', 'expulsion', 'order', 'medieval', 'jew', 'spain', 'convert', 'persecution', 'moor', 'professed', 'christianity', 'avoid', 'portugal']",0.7995560118806332,0.6590670938670864,0.8095593088875277
56,moor,56,moors,moorish.a.01,"['characteristic', 'relating', 'moorish', 'moor', 'courtyard', 'moresque']",0.7627235713443413,0.6014992597090628,0.7630463602830607
58,moor,58,moors,alcazar.n.01,"['spanish', 'fortress', 'palace', 'built', 'various', 'alcazar', 'moor']",0.72657708048665,0.5851238055744373,0.7239812420144031
62,moor,62,moors,cornish_heath.n.01,"['pink', 'common', 'elsewhere', 'cultivated', 'cornwall', 'moor', 'southwestern', 'white', 'shrub', 'europe', 'bushy', 'erica_vagans', 'cornish_heath', 'flower']",0.6860920706041633,0.7406558269459255,0.7190548994029494
65,moor,65,moor,moor.n.02,"['peaty', 'heather', 'usually', 'covered', 'land', 'bracken', 'soil', 'open', 'moor', 'moorland', 'moss']",0.66713807568258,0.6262463015737729,0.6843609505974799
69,moor,69,moor,marston_moor.n.01,"['northern', 'england', 'moor', 'marston_moor', 'former']",0.6064853559014444,0.5649163575475034,0.5987758670317885
63,moor,63,moors,broom_tree.n.01,"['yellow', 'genista_anglica', 'england', 'needle_furze', 'new', 'broom_tree', 'prickly', 'flowered', 'moor', 'europe', 'petty_whin', 'shrub']",0.600353512161226,0.6761520685730752,0.6372596299863758
3041,mulatto,3041,mulatto,mulatto.n.01,"['parent', 'mulatto', 'offspring', 'white', 'black']",0.8261207718751529,0.7213781408578892,0.7788299121294718
3042,mulatto,3042,mulatto,quadroon.n.01,"['quarter', 'parent', 'person', 'mulatto', 'one', 'offspring', 'white', 'quadroon', 'black']",0.8240579380415164,0.799794604662918,0.8378840127362518
5934,métis,5934,metis,metis.n.01,"['western', 'caucasian', 'metis', 'indian', 'canada', 'american', 'person', 'ancestry']",0.8683666311675899,0.8258974475628024,0.8765197124750559
2401,native,2401,native,native.a.03,"['characteristic', 'australia', 'relating', 'american', 'region', 'inhabiting', 'beginning', 'native', 'aboriginal', 'people']",0.9523366896800174,0.8688545952547838,0.9509283023885742
2399,native,2399,native,native.a.01,"['many', 'characteristic', 'studied', 'maple', 'american', 'artist', 'virtue', 'native', 'north', 'existing', 'sugar', 'geographic', 'abroad', 'origin']",0.9208076649190003,0.8418030954006859,0.9194157604822534
2833,native,2833,native,brinton.n.01,"['state', 'systematic', 'american', 'classification', 'united', 'attempt', 'brinton', 'daniel_garrison_brinton', 'native', 'first', 'language', 'anthropologist']",0.9139357331259202,0.8312274246841657,0.9123797446282516
2837,native,2837,native,whitman.n.02,"['marcus_whitman', 'state', 'medicine', 'whitman', 'american', 'post', 'schooling', 'united', 'native', 'established', 'christianity', 'oregon', 'missionary', 'available', 'frontier']",0.9118211194234024,0.7868652820174994,0.9047508794387912
2391,native,2391,natives,native.n.01,"['indigen', 'plan', 'coast', 'canadian', 'indigenous', 'person', 'place', 'grant', 'government', 'student', 'northwest', 'aborigine', 'tax', 'indigene', 'scrapped', 'native', 'particular', 'art', 'college', 'born', 'aboriginal']",0.909793824326022,0.7383496941883588,0.8955878337729724
3002,native,3002,native,fox_grape.n.01,"['many', 'state', 'variety', 'vitis_labrusca', 'united', 'cultivated', 'native', 'fox_grape', 'grape', 'concord', 'origin', 'northeastern']",0.90599000715524,0.8242114557240796,0.9034077162319416
2500,native,2500,native,aleut.n.02,"['linguistically', 'eskimo', 'related', 'aleut', 'aleutian', 'american', 'inhabit', 'island', 'alaska', 'culturally', 'native', 'southwestern', 'speak', 'language', 'community']",0.9049088591844292,0.8026592212741125,0.8987448834540429
2413,native,2413,native,endemic.a.02,"['confined', 'endemic', 'region', 'island', 'specie', 'native', 'certain', 'number', 'interesting']",0.9037120979755656,0.8337398141465838,0.9029086633626209
2457,native,2457,native,asian_tiger_mosquito.n.01,"['asian_tiger_mosquito', 'state', 'carrier', 'midwestern', 'potential', 'united', 'striped', 'native', 'southwestern', 'japan', 'aedes_albopictus', 'thriving', 'spreading', 'caribbean', 'disease', 'serious']",0.9035775312155688,0.8128262749905971,0.9011130402245164
2425,native,2425,native,emigration.n.01,"['place', 'another', 'order', 'country', 'especially', 'migration', 'native', 'expatriation', 'emigration', 'settle']",0.902088632759546,0.8004905996629722,0.8971171419966278
3024,negro,3024,negro,black.n.05,"['negro', 'negroid', 'pejorative', 'american', 'archaic', 'person', 'african', 'ancestry', 'today', 'black']",0.8615358222295442,0.8380376028347842,0.8577479515941235
3023,negro,3023,negroes,white.s.05,"['negro', 'expel', 'segregation', 'fountain', 'restricted', 'white', 'would', 'movement', 'lily', 'even', 'restroom', 'drinking', 'organization']",0.7928098170487436,0.8132952455278578,0.825706502222921
3026,negro,3026,negro,blackface.n.01,"['blackface', 'used', 'usually', 'negro', 'order', 'imitate', 'makeup', 'performer', 'burnt', 'cork']",0.7128215472529157,0.7073524626185512,0.7311362344855559
3028,negro,3028,negro,liberia.n.01,"['way', 'negro', 'american', 'free', 'west', 'republic', 'republic_of_liberia', 'africa', 'liberia', 'established', 'slave']",0.6964756808575611,0.7096980253251355,0.7086972584146323
3025,negro,3025,negro,colored.s.02,"['pigment', 'negro', 'coloured', 'rich', 'colored', 'melanin', 'skin']",0.6381063484597271,0.5231125840413468,0.6026969022255055
3027,negro,3027,negro,minstrel_show.n.01,"['blackface', 'comic', 'joke', 'negro', 'troupe', 'program', 'minstrel_show', 'performer', 'typically', 'song', 'giving']",0.6074211581584684,0.5409872184921003,0.5984241798409483
4114,oriental,4114,oriental,oriental.s.01,"['characteristic', 'country', 'civilization', 'denoting', 'far', 'east', 'oriental']",0.928108010575684,0.8302411399769672,0.9315692114666904
4115,oriental,4115,oriental,western.a.01,"['western', 'characteristic', 'thought', 'world', 'relating', 'west', 'part', 'opposed', 'oriental', 'eastern']",0.9247449984982344,0.8590838915635968,0.931957390844038
4128,oriental,4128,oriental,neoplatonism.n.01,"['philosophical', 'element', 'transcends', 'aristotelianism', 'unknowable', 'platonism', 'naturally', 'oriental', 'early', 'major', 'thought', 'principle', 'later', 'mysticism', 'doctrine', 'europe', 'christian', 'predominant', 'hold', 'influence', 'reality', 'medieval', 'source', 'renaissance', 'system', 'theological', 'islamic', 'composed', 'writer', 'century', 'pagan', 'neoplatonism', 'philosophy', 'first', 'distinctive']",0.7753231760323777,0.8370685998524301,0.8223282735623709
4126,oriental,4126,oriental,selvage.n.01,"['either', 'carpet', 'end', 'consisting', 'fringe', 'selvedge', 'border', 'oriental', 'ornamental', 'selvage']",0.7625587747622636,0.7324330253912583,0.7757562803361878
4118,oriental,4118,oriental,incidentally.r.02,"['minor', 'magnificent', 'subordinate', 'achievement', 'model', 'nature', 'incidentally', 'accidentally', 'influenced', 'oriental']",0.7590630619869737,0.7931903060323096,0.7993225027002563
4131,oriental,4131,oriental,tobey.n.01,"['state', 'mark_tobey', 'abstract', 'calligraphy', 'tobey', 'united', 'influenced', 'oriental', 'painter']",0.7202311437338405,0.7438331931190318,0.7537666016968917
4133,oriental,4133,oriental,armillaria_ponderosa.n.01,"['stain', 'aromatic', 'mushroom', 'oriental', 'large', 'armillaria_ponderosa', 'northwest', 'brown', 'cooking', 'spicy', 'odor', 'age', 'white', 'gill', 'white_matsutake', 'collected', 'develops', 'commercially', 'pacific']",0.7050973888496407,0.6723070715714726,0.7191835606078099
4120,oriental,4120,oriental,martial_art.n.01,"['practiced', 'usually', 'art', 'martial', 'several', 'belt', 'defense', 'sport', 'martial_art', 'black', 'oriental', 'self', 'weaponless']",0.6809631472427738,0.7330466589535697,0.7235038765255584
4127,oriental,4127,oriental,fluidity.n.02,"['fluidity', 'social', 'quality', 'predict', 'charming', 'demographer', 'made', 'manner', 'certain', 'try', 'perception', 'colleague', 'fluidness', 'oriental', 'time', 'changeable', 'unpredictable']",0.6609974111362558,0.7480531078738579,0.7154483992073871
4129,oriental,4129,oriental,orientalist.n.01,"['orientalist', 'oriental', 'subject', 'specialist']",0.6564704001813899,0.7345567306409113,0.6974779022163449
2317,page,2317,page,page.n.06,"['acting', 'stage', 'medieval', 'youth', 'knight', 'varlet', 'knighthood', 'attendant', 'first', 'training', 'time', 'page']",0.8374090492501706,0.6942065113181846,0.8203305117154627
2316,page,2316,page,page.n.05,"['ceremony', 'official', 'page', 'attendant', 'youthful', 'legislative', 'wedding', 'function']",0.8231928836508267,0.7675479980913358,0.8258631028399221
2274,page,2274,pages,disorganized.a.01,"['function', 'muddy', 'roommate', 'lacking', 'order', 'disorganised', 'page', 'agreeable', 'arrangement', 'enterprise', 'prose', 'thousand', 'disorganized', 'methodical']",0.7546009530994529,0.8551452131634116,0.8398197389618919
2365,page,2365,page,opinion.n.02,"['editorial', 'expressing', 'confidence', 'message', 'view', 'something', 'knowledge', 'proof', 'frequently', 'appeared', 'positive', 'substantiated', 'opinion', 'expression', 'held', 'page', 'belief']",0.7401810965252339,0.8374116539290317,0.8228974451633484
2341,page,2341,page,playbook.n.03,"['borrowed', 'political', 'opposition', 'strategy', 'campaign', 'page', 'set', 'playbook', 'scheme', 'business', 'conducting']",0.7110199544055038,0.7544548868401795,0.7689454524012991
2299,page,2299,pages,family_bible.n.01,"['bible', 'record', 'birth', 'large', 'family_bible', 'page', 'marriage']",0.7093642197644832,0.7135338561381787,0.731982996831263
2340,page,2340,page,example.n.01,"['instance', 'group', 'example', 'item', 'typical', 'class', 'information', 'illustration', 'representative', 'patient', 'page', 'provides', 'syndrome']",0.6986039587860381,0.8431087485614918,0.791133435721789
2311,page,2311,pages,belong_to.v.01,"['look', 'belong', 'adjunct', 'uniform', 'museum', 'like', 'collection', 'part', 'belong_to', 'page', 'belonged']",0.696762926444401,0.7051888039039985,0.7268438172029728
2330,page,2330,page,social.a.03,"['social', 'characteristic', 'colum', 'toned', 'gossip', 'relating', 'made', 'fun', 'high', 'society', 'belonging', 'page']",0.6903646704850179,0.7363056186988896,0.7499359073658436
2275,page,2275,pages,absurd.s.02,"['mansion', 'derisory', 'invite', 'unreasonable', 'nonsensical', 'assumption', 'history', 'attempt', 'idiotic', 'dog', 'answer', 'turn', 'question', 'small', 'conceited', 'preposterous', 'ludicrous', 'ask', 'derision', 'page', 'universal', 'child', 'cottage', 'call', 'rather', 'absurd', 'laughable', 'contribution', 'cockeyed', 'interest', 'get', 'homework', 'ridiculous', 'excuse', 'ate', 'back', 'idea', 'dull']",0.6863484877029772,0.6998317067645351,0.7379228443051371
5605,primitive,5605,primitive,crude.s.04,"['living', 'crude', 'implement', 'stage', 'condition', 'movie', 'man', 'early', 'development', 'weapon', 'characterized', 'often', 'agricultural', 'belonging', 'crudeness', 'mountain', 'appalachian', 'primitive', 'technical', 'simplicity', 'rude']",0.9462385380315594,0.8644226507492239,0.9468509671306292
5731,primitive,5731,primitive,hamamelidae.n.01,"['plant', 'considered', 'among', 'wind', 'perianth', 'family', 'includes', 'flower', 'including', 'chiefly', 'developed', 'contains', 'hamamelidae', 'group', 'fagaceae', 'lacking', 'angiosperm', 'often', 'pollinated', 'catkin', 'betulaceae', 'superorder', 'woody', 'classified', 'unisexual', 'amentiferae', 'primitive', 'subclass_hamamelidae', 'poorly', 'sometimes']",0.8997901460804699,0.763673134491217,0.8895528643521055
5715,primitive,5715,primitive,trickster.n.03,"['many', 'sometimes', 'distinguished', 'found', 'bodily', 'prodigious', 'primitive', 'biological', 'folklore', 'exaggerated', 'part', 'supernatural', 'drive', 'mischievous', 'people', 'trickster']",0.8980898140666823,0.8213544400104116,0.8986540380105765
5608,primitive,5608,primitive,primitive.s.04,"['style', 'grandma', 'art', 'simple', 'colorful', 'moses', 'formal', 'often', 'primitive', 'striking', 'one', 'without', 'training', 'naive', 'created']",0.8824038203444214,0.8352635803768188,0.8874576776434511
5603,primitive,5603,primitive,primitive.n.02,"['another', 'primitive', 'mathematical', 'derived', 'expression']",0.8782750154852268,0.8026514565079185,0.8753978688442954
5618,primitive,5618,primitive,generalized.s.01,"['environment', 'adapted', 'specific', 'generalized', 'differentiated', 'primitive', 'mammal', 'biologically', 'generalised', 'function', 'hedgehog']",0.8782694893044343,0.7980146111194363,0.8754681393876717
5602,primitive,5602,primitive,primitive.n.01,"['early', 'stage', 'civilization', 'primitive', 'primitive_person', 'person', 'belongs']",0.8780581571803563,0.8115614679848906,0.8793838161584866
5625,primitive,5625,primitive,monera.n.01,"['division', 'kingdom_monera', 'used', 'bacteria', 'major', 'lack', 'pathogen', 'kingdom_prokaryotae', 'prokaryotic', 'divide', 'monera', 'green', 'algae', 'phylum', 'consensus', 'organism', 'name', 'prokayotae', 'various', 'blue', 'primitive', 'informal']",0.8711809855731134,0.773962486400344,0.8670965393275527
5621,primitive,5621,primitive,primitively.r.02,"['style', 'foundry', 'primitively', 'operated', 'manner', 'primitive', 'rather']",0.8644513973083258,0.774202578094884,0.8611531551448719
5612,primitive,5612,primitive,appellative.s.02,"['serving', 'child', 'appellative', 'rite', 'naming', 'primitive', 'faculty', 'inclined', 'name', 'giving', 'function']",0.8600293033149133,0.8146943170512758,0.8660124905935891
5821,primitivism,5821,primitivism,primitivism.n.02,"['characteristic', 'primitivism', 'child', 'primitive', 'artist', 'genre', 'imitative']",0.856743321950137,0.7768665758615941,0.8560516085053692
5820,primitivism,5820,primitivism,crudeness.n.01,"['state', 'primitivism', 'unrefined', 'primitiveness', 'wild', 'crudity', 'rudeness', 'crudeness']",0.8126567587747779,0.7805356567605323,0.816000373870802
2266,pygmy,2266,pygmy,gowen_cypress.n.01,"['used', 'tree', 'cypress', 'often', 'small', 'cruz', 'california', 'santa', 'includes', 'shrubby', 'native', 'system', 'cupressus_goveniana', 'gowen_cypress', 'sometimes', 'ornamental', 'pygmy', 'classification']",0.8054823630370416,0.7641175430283702,0.8204034214317703
2258,pygmy,2258,pygmy,pygmy.n.01,"['individual', 'pigmy', 'small', 'unusually', 'pygmy']",0.7849142059056433,0.782676399603208,0.7985877348716254
2259,pygmy,2259,pygmy,pygmy.n.02,"['pigmy', 'various', 'average', 'height', 'five', 'foot', 'le', 'people', 'member', 'pygmy']",0.751081865951605,0.5747383872368286,0.7312653404396839
2261,pygmy,2261,pygmy,massasauga.n.02,"['area', 'mouse', 'found', 'mexico', 'massasauga_rattler', 'small', 'sistrurus_catenatus', 'amphibian', 'great', 'feed', 'moist', 'lake', 'massasauga', 'rattlesnake', 'pygmy']",0.6526069931123751,0.6074133369445651,0.6547433689783161
2262,pygmy,2262,pygmy,ground_rattler.n.01,"['sistrurus_miliaris', 'ground_rattler', 'small', 'massasauga', 'rattlesnake', 'pygmy']",0.5436494137289932,0.509922617174491,0.5454669166151687
2264,pygmy,2264,pygmy,baiomys.n.01,"['genus_baiomys', 'mouse', 'pygmy', 'baiomys']",0.3166875961282927,0.3272782876729083,0.3181977454620972
2260,pygmy,2260,pygmy,sistrurus.n.01,"['sistrurus', 'rattlesnake', 'pygmy', 'genus_sistrurus']",0.2435862756950569,0.2474936338189533,0.2448561749891199
2263,pygmy,2263,pygmy,kogia.n.01,"['sperm', 'whale', 'genus_kogia', 'kogia', 'pygmy']",0.2297915944963206,0.28565052079356684,0.23954995588199815
2265,pygmy,2265,pygmy,cebuella.n.01,"['marmoset', 'genus_cebuella', 'pygmy', 'cebuella']",0.20769359483738048,0.22050011388225446,0.2082644441905741
5217,queer,5217,queer,gay.s.06,"['desire', 'homophile', 'arousing', 'gay', 'queer', 'homosexual']",0.8486785605859406,0.6650501770092476,0.8156095253220081
5213,queer,5213,queer,fagot.n.01,"['fairy', 'fagot', 'poove', 'fag', 'poof', 'queer', 'homosexual', 'offensive', 'term', 'nance', 'queen', 'faggot', 'man', 'pouf', 'pansy']",0.7973617953037696,0.5852851582696907,0.777941268868565
5221,queer,5221,queer,rigout.n.01,"['bizarre', 'queer', 'especially', 'costume', 'rigout', 'person']",0.7830608527173585,0.6781382764248325,0.7791353273521179
5218,queer,5218,queer,cosmopolitan.a.02,"['home', 'around', 'found', 'sinister', 'macaulay', 'especially', 'race', 'cosmopolitan', 'marseille', 'syria', 'benevolence', 'many', 'extended', 'dock', 'attitude', 'ancient', 'people', 'queer', 'impartially', 'rather', 'interest', 'composed', 'world', 'crowd', 'egypt', 'society', 'part', 'provincial', 'creed']",0.7447891529039387,0.7435443215549034,0.7838570969812881
5216,queer,5216,queer,curious.s.01,"['odd', 'aromatic', 'beyond', 'singular', 'accent', 'something', 'deviating', 'rummy', 'funny', 'twang', 'clove', 'peculiar', 'speech', 'expected', 'queer', 'odor', 'curious', 'town', 'usual', 'name', 'definitely', 'behavior', 'fellow', 'rum', 'war', 'idea', 'hybrid']",0.7254413469247821,0.6295995052783082,0.7382732304586573
5220,queer,5220,queer,fishy.s.02,"['definitely', 'suspect', 'expected', 'behavior', 'suspicious', 'queer', 'something', 'going', 'accident', 'fishy', 'deal', 'funny', 'motif', 'business', 'shady']",0.6970667682696492,0.6036511972369706,0.7054761864256436
5215,queer,5215,queer,queer.v.02,"['position', 'queer', 'endanger', 'put', 'scupper', 'dangerous', 'difficult', 'expose', 'peril', 'disadvantageous']",0.6244044134838131,0.6094949196527966,0.6492637410841647
